timestamp,total_load_mw,hour_of_day,day_of_week,month
2024-12-23 07:00:00,44820.410424,7,1,12
2024-12-23 08:00:00,46122.588449999996,8,1,12
2024-12-23 09:00:00,46946.678436,9,1,12
2024-12-23 10:00:00,47542.449318,10,1,12
2024-12-23 11:00:00,47753.08638,11,1,12
2024-12-23 12:00:00,47652.177374000006,12,1,12
2024-12-23 13:00:00,47674.302158000006,13,1,12
2024-12-23 14:00:00,47669.59228600001,14,1,12
2024-12-23 15:00:00,47483.779300999995,15,1,12
2024-12-23 16:00:00,47474.52445199999,16,1,12
2024-12-23 17:00:00,47697.490599,17,1,12
2024-12-23 18:00:00,48380.270457000006,18,1,12
2024-12-23 19:00:00,49008.105482,19,1,12
2024-12-23 20:00:00,48577.979402,20,1,12
2024-12-23 21:00:00,47736.337834,21,1,12
2024-12-23 22:00:00,46837.221821,22,1,12
2024-12-23 23:00:00,45309.468643,23,1,12
2024-12-24 00:00:00,43666.571878,0,2,12
2024-12-24 01:00:00,41931.089619,1,2,12
2024-12-24 02:00:00,40554.442294,2,2,12
2024-12-24 03:00:00,39667.606185,3,2,12
2024-12-24 04:00:00,39071.76239900001,4,2,12
2024-12-24 05:00:00,39073.21886,5,2,12
2024-12-24 06:00:00,39879.21817,6,2,12
2024-12-24 07:00:00,41216.07774600001,7,2,12
2024-12-24 08:00:00,42378.356253,8,2,12
2024-12-24 09:00:00,43801.378855,9,2,12
2024-12-24 10:00:00,45433.981207,10,2,12
2024-12-24 11:00:00,46760.149645,11,2,12
2024-12-24 12:00:00,47544.773766,12,2,12
2024-12-24 13:00:00,48022.911216,13,2,12
2024-12-24 14:00:00,48446.534674,14,2,12
2024-12-24 15:00:00,48615.658274999994,15,2,12
2024-12-24 16:00:00,48570.802235,16,2,12
2024-12-24 17:00:00,48437.498113,17,2,12
2024-12-24 18:00:00,48628.839041,18,2,12
2024-12-24 19:00:00,48076.389300999996,19,2,12
2024-12-24 20:00:00,46620.878393,20,2,12
2024-12-24 21:00:00,45426.61420900001,21,2,12
2024-12-24 22:00:00,44434.689464,22,2,12
2024-12-24 23:00:00,43323.589984,23,2,12
2024-12-25 00:00:00,41868.700008,0,3,12
2024-12-25 01:00:00,40858.001641999996,1,3,12
2024-12-25 02:00:00,39796.761437999994,2,3,12
2024-12-25 03:00:00,39021.77299,3,3,12
2024-12-25 04:00:00,38325.679213999996,4,3,12
2024-12-25 05:00:00,38285.364527,5,3,12
2024-12-25 06:00:00,38596.464585,6,3,12
2024-12-25 07:00:00,39452.68339099999,7,3,12
2024-12-25 08:00:00,40400.075790999996,8,3,12
2024-12-25 09:00:00,41987.665487000006,9,3,12
2024-12-25 10:00:00,43495.965747999995,10,3,12
2024-12-25 11:00:00,44424.136729,11,3,12
2024-12-25 12:00:00,44494.93099,12,3,12
2024-12-25 13:00:00,45014.593293,13,3,12
2024-12-25 14:00:00,44684.58516699999,14,3,12
2024-12-25 15:00:00,44301.205097,15,3,12
2024-12-25 16:00:00,44114.913617,16,3,12
2024-12-25 17:00:00,44202.944477,17,3,12
2024-12-25 18:00:00,45121.627271,18,3,12
2024-12-25 19:00:00,45559.990723,19,3,12
2024-12-25 20:00:00,45066.319223,20,3,12
2024-12-25 21:00:00,44553.725298,21,3,12
2024-12-25 22:00:00,43935.694167,22,3,12
2024-12-25 23:00:00,42922.619035,23,3,12
2024-12-26 00:00:00,41568.691144000004,0,4,12
2024-12-26 01:00:00,40327.126958,1,4,12
2024-12-26 02:00:00,39414.417139000005,2,4,12
2024-12-26 03:00:00,38756.66029099999,3,4,12
2024-12-26 04:00:00,38601.223005,4,4,12
2024-12-26 05:00:00,39092.044623,5,4,12
2024-12-26 06:00:00,40262.725762999995,6,4,12
2024-12-26 07:00:00,41721.5392,7,4,12
2024-12-26 08:00:00,42682.098662,8,4,12
2024-12-26 09:00:00,43496.882735,9,4,12
2024-12-26 10:00:00,45932.34291500001,10,4,12
2024-12-26 11:00:00,47410.825026,11,4,12
2024-12-26 12:00:00,48336.367198,12,4,12
2024-12-26 13:00:00,48651.552346,13,4,12
2024-12-26 14:00:00,48467.665908,14,4,12
2024-12-26 15:00:00,48169.489706,15,4,12
2024-12-26 16:00:00,48265.165249,16,4,12
2024-12-26 17:00:00,48333.793098999995,17,4,12
2024-12-26 18:00:00,48486.673938,18,4,12
2024-12-26 19:00:00,48873.077971000006,19,4,12
2024-12-26 20:00:00,48418.409252000005,20,4,12
2024-12-26 21:00:00,47984.082383999994,21,4,12
2024-12-26 22:00:00,47077.402742000006,22,4,12
2024-12-26 23:00:00,45650.397631,23,4,12
2024-12-27 00:00:00,43926.70237100001,0,5,12
2024-12-27 01:00:00,42300.318552,1,5,12
2024-12-27 02:00:00,41247.494099,2,5,12
2024-12-27 03:00:00,40674.81602400001,3,5,12
2024-12-27 04:00:00,40598.607923,4,5,12
2024-12-27 05:00:00,41117.125663,5,5,12
2024-12-27 06:00:00,42641.866130999995,6,5,12
2024-12-27 07:00:00,44637.79739300001,7,5,12
2024-12-27 08:00:00,46206.231204,8,5,12
2024-12-27 09:00:00,47053.464145000005,9,5,12
2024-12-27 10:00:00,47171.340555,10,5,12
2024-12-27 11:00:00,46984.934263,11,5,12
2024-12-27 12:00:00,46722.472502000004,12,5,12
2024-12-27 13:00:00,46853.70697200001,13,5,12
2024-12-27 14:00:00,47360.03307499999,14,5,12
2024-12-27 15:00:00,47826.719736,15,5,12
2024-12-27 16:00:00,48123.522288,16,5,12
2024-12-27 17:00:00,48127.77297500001,17,5,12
2024-12-27 18:00:00,48394.401529,18,5,12
2024-12-27 19:00:00,49136.332754,19,5,12
2024-12-27 20:00:00,48274.302708,20,5,12
2024-12-27 21:00:00,47557.67699000001,21,5,12
2024-12-27 22:00:00,46644.286601,22,5,12
2024-12-27 23:00:00,45337.992558000005,23,5,12
2024-12-28 00:00:00,43894.357776000004,0,6,12
2024-12-28 01:00:00,42425.04283299999,1,6,12
2024-12-28 02:00:00,41318.636431,2,6,12
2024-12-28 03:00:00,40493.126987999996,3,6,12
2024-12-28 04:00:00,40127.455684,4,6,12
2024-12-28 05:00:00,40030.574142000005,5,6,12
2024-12-28 06:00:00,40534.268608,6,6,12
2024-12-28 07:00:00,41330.377788,7,6,12
2024-12-28 08:00:00,42219.844046000006,8,6,12
2024-12-28 09:00:00,43591.477029,9,6,12
2024-12-28 10:00:00,45562.713873,10,6,12
2024-12-28 11:00:00,47094.47796,11,6,12
2024-12-28 12:00:00,48257.743062,12,6,12
2024-12-28 13:00:00,48518.269799,13,6,12
2024-12-28 14:00:00,48337.896429,14,6,12
2024-12-28 15:00:00,48384.15753399999,15,6,12
2024-12-28 16:00:00,48410.863089,16,6,12
2024-12-28 17:00:00,48302.175810999994,17,6,12
2024-12-28 18:00:00,48309.266514,18,6,12
2024-12-28 19:00:00,48603.700456,19,6,12
2024-12-28 20:00:00,47760.673588000005,20,6,12
2024-12-28 21:00:00,47001.094450000004,21,6,12
2024-12-28 22:00:00,45987.043659,22,6,12
2024-12-28 23:00:00,44424.485493,23,6,12
2024-12-29 00:00:00,42796.646027999996,0,0,12
2024-12-29 01:00:00,41406.892782999996,1,0,12
2024-12-29 02:00:00,40359.819421,2,0,12
2024-12-29 03:00:00,39864.013706,3,0,12
2024-12-29 04:00:00,39536.295369,4,0,12
2024-12-29 05:00:00,39608.173773999995,5,0,12
2024-12-29 06:00:00,40154.08251500001,6,0,12
2024-12-29 07:00:00,41126.74484000001,7,0,12
2024-12-29 08:00:00,42276.922687,8,0,12
2024-12-29 09:00:00,43320.39492700001,9,0,12
2024-12-29 10:00:00,43713.92792899999,10,0,12
2024-12-29 11:00:00,43726.632464999995,11,0,12
2024-12-29 12:00:00,43669.35317,12,0,12
2024-12-29 13:00:00,43728.09383600001,13,0,12
2024-12-29 14:00:00,44061.373557,14,0,12
2024-12-29 15:00:00,44594.422747,15,0,12
2024-12-29 16:00:00,45161.961073,16,0,12
2024-12-29 17:00:00,45513.91307,17,0,12
2024-12-29 18:00:00,46517.419839,18,0,12
2024-12-29 19:00:00,47487.062272999996,19,0,12
2024-12-29 20:00:00,46938.611824,20,0,12
2024-12-29 21:00:00,46174.473303,21,0,12
2024-12-29 22:00:00,45437.57833299999,22,0,12
2024-12-29 23:00:00,44185.836032,23,0,12
2024-12-30 00:00:00,42753.544711,0,1,12
2024-12-30 01:00:00,41312.576774,1,1,12
2024-12-30 02:00:00,40402.976040999994,2,1,12
2024-12-30 03:00:00,39924.411667,3,1,12
2024-12-30 04:00:00,39909.38009600001,4,1,12
2024-12-30 05:00:00,40536.11894099999,5,1,12
2024-12-30 06:00:00,42131.256222,6,1,12
2024-12-30 07:00:00,44204.400614000006,7,1,12
2024-12-30 08:00:00,45683.565105999995,8,1,12
2024-12-30 09:00:00,46254.54637800001,9,1,12
2024-12-30 10:00:00,46491.679715,10,1,12
2024-12-30 11:00:00,46629.495449999995,11,1,12
2024-12-30 12:00:00,47000.91865400001,12,1,12
2024-12-30 13:00:00,47732.723572999996,13,1,12
2024-12-30 14:00:00,48736.947211,14,1,12
2024-12-30 15:00:00,49695.74224000001,15,1,12
2024-12-30 16:00:00,50289.945112999994,16,1,12
2024-12-30 17:00:00,50381.255741,17,1,12
2024-12-30 18:00:00,50132.191207,18,1,12
2024-12-30 19:00:00,50507.167437000004,19,1,12
2024-12-30 20:00:00,49450.633142000006,20,1,12
2024-12-30 21:00:00,48486.754638000006,21,1,12
2024-12-30 22:00:00,47365.81956099999,22,1,12
2024-12-30 23:00:00,45776.519312000004,23,1,12
2024-12-31 00:00:00,43830.49833100001,0,2,12
2024-12-31 01:00:00,41927.165364,1,2,12
2024-12-31 02:00:00,40794.164412,2,2,12
2024-12-31 03:00:00,40331.744008999995,3,2,12
2024-12-31 04:00:00,40200.261464,4,2,12
2024-12-31 05:00:00,40635.37632299999,5,2,12
2024-12-31 06:00:00,41941.84474099999,6,2,12
2024-12-31 07:00:00,43747.720438000004,7,2,12
2024-12-31 08:00:00,45252.040811,8,2,12
2024-12-31 09:00:00,45952.874434,9,2,12
2024-12-31 10:00:00,46399.67926,10,2,12
2024-12-31 11:00:00,46609.285943,11,2,12
2024-12-31 12:00:00,46291.70609199999,12,2,12
2024-12-31 13:00:00,46053.14042799999,13,2,12
2024-12-31 14:00:00,45992.477751,14,2,12
2024-12-31 15:00:00,46053.317074,15,2,12
2024-12-31 16:00:00,46448.080048,16,2,12
2024-12-31 17:00:00,47105.984533999996,17,2,12
2024-12-31 18:00:00,48000.613693,18,2,12
2024-12-31 19:00:00,48175.877538,19,2,12
2024-12-31 20:00:00,47619.264354000006,20,2,12
2024-12-31 21:00:00,46737.67861100001,21,2,12
2024-12-31 22:00:00,45775.649767,22,2,12
2024-12-31 23:00:00,44779.606498999994,23,2,12
