id,timestamp_utc,timestamp,pnode_id,pnode_name,voltage,equipment,type,zone,system_energy_price_da,total_lmp_da,congestion_price_da,marginal_loss_price_da,timezone,source_file
171779222,2014-01-27 07:00:00+00:00,2014-01-27 02:00:00,32415143,NEWCASOE,23 KV,B,LOAD,ATSI,44.27,35.2,-8.82,-0.25,EST,day_ahead_hourly_LMPs_01-27.csv
171779223,2014-01-27 07:00:00+00:00,2014-01-27 02:00:00,32415149,NEWTONFA,69 KV,A,LOAD,ATSI,44.27,35.8,-7.68,-0.79,EST,day_ahead_hourly_LMPs_01-27.csv
171779224,2014-01-27 07:00:00+00:00,2014-01-27 02:00:00,32415151,NEWTONFA,23 KV,B,LOAD,ATSI,44.27,35.74,-7.68,-0.85,EST,day_ahead_hourly_LMPs_01-27.csv
171779225,2014-01-27 07:00:00+00:00,2014-01-27 02:00:00,32415153,NILES,23 KV,A,LOAD,ATSI,44.27,35.72,-8.13,-0.42,EST,day_ahead_hourly_LMPs_01-27.csv
171779226,2014-01-27 07:00:00+00:00,2014-01-27 02:00:00,32415157,NSTARSTL,345 KV,A,LOAD,ATSI,44.27,33.8,-9.59,-0.88,EST,day_ahead_hourly_LMPs_01-27.csv
171779227,2014-01-27 07:00:00+00:00,2014-01-27 02:00:00,32415171,PIDGEON,69 KV,B,LOAD,ATSI,44.27,35.85,-8.29,-0.13,EST,day_ahead_hourly_LMPs_01-27.csv
171779228,2014-01-27 07:00:00+00:00,2014-01-27 02:00:00,32415179,PPPINE,69 KV,A,LOAD,ATSI,44.27,33.8,-9.56,-0.91,EST,day_ahead_hourly_LMPs_01-27.csv
171779229,2014-01-27 07:00:00+00:00,2014-01-27 02:00:00,32415189,ROBERTOE,34 KV,A,LOAD,ATSI,44.27,33.49,-9.35,-1.43,EST,day_ahead_hourly_LMPs_01-27.csv
171779230,2014-01-27 07:00:00+00:00,2014-01-27 02:00:00,32415195,SAKRONFE,23 KV,A,LOAD,ATSI,44.27,38.04,-6.54,0.31,EST,day_ahead_hourly_LMPs_01-27.csv
171779231,2014-01-27 07:00:00+00:00,2014-01-27 02:00:00,32415197,SAKRONFE,23 KV,B,LOAD,ATSI,44.27,38.03,-6.54,0.3,EST,day_ahead_hourly_LMPs_01-27.csv
171779232,2014-01-27 07:00:00+00:00,2014-01-27 02:00:00,32415199,SALTSPRG,69 KV,B,LOAD,ATSI,44.27,35.55,-8.2,-0.52,EST,day_ahead_hourly_LMPs_01-27.csv
171779233,2014-01-27 07:00:00+00:00,2014-01-27 02:00:00,32415201,SALTSPRG,23 KV,C,LOAD,ATSI,44.27,35.71,-8.14,-0.42,EST,day_ahead_hourly_LMPs_01-27.csv
171779234,2014-01-27 07:00:00+00:00,2014-01-27 02:00:00,32415207,SEVILL,69 KV,A,LOAD,ATSI,44.27,38.68,-5.54,-0.05,EST,day_ahead_hourly_LMPs_01-27.csv
171779235,2014-01-27 07:00:00+00:00,2014-01-27 02:00:00,32415213,SHARON,69 KV,A,LOAD,ATSI,44.27,35.41,-8.42,-0.44,EST,day_ahead_hourly_LMPs_01-27.csv
171779236,2014-01-27 07:00:00+00:00,2014-01-27 02:00:00,32415215,SHINROCK,69 KV,A,LOAD,ATSI,44.27,50.7,5.46,0.97,EST,day_ahead_hourly_LMPs_01-27.csv
171779237,2014-01-27 07:00:00+00:00,2014-01-27 02:00:00,32415221,STAR_FE,69 KV,A,LOAD,ATSI,44.27,37.77,-6.01,-0.49,EST,day_ahead_hourly_LMPs_01-27.csv
171779238,2014-01-27 07:00:00+00:00,2014-01-27 02:00:00,32415239,URBAN,23 KV,A,LOAD,ATSI,44.27,38.38,-6.16,0.27,EST,day_ahead_hourly_LMPs_01-27.csv
171779239,2014-01-27 07:00:00+00:00,2014-01-27 02:00:00,32415255,WAKRON,69 KV,B,LOAD,ATSI,44.27,38.63,-5.77,0.13,EST,day_ahead_hourly_LMPs_01-27.csv
171779240,2014-01-27 07:00:00+00:00,2014-01-27 02:00:00,32415263,WELLINGT,69 KV,A,LOAD,ATSI,44.27,40.27,-4.84,0.84,EST,day_ahead_hourly_LMPs_01-27.csv
171779241,2014-01-27 07:00:00+00:00,2014-01-27 02:00:00,32415267,WFREMONT,69 KV,B,LOAD,ATSI,44.27,24.43,-17.31,-2.53,EST,day_ahead_hourly_LMPs_01-27.csv
171779242,2014-01-27 07:00:00+00:00,2014-01-27 02:00:00,32415275,WRAVENNA,69 KV,A,LOAD,ATSI,44.27,36.96,-6.75,-0.56,EST,day_ahead_hourly_LMPs_01-27.csv
171779243,2014-01-27 07:00:00+00:00,2014-01-27 02:00:00,32415277,WRAVENNA,23 KV,B,LOAD,ATSI,44.27,36.81,-6.85,-0.61,EST,day_ahead_hourly_LMPs_01-27.csv
171779244,2014-01-27 07:00:00+00:00,2014-01-27 02:00:00,32416353,21EAST,69 KV,A,LOAD,AEP,44.27,32.87,-9.9,-1.5,EST,day_ahead_hourly_LMPs_01-27.csv
171779245,2014-01-27 07:00:00+00:00,2014-01-27 02:00:00,32416355,21TREATY,69 KV,A,LOAD,AEP,44.27,32.23,-9.9,-2.14,EST,day_ahead_hourly_LMPs_01-27.csv
171779246,2014-01-27 07:00:00+00:00,2014-01-27 02:00:00,32416359,29THST,13 KV,LOAD1,LOAD,AEP,44.27,31.07,-9.95,-3.25,EST,day_ahead_hourly_LMPs_01-27.csv
171779247,2014-01-27 07:00:00+00:00,2014-01-27 02:00:00,32416361,29THST,13 KV,LOAD2,LOAD,AEP,44.27,31.07,-9.95,-3.25,EST,day_ahead_hourly_LMPs_01-27.csv
171779248,2014-01-27 07:00:00+00:00,2014-01-27 02:00:00,32416363,32NDSTRE,13 KV,LOAD,LOAD,AEP,44.27,31.22,-9.94,-3.11,EST,day_ahead_hourly_LMPs_01-27.csv
171779249,2014-01-27 07:00:00+00:00,2014-01-27 02:00:00,32416385,GUIDELP1,13 KV,LOAD1,LOAD,AEP,44.27,31.07,-9.95,-3.25,EST,day_ahead_hourly_LMPs_01-27.csv
171779250,2014-01-27 07:00:00+00:00,2014-01-27 02:00:00,32416387,GUIDELP1,13 KV,LOAD2,LOAD,AEP,44.27,31.07,-9.95,-3.25,EST,day_ahead_hourly_LMPs_01-27.csv
171779251,2014-01-27 07:00:00+00:00,2014-01-27 02:00:00,32416389,GUIDELP1,13 KV,LOAD3,LOAD,AEP,44.27,31.07,-9.95,-3.25,EST,day_ahead_hourly_LMPs_01-27.csv
171779252,2014-01-27 07:00:00+00:00,2014-01-27 02:00:00,32416391,GUIDELP2,13 KV,LOAD1,LOAD,AEP,44.27,31.07,-9.95,-3.25,EST,day_ahead_hourly_LMPs_01-27.csv
171779253,2014-01-27 07:00:00+00:00,2014-01-27 02:00:00,32416393,GUIDELP2,13 KV,LOAD2,LOAD,AEP,44.27,31.07,-9.95,-3.25,EST,day_ahead_hourly_LMPs_01-27.csv
171779254,2014-01-27 07:00:00+00:00,2014-01-27 02:00:00,32416395,HAZELWO2,13 KV,LOAD,LOAD,AEP,44.27,31.07,-9.95,-3.25,EST,day_ahead_hourly_LMPs_01-27.csv
171779255,2014-01-27 07:00:00+00:00,2014-01-27 02:00:00,32416401,ROOSEVEL,13 KV,LOAD,LOAD,AEP,44.27,31.08,-9.95,-3.24,EST,day_ahead_hourly_LMPs_01-27.csv
171779256,2014-01-27 07:00:00+00:00,2014-01-27 02:00:00,32416403,SANDERSO,34 KV,DUMMYTIE,LOAD,AEP,44.27,27.04,-14.14,-3.09,EST,day_ahead_hourly_LMPs_01-27.csv
171779257,2014-01-27 07:00:00+00:00,2014-01-27 02:00:00,32416457,PHILPOTT,138 KV,LOAD,LOAD,AEP,44.27,38.95,-4.79,-0.53,EST,day_ahead_hourly_LMPs_01-27.csv
171779258,2014-01-27 07:00:00+00:00,2014-01-27 02:00:00,32416459,EWHITLEY,34 KV,LOAD1,LOAD,AEP,44.27,31.76,-10.05,-2.46,EST,day_ahead_hourly_LMPs_01-27.csv
171779259,2014-01-27 07:00:00+00:00,2014-01-27 02:00:00,32416461,EWHITLEY,34 KV,LOAD2,LOAD,AEP,44.27,31.76,-10.05,-2.46,EST,day_ahead_hourly_LMPs_01-27.csv
