timestamp_utc,timestamp,pnode_name,zone,type,total_lmp_da,congestion_price_da,marginal_loss_price_da,system_energy_price_da
2023-07-01 00:00:00+00:00,2023-06-30 20:00:00,AEP,NaN,ZONE,40.258993,3.054846,0.414147,36.79
2023-07-01 01:00:00+00:00,2023-06-30 21:00:00,AEP,NaN,ZONE,35.926669,2.27691,0.429759,33.22
2023-07-01 02:00:00+00:00,2023-06-30 22:00:00,AEP,NaN,ZONE,31.558007,1.255347,0.61266,29.69
2023-07-01 03:00:00+00:00,2023-06-30 23:00:00,AEP,NaN,ZONE,29.070817,1.089748,0.621069,27.36
2023-07-01 04:00:00+00:00,2023-07-01 00:00:00,AEP,NaN,ZONE,25.212256,0.698757,0.393499,24.12
2023-07-01 05:00:00+00:00,2023-07-01 01:00:00,AEP,NaN,ZONE,22.732088,0.935176,0.376912,21.42
2023-07-01 06:00:00+00:00,2023-07-01 02:00:00,AEP,NaN,ZONE,21.177345,0.701349,0.395996,20.08
2023-07-01 07:00:00+00:00,2023-07-01 03:00:00,AEP,NaN,ZONE,19.709955,0.678066,0.381889,18.65
2023-07-01 08:00:00+00:00,2023-07-01 04:00:00,AEP,NaN,ZONE,19.275639,0.473993,0.361646,18.44
2023-07-01 09:00:00+00:00,2023-07-01 05:00:00,AEP,NaN,ZONE,18.715941,0.513752,0.332189,17.87
2023-07-01 10:00:00+00:00,2023-07-01 06:00:00,AEP,NaN,ZONE,18.483416,0.480295,0.303121,17.7
2023-07-01 11:00:00+00:00,2023-07-01 07:00:00,AEP,NaN,ZONE,19.474557,0.607302,0.377255,18.49
2023-07-01 12:00:00+00:00,2023-07-01 08:00:00,AEP,NaN,ZONE,24.354458,0.980441,0.424017,22.95
2023-07-01 13:00:00+00:00,2023-07-01 09:00:00,AEP,NaN,ZONE,27.290659,1.217276,0.393383,25.68
2023-07-01 14:00:00+00:00,2023-07-01 10:00:00,AEP,NaN,ZONE,28.355523,1.350541,0.324982,26.68
2023-07-01 15:00:00+00:00,2023-07-01 11:00:00,AEP,NaN,ZONE,31.909359,1.712874,0.346485,29.85
2023-07-01 16:00:00+00:00,2023-07-01 12:00:00,AEP,NaN,ZONE,33.59005,2.070868,0.279182,31.24
2023-07-01 17:00:00+00:00,2023-07-01 13:00:00,AEP,NaN,ZONE,34.525066,1.82521,0.309856,32.39
2023-07-01 18:00:00+00:00,2023-07-01 14:00:00,AEP,NaN,ZONE,35.266133,1.421053,0.30508,33.54
2023-07-01 19:00:00+00:00,2023-07-01 15:00:00,AEP,NaN,ZONE,37.90387,1.951524,0.202346,35.75
2023-07-01 20:00:00+00:00,2023-07-01 16:00:00,AEP,NaN,ZONE,38.775544,1.207674,0.03787,37.53
2023-07-01 21:00:00+00:00,2023-07-01 17:00:00,AEP,NaN,ZONE,43.293872,1.439556,0.044316,41.81
2023-07-01 22:00:00+00:00,2023-07-01 18:00:00,AEP,NaN,ZONE,40.230378,1.204327,0.136051,38.89
2023-07-01 23:00:00+00:00,2023-07-01 19:00:00,AEP,NaN,ZONE,35.763249,2.025509,0.24774,33.49
2023-07-02 00:00:00+00:00,2023-07-01 20:00:00,AEP,NaN,ZONE,34.291634,2.396254,0.26538,31.63
2023-07-02 01:00:00+00:00,2023-07-01 21:00:00,AEP,NaN,ZONE,33.99021,1.965888,0.364322,31.66
2023-07-02 02:00:00+00:00,2023-07-01 22:00:00,AEP,NaN,ZONE,30.228463,1.357209,0.411254,28.46
2023-07-02 03:00:00+00:00,2023-07-01 23:00:00,AEP,NaN,ZONE,26.867563,0.754127,0.413436,25.7
2023-07-02 04:00:00+00:00,2023-07-02 00:00:00,AEP,NaN,ZONE,22.020931,0.741837,0.229094,21.05
2023-07-02 05:00:00+00:00,2023-07-02 01:00:00,AEP,NaN,ZONE,21.384181,0.707169,0.177012,20.5
2023-07-02 06:00:00+00:00,2023-07-02 02:00:00,AEP,NaN,ZONE,19.641744,0.713423,0.238321,18.69
2023-07-02 07:00:00+00:00,2023-07-02 03:00:00,AEP,NaN,ZONE,17.041022,0.457011,0.214011,16.37
2023-07-02 08:00:00+00:00,2023-07-02 04:00:00,AEP,NaN,ZONE,15.866301,0.625744,0.170557,15.07
2023-07-02 09:00:00+00:00,2023-07-02 05:00:00,AEP,NaN,ZONE,15.39782,0.697504,0.150316,14.55
2023-07-02 10:00:00+00:00,2023-07-02 06:00:00,AEP,NaN,ZONE,15.21977,0.938253,0.111517,14.17
2023-07-02 11:00:00+00:00,2023-07-02 07:00:00,AEP,NaN,ZONE,15.862327,0.695363,0.166964,15.0
2023-07-02 12:00:00+00:00,2023-07-02 08:00:00,AEP,NaN,ZONE,21.520837,1.386736,0.214101,19.92
2023-07-02 13:00:00+00:00,2023-07-02 09:00:00,AEP,NaN,ZONE,22.90612,1.426769,0.209351,21.27
2023-07-02 14:00:00+00:00,2023-07-02 10:00:00,AEP,NaN,ZONE,26.32941,1.73945,0.11996,24.47
2023-07-02 15:00:00+00:00,2023-07-02 11:00:00,AEP,NaN,ZONE,29.276129,2.083997,-0.067868,27.26
2023-07-02 16:00:00+00:00,2023-07-02 12:00:00,AEP,NaN,ZONE,31.064406,2.264046,0.03036,28.77
2023-07-02 17:00:00+00:00,2023-07-02 13:00:00,AEP,NaN,ZONE,32.444664,1.704349,0.010315,30.73
2023-07-02 18:00:00+00:00,2023-07-02 14:00:00,AEP,NaN,ZONE,33.480469,1.240555,-0.050086,32.29
2023-07-02 19:00:00+00:00,2023-07-02 15:00:00,AEP,NaN,ZONE,34.194807,1.191262,-0.216455,33.22
2023-07-02 20:00:00+00:00,2023-07-02 16:00:00,AEP,NaN,ZONE,35.702022,0.428706,-0.266684,35.54
2023-07-02 21:00:00+00:00,2023-07-02 17:00:00,AEP,NaN,ZONE,36.916608,-0.267027,-0.326365,37.51
2023-07-02 22:00:00+00:00,2023-07-02 18:00:00,AEP,NaN,ZONE,36.828007,-0.168756,-0.383237,37.38
2023-07-02 23:00:00+00:00,2023-07-02 19:00:00,AEP,NaN,ZONE,35.204204,1.033613,-0.269409,34.44
2023-07-03 00:00:00+00:00,2023-07-02 20:00:00,AEP,NaN,ZONE,33.633354,2.005355,-0.132001,31.76
2023-07-03 01:00:00+00:00,2023-07-02 21:00:00,AEP,NaN,ZONE,32.397642,2.031423,-0.013781,30.38
2023-07-03 02:00:00+00:00,2023-07-02 22:00:00,AEP,NaN,ZONE,29.942437,0.926304,0.006133,29.01
2023-07-03 03:00:00+00:00,2023-07-02 23:00:00,AEP,NaN,ZONE,26.183401,0.864946,0.218455,25.1
2023-07-03 04:00:00+00:00,2023-07-03 00:00:00,AEP,NaN,ZONE,22.057404,0.471613,0.085791,21.5
2023-07-03 05:00:00+00:00,2023-07-03 01:00:00,AEP,NaN,ZONE,22.096149,0.469864,0.126285,21.5
2023-07-03 06:00:00+00:00,2023-07-03 02:00:00,AEP,NaN,ZONE,19.107562,0.281019,0.166543,18.66
2023-07-03 07:00:00+00:00,2023-07-03 03:00:00,AEP,NaN,ZONE,16.612881,0.346155,0.116726,16.15
2023-07-03 08:00:00+00:00,2023-07-03 04:00:00,AEP,NaN,ZONE,16.606658,0.343161,0.133497,16.13
2023-07-03 09:00:00+00:00,2023-07-03 05:00:00,AEP,NaN,ZONE,19.288782,0.561438,0.137344,18.59
2023-07-03 10:00:00+00:00,2023-07-03 06:00:00,AEP,NaN,ZONE,22.791117,0.610652,0.160465,22.02
2023-07-03 11:00:00+00:00,2023-07-03 07:00:00,AEP,NaN,ZONE,22.92899,0.41235,0.13664,22.38
2023-07-03 12:00:00+00:00,2023-07-03 08:00:00,AEP,NaN,ZONE,26.27863,0.402706,0.125924,25.75
2023-07-03 13:00:00+00:00,2023-07-03 09:00:00,AEP,NaN,ZONE,29.275545,0.844392,0.021153,28.41
2023-07-03 14:00:00+00:00,2023-07-03 10:00:00,AEP,NaN,ZONE,32.356003,0.865978,-0.049975,31.54
2023-07-03 15:00:00+00:00,2023-07-03 11:00:00,AEP,NaN,ZONE,33.674874,0.893023,-0.228149,33.01
2023-07-03 16:00:00+00:00,2023-07-03 12:00:00,AEP,NaN,ZONE,36.844522,0.286685,-0.372163,36.93
2023-07-03 17:00:00+00:00,2023-07-03 13:00:00,AEP,NaN,ZONE,37.886892,-0.352629,-0.490479,38.73
2023-07-03 18:00:00+00:00,2023-07-03 14:00:00,AEP,NaN,ZONE,42.713768,-0.480958,-0.585274,43.78
2023-07-03 19:00:00+00:00,2023-07-03 15:00:00,AEP,NaN,ZONE,48.811351,-0.359348,-0.789301,49.96
2023-07-03 20:00:00+00:00,2023-07-03 16:00:00,AEP,NaN,ZONE,49.316778,-1.545486,-0.877736,51.74
2023-07-03 21:00:00+00:00,2023-07-03 17:00:00,AEP,NaN,ZONE,57.562407,-0.749598,-0.977995,59.29
2023-07-03 22:00:00+00:00,2023-07-03 18:00:00,AEP,NaN,ZONE,47.100491,-0.220249,-0.74926,48.07
2023-07-03 23:00:00+00:00,2023-07-03 19:00:00,AEP,NaN,ZONE,39.43952,1.025129,-0.575609,38.99
2023-07-04 00:00:00+00:00,2023-07-03 20:00:00,AEP,NaN,ZONE,37.435129,1.764035,-0.578906,36.25
2023-07-04 01:00:00+00:00,2023-07-03 21:00:00,AEP,NaN,ZONE,35.104841,1.41819,-0.433349,34.12
2023-07-04 02:00:00+00:00,2023-07-03 22:00:00,AEP,NaN,ZONE,31.524109,0.847972,-0.233863,30.91
2023-07-04 03:00:00+00:00,2023-07-03 23:00:00,AEP,NaN,ZONE,28.771766,0.984665,0.007101,27.78
2023-07-04 04:00:00+00:00,2023-07-04 00:00:00,AEP,NaN,ZONE,24.493739,0.44186,-0.108121,24.16
2023-07-04 05:00:00+00:00,2023-07-04 01:00:00,AEP,NaN,ZONE,19.671048,0.347235,-0.016187,19.34
2023-07-04 06:00:00+00:00,2023-07-04 02:00:00,AEP,NaN,ZONE,19.486356,0.3944,-0.038044,19.13
2023-07-04 07:00:00+00:00,2023-07-04 03:00:00,AEP,NaN,ZONE,16.220582,0.200856,-0.020274,16.04
2023-07-04 08:00:00+00:00,2023-07-04 04:00:00,AEP,NaN,ZONE,15.327901,0.248187,-0.020286,15.1
2023-07-04 09:00:00+00:00,2023-07-04 05:00:00,AEP,NaN,ZONE,15.285912,0.42438,-0.038468,14.9
2023-07-04 10:00:00+00:00,2023-07-04 06:00:00,AEP,NaN,ZONE,15.639645,0.496281,-0.006636,15.15
2023-07-04 11:00:00+00:00,2023-07-04 07:00:00,AEP,NaN,ZONE,16.843218,0.328368,0.06485,16.45
2023-07-04 12:00:00+00:00,2023-07-04 08:00:00,AEP,NaN,ZONE,20.374996,0.372062,0.102934,19.9
2023-07-04 13:00:00+00:00,2023-07-04 09:00:00,AEP,NaN,ZONE,25.373366,0.731422,0.101944,24.54
2023-07-04 14:00:00+00:00,2023-07-04 10:00:00,AEP,NaN,ZONE,28.789421,0.639819,-0.070398,28.22
2023-07-04 15:00:00+00:00,2023-07-04 11:00:00,AEP,NaN,ZONE,32.187921,0.788089,-0.170168,31.57
2023-07-04 16:00:00+00:00,2023-07-04 12:00:00,AEP,NaN,ZONE,35.925938,0.927541,-0.301603,35.3
2023-07-04 17:00:00+00:00,2023-07-04 13:00:00,AEP,NaN,ZONE,40.757987,0.998684,-0.610697,40.37
2023-07-04 18:00:00+00:00,2023-07-04 14:00:00,AEP,NaN,ZONE,40.419656,0.569405,-0.539749,40.39
2023-07-04 19:00:00+00:00,2023-07-04 15:00:00,AEP,NaN,ZONE,45.516681,0.722812,-0.746131,45.54
2023-07-04 20:00:00+00:00,2023-07-04 16:00:00,AEP,NaN,ZONE,52.170947,1.468299,-1.117352,51.82
2023-07-04 21:00:00+00:00,2023-07-04 17:00:00,AEP,NaN,ZONE,56.350142,0.324393,-1.024251,57.05
2023-07-04 22:00:00+00:00,2023-07-04 18:00:00,AEP,NaN,ZONE,55.179233,1.273234,-0.624001,54.53
2023-07-04 23:00:00+00:00,2023-07-04 19:00:00,AEP,NaN,ZONE,46.273287,1.657378,-0.404091,45.02
