date,year,month,resource_name,daily_revenue,capacity_mw,normalized_revenue_per_mw
2021-01-30,2021,1,BLSUMMIT_BATTERY,0.0,30.0,0.0
2021-01-30,2021,1,BRP_PBL1_UNIT1,0.0,10.0,0.0
2021-01-30,2021,1,BRP_PBL2_UNIT1,0.0,10.0,0.0
2021-01-30,2021,1,BRP_ZPT1_UNIT1,0.0,10.0,0.0
2021-01-30,2021,1,BRP_ZPT2_UNIT1,0.0,10.0,0.0
2021-01-30,2021,1,CASL_GAP_BATTERY1,0.0,10.0,0.0
2021-01-30,2021,1,EUNICE_BES1,0.0,40.0,0.0
2021-01-30,2021,1,FLVABES1_FLATU1,0.0,9.9,0.0
2021-01-30,2021,1,INDL_ESS,0.0,10.0,0.0
2021-01-30,2021,1,NWF_NBS,0.0,36.0,0.0
2021-01-30,2021,1,OCI_ALM1_ASTRO1,0.0,1.0,0.0
2021-01-30,2021,1,PYR_ESS,0.0,10.0,0.0
2021-01-30,2021,1,RHESS2_ESS_1,0.0,9.9,0.0
2021-01-31,2021,1,BLSUMMIT_BATTERY,0.0,30.0,0.0
2021-01-31,2021,1,BRP_PBL1_UNIT1,0.0,10.0,0.0
2021-01-31,2021,1,BRP_PBL2_UNIT1,0.0,10.0,0.0
2021-01-31,2021,1,BRP_ZPT1_UNIT1,0.0,10.0,0.0
2021-01-31,2021,1,BRP_ZPT2_UNIT1,0.0,10.0,0.0
2021-01-31,2021,1,CASL_GAP_BATTERY1,0.0,10.0,0.0
2021-01-31,2021,1,EUNICE_BES1,0.0,40.0,0.0
2021-01-31,2021,1,FLVABES1_FLATU1,0.0,9.9,0.0
2021-01-31,2021,1,INDL_ESS,0.0,10.0,0.0
2021-01-31,2021,1,NWF_NBS,0.0,36.0,0.0
2021-01-31,2021,1,OCI_ALM1_ASTRO1,0.0,1.0,0.0
2021-01-31,2021,1,PYR_ESS,0.0,10.0,0.0
2021-01-31,2021,1,RHESS2_ESS_1,0.0,9.9,0.0
2021-02-01,2021,2,BLSUMMIT_BATTERY,0.0,30.0,0.0
2021-02-01,2021,2,BRP_PBL1_UNIT1,0.0,10.0,0.0
2021-02-01,2021,2,BRP_PBL2_UNIT1,0.0,10.0,0.0
2021-02-01,2021,2,BRP_ZPT1_UNIT1,0.0,10.0,0.0
2021-02-01,2021,2,BRP_ZPT2_UNIT1,0.0,10.0,0.0
2021-02-01,2021,2,CASL_GAP_BATTERY1,0.0,10.0,0.0
2021-02-01,2021,2,EUNICE_BES1,0.0,40.0,0.0
2021-02-01,2021,2,FLVABES1_FLATU1,0.0,9.9,0.0
2021-02-01,2021,2,INDL_ESS,0.0,10.0,0.0
2021-02-01,2021,2,NWF_NBS,0.0,36.0,0.0
2021-02-01,2021,2,OCI_ALM1_ASTRO1,0.0,1.0,0.0
2021-02-01,2021,2,PYR_ESS,0.0,10.0,0.0
2021-02-01,2021,2,RHESS2_ESS_1,0.0,9.9,0.0
2021-02-02,2021,2,BLSUMMIT_BATTERY,0.0,30.0,0.0
2021-02-02,2021,2,BRP_PBL1_UNIT1,0.0,10.0,0.0
2021-02-02,2021,2,BRP_PBL2_UNIT1,0.0,10.0,0.0
2021-02-02,2021,2,BRP_ZPT1_UNIT1,0.0,10.0,0.0
2021-02-02,2021,2,BRP_ZPT2_UNIT1,0.0,10.0,0.0
2021-02-02,2021,2,CASL_GAP_BATTERY1,0.0,10.0,0.0
2021-02-02,2021,2,EUNICE_BES1,0.0,40.0,0.0
2021-02-02,2021,2,FLVABES1_FLATU1,0.0,9.9,0.0
2021-02-02,2021,2,INDL_ESS,0.0,10.0,0.0
2021-02-02,2021,2,NWF_NBS,0.0,36.0,0.0
2021-02-02,2021,2,OCI_ALM1_ASTRO1,0.0,1.0,0.0
2021-02-02,2021,2,PYR_ESS,0.0,10.0,0.0
2021-02-02,2021,2,RHESS2_ESS_1,0.0,9.9,0.0
2021-02-03,2021,2,BLSUMMIT_BATTERY,0.0,30.0,0.0
2021-02-03,2021,2,BRP_PBL1_UNIT1,0.0,10.0,0.0
2021-02-03,2021,2,BRP_PBL2_UNIT1,0.0,10.0,0.0
2021-02-03,2021,2,BRP_ZPT1_UNIT1,0.0,10.0,0.0
2021-02-03,2021,2,BRP_ZPT2_UNIT1,0.0,10.0,0.0
2021-02-03,2021,2,CASL_GAP_BATTERY1,0.0,10.0,0.0
2021-02-03,2021,2,EUNICE_BES1,0.0,40.0,0.0
2021-02-03,2021,2,FLVABES1_FLATU1,0.0,9.9,0.0
2021-02-03,2021,2,INDL_ESS,0.0,10.0,0.0
2021-02-03,2021,2,NWF_NBS,0.0,36.0,0.0
2021-02-03,2021,2,OCI_ALM1_ASTRO1,0.0,1.0,0.0
2021-02-03,2021,2,PYR_ESS,0.0,10.0,0.0
2021-02-03,2021,2,RHESS2_ESS_1,0.0,9.9,0.0
2021-02-04,2021,2,BLSUMMIT_BATTERY,0.0,30.0,0.0
2021-02-04,2021,2,BRP_PBL1_UNIT1,0.0,10.0,0.0
2021-02-04,2021,2,BRP_PBL2_UNIT1,0.0,10.0,0.0
2021-02-04,2021,2,BRP_ZPT1_UNIT1,0.0,10.0,0.0
2021-02-04,2021,2,BRP_ZPT2_UNIT1,0.0,10.0,0.0
2021-02-04,2021,2,CASL_GAP_BATTERY1,0.0,10.0,0.0
2021-02-04,2021,2,CHISMGRD_BES1,0.0,102.0,0.0
2021-02-04,2021,2,EUNICE_BES1,0.0,40.0,0.0
2021-02-04,2021,2,FLVABES1_FLATU1,0.0,9.9,0.0
2021-02-04,2021,2,INDL_ESS,0.0,10.0,0.0
2021-02-04,2021,2,NWF_NBS,0.0,36.0,0.0
2021-02-04,2021,2,OCI_ALM1_ASTRO1,0.0,1.0,0.0
2021-02-04,2021,2,PYR_ESS,0.0,10.0,0.0
2021-02-04,2021,2,RHESS2_ESS_1,0.0,9.9,0.0
2021-02-05,2021,2,BLSUMMIT_BATTERY,0.0,30.0,0.0
2021-02-05,2021,2,BRP_PBL1_UNIT1,0.0,10.0,0.0
2021-02-05,2021,2,BRP_PBL2_UNIT1,0.0,10.0,0.0
2021-02-05,2021,2,BRP_ZPT1_UNIT1,0.0,10.0,0.0
2021-02-05,2021,2,BRP_ZPT2_UNIT1,0.0,10.0,0.0
2021-02-05,2021,2,CASL_GAP_BATTERY1,0.0,10.0,0.0
2021-02-05,2021,2,CHISMGRD_BES1,0.0,102.0,0.0
2021-02-05,2021,2,EUNICE_BES1,0.0,40.0,0.0
2021-02-05,2021,2,FLVABES1_FLATU1,0.0,9.9,0.0
2021-02-05,2021,2,INDL_ESS,0.0,10.0,0.0
2021-02-05,2021,2,LILY_BESS1,0.0,52.0,0.0
2021-02-05,2021,2,NWF_NBS,0.0,36.0,0.0
2021-02-05,2021,2,OCI_ALM1_ASTRO1,0.0,1.0,0.0
2021-02-05,2021,2,PYR_ESS,0.0,10.0,0.0
2021-02-05,2021,2,RHESS2_ESS_1,0.0,9.9,0.0
2021-02-06,2021,2,BLSUMMIT_BATTERY,0.0,30.0,0.0
2021-02-06,2021,2,BRP_PBL1_UNIT1,0.0,10.0,0.0
2021-02-06,2021,2,BRP_PBL2_UNIT1,0.0,10.0,0.0
2021-02-06,2021,2,BRP_ZPT1_UNIT1,0.0,10.0,0.0
2021-02-06,2021,2,BRP_ZPT2_UNIT1,0.0,10.0,0.0
2021-02-06,2021,2,CASL_GAP_BATTERY1,0.0,10.0,0.0
2021-02-06,2021,2,CHISMGRD_BES1,0.0,102.0,0.0
2021-02-06,2021,2,EUNICE_BES1,0.0,40.0,0.0
2021-02-06,2021,2,FLVABES1_FLATU1,0.0,9.9,0.0
2021-02-06,2021,2,INDL_ESS,0.0,10.0,0.0
2021-02-06,2021,2,LILY_BESS1,0.0,52.0,0.0
2021-02-06,2021,2,NWF_NBS,0.0,36.0,0.0
2021-02-06,2021,2,OCI_ALM1_ASTRO1,0.0,1.0,0.0
2021-02-06,2021,2,PYR_ESS,0.0,10.0,0.0
2021-02-06,2021,2,RHESS2_ESS_1,0.0,9.9,0.0
2021-02-07,2021,2,BLSUMMIT_BATTERY,0.0,30.0,0.0
2021-02-07,2021,2,BRP_PBL1_UNIT1,0.0,10.0,0.0
2021-02-07,2021,2,BRP_PBL2_UNIT1,0.0,10.0,0.0
2021-02-07,2021,2,BRP_ZPT1_UNIT1,0.0,10.0,0.0
2021-02-07,2021,2,BRP_ZPT2_UNIT1,0.0,10.0,0.0
2021-02-07,2021,2,CASL_GAP_BATTERY1,0.0,10.0,0.0
2021-02-07,2021,2,CHISMGRD_BES1,0.0,102.0,0.0
2021-02-07,2021,2,EUNICE_BES1,0.0,40.0,0.0
2021-02-07,2021,2,FLVABES1_FLATU1,0.0,9.9,0.0
2021-02-07,2021,2,INDL_ESS,0.0,10.0,0.0
2021-02-07,2021,2,LILY_BESS1,0.0,52.0,0.0
2021-02-07,2021,2,NWF_NBS,0.0,36.0,0.0
2021-02-07,2021,2,OCI_ALM1_ASTRO1,0.0,1.0,0.0
2021-02-07,2021,2,PYR_ESS,0.0,10.0,0.0
2021-02-07,2021,2,RHESS2_ESS_1,0.0,9.9,0.0
2021-02-08,2021,2,BLSUMMIT_BATTERY,0.0,30.0,0.0
2021-02-08,2021,2,BRP_PBL1_UNIT1,0.0,10.0,0.0
2021-02-08,2021,2,BRP_PBL2_UNIT1,0.0,10.0,0.0
2021-02-08,2021,2,BRP_ZPT1_UNIT1,0.0,10.0,0.0
2021-02-08,2021,2,BRP_ZPT2_UNIT1,0.0,10.0,0.0
2021-02-08,2021,2,CASL_GAP_BATTERY1,0.0,10.0,0.0
2021-02-08,2021,2,CHISMGRD_BES1,0.0,102.0,0.0
2021-02-08,2021,2,EUNICE_BES1,0.0,40.0,0.0
2021-02-08,2021,2,FLVABES1_FLATU1,0.0,9.9,0.0
2021-02-08,2021,2,INDL_ESS,0.0,10.0,0.0
2021-02-08,2021,2,LILY_BESS1,0.0,52.0,0.0
2021-02-08,2021,2,NWF_NBS,0.0,36.0,0.0
2021-02-08,2021,2,OCI_ALM1_ASTRO1,0.0,1.0,0.0
2021-02-08,2021,2,PYR_ESS,0.0,10.0,0.0
2021-02-08,2021,2,RHESS2_ESS_1,0.0,9.9,0.0
2021-02-09,2021,2,BLSUMMIT_BATTERY,0.0,30.0,0.0
2021-02-09,2021,2,BRP_PBL1_UNIT1,0.0,10.0,0.0
2021-02-09,2021,2,BRP_PBL2_UNIT1,0.0,10.0,0.0
2021-02-09,2021,2,BRP_ZPT1_UNIT1,0.0,10.0,0.0
2021-02-09,2021,2,BRP_ZPT2_UNIT1,0.0,10.0,0.0
2021-02-09,2021,2,CASL_GAP_BATTERY1,0.0,10.0,0.0
2021-02-09,2021,2,CHISMGRD_BES1,0.0,102.0,0.0
2021-02-09,2021,2,EUNICE_BES1,0.0,40.0,0.0
2021-02-09,2021,2,FLVABES1_FLATU1,0.0,9.9,0.0
2021-02-09,2021,2,INDL_ESS,0.0,10.0,0.0
2021-02-09,2021,2,LILY_BESS1,0.0,52.0,0.0
2021-02-09,2021,2,NWF_NBS,0.0,36.0,0.0
2021-02-09,2021,2,OCI_ALM1_ASTRO1,0.0,1.0,0.0
2021-02-09,2021,2,PYR_ESS,0.0,10.0,0.0
2021-02-09,2021,2,RHESS2_ESS_1,0.0,9.9,0.0
2021-02-10,2021,2,BLSUMMIT_BATTERY,0.0,30.0,0.0
2021-02-10,2021,2,BRP_PBL1_UNIT1,0.0,10.0,0.0
2021-02-10,2021,2,BRP_PBL2_UNIT1,0.0,10.0,0.0
2021-02-10,2021,2,BRP_ZPT1_UNIT1,0.0,10.0,0.0
2021-02-10,2021,2,BRP_ZPT2_UNIT1,0.0,10.0,0.0
2021-02-10,2021,2,CASL_GAP_BATTERY1,0.0,10.0,0.0
2021-02-10,2021,2,CHISMGRD_BES1,0.0,102.0,0.0
2021-02-10,2021,2,EUNICE_BES1,0.0,40.0,0.0
2021-02-10,2021,2,FLVABES1_FLATU1,0.0,9.9,0.0
2021-02-10,2021,2,INDL_ESS,0.0,10.0,0.0
2021-02-10,2021,2,LILY_BESS1,0.0,52.0,0.0
2021-02-10,2021,2,NWF_NBS,0.0,36.0,0.0
2021-02-10,2021,2,OCI_ALM1_ASTRO1,0.0,1.0,0.0
2021-02-10,2021,2,PYR_ESS,0.0,10.0,0.0
2021-02-10,2021,2,RHESS2_ESS_1,0.0,9.9,0.0
2021-02-11,2021,2,BLSUMMIT_BATTERY,0.0,30.0,0.0
2021-02-11,2021,2,BRP_PBL1_UNIT1,0.0,10.0,0.0
2021-02-11,2021,2,BRP_PBL2_UNIT1,0.0,10.0,0.0
2021-02-11,2021,2,BRP_ZPT1_UNIT1,0.0,10.0,0.0
2021-02-11,2021,2,BRP_ZPT2_UNIT1,0.0,10.0,0.0
2021-02-11,2021,2,CASL_GAP_BATTERY1,0.0,10.0,0.0
2021-02-11,2021,2,CHISMGRD_BES1,0.0,102.0,0.0
2021-02-11,2021,2,EUNICE_BES1,0.0,40.0,0.0
2021-02-11,2021,2,FLVABES1_FLATU1,0.0,9.9,0.0
2021-02-11,2021,2,INDL_ESS,0.0,10.0,0.0
2021-02-11,2021,2,LILY_BESS1,0.0,52.0,0.0
2021-02-11,2021,2,NWF_NBS,0.0,36.0,0.0
2021-02-11,2021,2,OCI_ALM1_ASTRO1,0.0,1.0,0.0
2021-02-11,2021,2,PYR_ESS,0.0,10.0,0.0
2021-02-11,2021,2,RHESS2_ESS_1,0.0,9.9,0.0
2021-02-12,2021,2,BLSUMMIT_BATTERY,0.0,30.0,0.0
2021-02-12,2021,2,BRP_PBL1_UNIT1,0.0,10.0,0.0
2021-02-12,2021,2,BRP_PBL2_UNIT1,0.0,10.0,0.0
2021-02-12,2021,2,BRP_ZPT1_UNIT1,0.0,10.0,0.0
2021-02-12,2021,2,BRP_ZPT2_UNIT1,0.0,10.0,0.0
2021-02-12,2021,2,CASL_GAP_BATTERY1,0.0,10.0,0.0
2021-02-12,2021,2,CHISMGRD_BES1,0.0,102.0,0.0
2021-02-12,2021,2,EUNICE_BES1,0.0,40.0,0.0
2021-02-12,2021,2,FLVABES1_FLATU1,0.0,9.9,0.0
2021-02-12,2021,2,INDL_ESS,0.0,10.0,0.0
2021-02-12,2021,2,LILY_BESS1,0.0,52.0,0.0
2021-02-12,2021,2,NWF_NBS,0.0,36.0,0.0
2021-02-12,2021,2,OCI_ALM1_ASTRO1,0.0,1.0,0.0
2021-02-12,2021,2,PYR_ESS,0.0,10.0,0.0
2021-02-12,2021,2,RHESS2_ESS_1,0.0,9.9,0.0
2021-02-13,2021,2,BLSUMMIT_BATTERY,0.0,30.0,0.0
2021-02-13,2021,2,BRP_PBL1_UNIT1,0.0,10.0,0.0
2021-02-13,2021,2,BRP_PBL2_UNIT1,0.0,10.0,0.0
2021-02-13,2021,2,BRP_ZPT1_UNIT1,0.0,10.0,0.0
2021-02-13,2021,2,BRP_ZPT2_UNIT1,0.0,10.0,0.0
2021-02-13,2021,2,CASL_GAP_BATTERY1,0.0,10.0,0.0
2021-02-13,2021,2,CHISMGRD_BES1,0.0,102.0,0.0
2021-02-13,2021,2,EUNICE_BES1,0.0,40.0,0.0
2021-02-13,2021,2,FLVABES1_FLATU1,0.0,9.9,0.0
2021-02-13,2021,2,INDL_ESS,0.0,10.0,0.0
2021-02-13,2021,2,LILY_BESS1,0.0,52.0,0.0
2021-02-13,2021,2,NWF_NBS,0.0,36.0,0.0
2021-02-13,2021,2,OCI_ALM1_ASTRO1,0.0,1.0,0.0
2021-02-13,2021,2,PYR_ESS,0.0,10.0,0.0
2021-02-13,2021,2,RHESS2_ESS_1,0.0,9.9,0.0
2021-02-14,2021,2,BLSUMMIT_BATTERY,0.0,30.0,0.0
2021-02-14,2021,2,BRP_PBL1_UNIT1,0.0,10.0,0.0
2021-02-14,2021,2,BRP_PBL2_UNIT1,0.0,10.0,0.0
2021-02-14,2021,2,BRP_ZPT1_UNIT1,0.0,10.0,0.0
2021-02-14,2021,2,BRP_ZPT2_UNIT1,0.0,10.0,0.0
2021-02-14,2021,2,CASL_GAP_BATTERY1,0.0,10.0,0.0
2021-02-14,2021,2,CHISMGRD_BES1,0.0,102.0,0.0
2021-02-14,2021,2,EUNICE_BES1,0.0,40.0,0.0
2021-02-14,2021,2,FLVABES1_FLATU1,0.0,9.9,0.0
2021-02-14,2021,2,INDL_ESS,0.0,10.0,0.0
2021-02-14,2021,2,LILY_BESS1,0.0,52.0,0.0
2021-02-14,2021,2,NWF_NBS,0.0,36.0,0.0
2021-02-14,2021,2,OCI_ALM1_ASTRO1,0.0,1.0,0.0
2021-02-14,2021,2,PYR_ESS,0.0,10.0,0.0
2021-02-14,2021,2,RHESS2_ESS_1,0.0,9.9,0.0
2021-02-15,2021,2,BLSUMMIT_BATTERY,0.0,30.0,0.0
2021-02-15,2021,2,BRP_PBL1_UNIT1,0.0,10.0,0.0
2021-02-15,2021,2,BRP_PBL2_UNIT1,0.0,10.0,0.0
2021-02-15,2021,2,BRP_ZPT1_UNIT1,0.0,10.0,0.0
2021-02-15,2021,2,BRP_ZPT2_UNIT1,0.0,10.0,0.0
2021-02-15,2021,2,CASL_GAP_BATTERY1,0.0,10.0,0.0
2021-02-15,2021,2,CHISMGRD_BES1,0.0,102.0,0.0
2021-02-15,2021,2,EUNICE_BES1,0.0,40.0,0.0
2021-02-15,2021,2,FLVABES1_FLATU1,0.0,9.9,0.0
2021-02-15,2021,2,INDL_ESS,0.0,10.0,0.0
2021-02-15,2021,2,LILY_BESS1,0.0,52.0,0.0
2021-02-15,2021,2,NWF_NBS,0.0,36.0,0.0
2021-02-15,2021,2,OCI_ALM1_ASTRO1,0.0,1.0,0.0
2021-02-15,2021,2,PYR_ESS,0.0,10.0,0.0
2021-02-15,2021,2,RHESS2_ESS_1,0.0,9.9,0.0
2021-02-16,2021,2,BLSUMMIT_BATTERY,0.0,30.0,0.0
2021-02-16,2021,2,BRP_PBL1_UNIT1,0.0,10.0,0.0
2021-02-16,2021,2,BRP_PBL2_UNIT1,0.0,10.0,0.0
2021-02-16,2021,2,BRP_ZPT1_UNIT1,0.0,10.0,0.0
2021-02-16,2021,2,BRP_ZPT2_UNIT1,0.0,10.0,0.0
2021-02-16,2021,2,CASL_GAP_BATTERY1,0.0,10.0,0.0
2021-02-16,2021,2,CHISMGRD_BES1,0.0,102.0,0.0
2021-02-16,2021,2,EUNICE_BES1,0.0,40.0,0.0
2021-02-16,2021,2,FLVABES1_FLATU1,0.0,9.9,0.0
2021-02-16,2021,2,INDL_ESS,0.0,10.0,0.0
2021-02-16,2021,2,LILY_BESS1,0.0,52.0,0.0
2021-02-16,2021,2,NWF_NBS,0.0,36.0,0.0
2021-02-16,2021,2,OCI_ALM1_ASTRO1,0.0,1.0,0.0
2021-02-16,2021,2,PYR_ESS,0.0,10.0,0.0
2021-02-16,2021,2,RHESS2_ESS_1,0.0,9.9,0.0
2021-02-17,2021,2,BLSUMMIT_BATTERY,0.0,30.0,0.0
2021-02-17,2021,2,BRP_PBL1_UNIT1,0.0,10.0,0.0
2021-02-17,2021,2,BRP_PBL2_UNIT1,0.0,10.0,0.0
2021-02-17,2021,2,BRP_ZPT1_UNIT1,0.0,10.0,0.0
2021-02-17,2021,2,BRP_ZPT2_UNIT1,0.0,10.0,0.0
2021-02-17,2021,2,CASL_GAP_BATTERY1,0.0,10.0,0.0
2021-02-17,2021,2,CHISMGRD_BES1,0.0,102.0,0.0
2021-02-17,2021,2,EUNICE_BES1,0.0,40.0,0.0
2021-02-17,2021,2,FLVABES1_FLATU1,0.0,9.9,0.0
2021-02-17,2021,2,INDL_ESS,0.0,10.0,0.0
2021-02-17,2021,2,LILY_BESS1,0.0,52.0,0.0
2021-02-17,2021,2,NWF_NBS,0.0,36.0,0.0
2021-02-17,2021,2,OCI_ALM1_ASTRO1,0.0,1.0,0.0
2021-02-17,2021,2,PYR_ESS,0.0,10.0,0.0
2021-02-17,2021,2,RHESS2_ESS_1,0.0,9.9,0.0
2021-02-18,2021,2,BLSUMMIT_BATTERY,0.0,30.0,0.0
2021-02-18,2021,2,BRP_PBL1_UNIT1,0.0,10.0,0.0
2021-02-18,2021,2,BRP_PBL2_UNIT1,0.0,10.0,0.0
2021-02-18,2021,2,BRP_ZPT1_UNIT1,0.0,10.0,0.0
2021-02-18,2021,2,BRP_ZPT2_UNIT1,0.0,10.0,0.0
2021-02-18,2021,2,CASL_GAP_BATTERY1,0.0,10.0,0.0
2021-02-18,2021,2,CHISMGRD_BES1,0.0,102.0,0.0
2021-02-18,2021,2,EUNICE_BES1,0.0,40.0,0.0
2021-02-18,2021,2,FLVABES1_FLATU1,0.0,9.9,0.0
2021-02-18,2021,2,INDL_ESS,0.0,10.0,0.0
2021-02-18,2021,2,LILY_BESS1,0.0,52.0,0.0
2021-02-18,2021,2,NWF_NBS,0.0,36.0,0.0
2021-02-18,2021,2,OCI_ALM1_ASTRO1,0.0,1.0,0.0
2021-02-18,2021,2,PYR_ESS,0.0,10.0,0.0
2021-02-18,2021,2,RHESS2_ESS_1,0.0,9.9,0.0
2021-02-19,2021,2,BLSUMMIT_BATTERY,0.0,30.0,0.0
2021-02-19,2021,2,BRP_PBL1_UNIT1,0.0,10.0,0.0
2021-02-19,2021,2,BRP_PBL2_UNIT1,0.0,10.0,0.0
2021-02-19,2021,2,BRP_ZPT1_UNIT1,0.0,10.0,0.0
2021-02-19,2021,2,BRP_ZPT2_UNIT1,0.0,10.0,0.0
2021-02-19,2021,2,CASL_GAP_BATTERY1,0.0,10.0,0.0
2021-02-19,2021,2,CHISMGRD_BES1,0.0,102.0,0.0
2021-02-19,2021,2,EUNICE_BES1,0.0,40.0,0.0
2021-02-19,2021,2,FLVABES1_FLATU1,0.0,9.9,0.0
2021-02-19,2021,2,INDL_ESS,0.0,10.0,0.0
2021-02-19,2021,2,LILY_BESS1,0.0,52.0,0.0
2021-02-19,2021,2,NWF_NBS,0.0,36.0,0.0
2021-02-19,2021,2,OCI_ALM1_ASTRO1,0.0,1.0,0.0
2021-02-19,2021,2,PYR_ESS,0.0,10.0,0.0
2021-02-19,2021,2,RHESS2_ESS_1,0.0,9.9,0.0
2021-02-20,2021,2,BLSUMMIT_BATTERY,0.0,30.0,0.0
2021-02-20,2021,2,BRP_PBL1_UNIT1,0.0,10.0,0.0
2021-02-20,2021,2,BRP_PBL2_UNIT1,0.0,10.0,0.0
2021-02-20,2021,2,BRP_ZPT1_UNIT1,0.0,10.0,0.0
2021-02-20,2021,2,BRP_ZPT2_UNIT1,0.0,10.0,0.0
2021-02-20,2021,2,CASL_GAP_BATTERY1,0.0,10.0,0.0
2021-02-20,2021,2,CHISMGRD_BES1,0.0,102.0,0.0
2021-02-20,2021,2,EUNICE_BES1,0.0,40.0,0.0
2021-02-20,2021,2,FLVABES1_FLATU1,0.0,9.9,0.0
2021-02-20,2021,2,INDL_ESS,0.0,10.0,0.0
2021-02-20,2021,2,LILY_BESS1,0.0,52.0,0.0
2021-02-20,2021,2,NWF_NBS,0.0,36.0,0.0
2021-02-20,2021,2,OCI_ALM1_ASTRO1,0.0,1.0,0.0
2021-02-20,2021,2,PYR_ESS,0.0,10.0,0.0
2021-02-20,2021,2,RHESS2_ESS_1,0.0,9.9,0.0
2021-02-21,2021,2,BLSUMMIT_BATTERY,0.0,30.0,0.0
2021-02-21,2021,2,BRP_PBL1_UNIT1,0.0,10.0,0.0
2021-02-21,2021,2,BRP_PBL2_UNIT1,0.0,10.0,0.0
2021-02-21,2021,2,BRP_ZPT1_UNIT1,0.0,10.0,0.0
2021-02-21,2021,2,BRP_ZPT2_UNIT1,0.0,10.0,0.0
2021-02-21,2021,2,CASL_GAP_BATTERY1,0.0,10.0,0.0
2021-02-21,2021,2,CHISMGRD_BES1,0.0,102.0,0.0
2021-02-21,2021,2,EUNICE_BES1,0.0,40.0,0.0
2021-02-21,2021,2,FLVABES1_FLATU1,0.0,9.9,0.0
2021-02-21,2021,2,INDL_ESS,0.0,10.0,0.0
2021-02-21,2021,2,LILY_BESS1,0.0,52.0,0.0
2021-02-21,2021,2,NWF_NBS,0.0,36.0,0.0
2021-02-21,2021,2,OCI_ALM1_ASTRO1,0.0,1.0,0.0
2021-02-21,2021,2,PYR_ESS,0.0,10.0,0.0
2021-02-21,2021,2,RHESS2_ESS_1,0.0,9.9,0.0
2021-02-22,2021,2,BLSUMMIT_BATTERY,0.0,30.0,0.0
2021-02-22,2021,2,BRP_PBL1_UNIT1,0.0,10.0,0.0
2021-02-22,2021,2,BRP_PBL2_UNIT1,0.0,10.0,0.0
2021-02-22,2021,2,BRP_ZPT1_UNIT1,0.0,10.0,0.0
2021-02-22,2021,2,BRP_ZPT2_UNIT1,0.0,10.0,0.0
2021-02-22,2021,2,CASL_GAP_BATTERY1,0.0,10.0,0.0
2021-02-22,2021,2,CHISMGRD_BES1,0.0,102.0,0.0
2021-02-22,2021,2,EUNICE_BES1,0.0,40.0,0.0
2021-02-22,2021,2,FLVABES1_FLATU1,0.0,9.9,0.0
2021-02-22,2021,2,INDL_ESS,0.0,10.0,0.0
2021-02-22,2021,2,LILY_BESS1,0.0,52.0,0.0
2021-02-22,2021,2,NWF_NBS,0.0,36.0,0.0
2021-02-22,2021,2,OCI_ALM1_ASTRO1,0.0,1.0,0.0
2021-02-22,2021,2,PYR_ESS,0.0,10.0,0.0
2021-02-22,2021,2,RHESS2_ESS_1,0.0,9.9,0.0
2021-02-23,2021,2,BLSUMMIT_BATTERY,0.0,30.0,0.0
2021-02-23,2021,2,BRP_PBL1_UNIT1,0.0,10.0,0.0
2021-02-23,2021,2,BRP_PBL2_UNIT1,0.0,10.0,0.0
2021-02-23,2021,2,BRP_ZPT1_UNIT1,0.0,10.0,0.0
2021-02-23,2021,2,BRP_ZPT2_UNIT1,0.0,10.0,0.0
2021-02-23,2021,2,CASL_GAP_BATTERY1,0.0,10.0,0.0
2021-02-23,2021,2,CHISMGRD_BES1,0.0,102.0,0.0
2021-02-23,2021,2,EUNICE_BES1,0.0,40.0,0.0
2021-02-23,2021,2,FLVABES1_FLATU1,0.0,9.9,0.0
2021-02-23,2021,2,INDL_ESS,0.0,10.0,0.0
2021-02-23,2021,2,LILY_BESS1,0.0,52.0,0.0
2021-02-23,2021,2,NWF_NBS,0.0,36.0,0.0
2021-02-23,2021,2,OCI_ALM1_ASTRO1,0.0,1.0,0.0
2021-02-23,2021,2,PYR_ESS,0.0,10.0,0.0
2021-02-23,2021,2,RHESS2_ESS_1,0.0,9.9,0.0
2021-02-24,2021,2,BLSUMMIT_BATTERY,0.0,30.0,0.0
2021-02-24,2021,2,BRP_PBL1_UNIT1,0.0,10.0,0.0
2021-02-24,2021,2,BRP_PBL2_UNIT1,0.0,10.0,0.0
2021-02-24,2021,2,BRP_ZPT1_UNIT1,0.0,10.0,0.0
2021-02-24,2021,2,BRP_ZPT2_UNIT1,0.0,10.0,0.0
2021-02-24,2021,2,CASL_GAP_BATTERY1,0.0,10.0,0.0
2021-02-24,2021,2,CHISMGRD_BES1,0.0,102.0,0.0
2021-02-24,2021,2,EUNICE_BES1,0.0,40.0,0.0
2021-02-24,2021,2,FLVABES1_FLATU1,0.0,9.9,0.0
2021-02-24,2021,2,INDL_ESS,0.0,10.0,0.0
2021-02-24,2021,2,LILY_BESS1,0.0,52.0,0.0
2021-02-24,2021,2,NWF_NBS,0.0,36.0,0.0
2021-02-24,2021,2,OCI_ALM1_ASTRO1,0.0,1.0,0.0
2021-02-24,2021,2,PYR_ESS,0.0,10.0,0.0
2021-02-24,2021,2,RHESS2_ESS_1,0.0,9.9,0.0
2021-02-25,2021,2,BLSUMMIT_BATTERY,0.0,30.0,0.0
2021-02-25,2021,2,BRP_PBL1_UNIT1,0.0,10.0,0.0
