date,year,month,resource_name,daily_revenue,capacity_mw,normalized_revenue_per_mw
2021-01-07,2021,1,FLVABES1_FLATU1,0.0,9.9,0.0
2021-01-07,2021,1,INDL_ESS,0.0,10.0,0.0
2021-01-07,2021,1,NWF_NBS,0.0,36.0,0.0
2021-01-07,2021,1,OCI_ALM1_ASTRO1,0.0,1.0,0.0
2021-01-07,2021,1,PYR_ESS,0.0,10.0,0.0
2021-01-07,2021,1,RHESS2_ESS_1,0.0,9.9,0.0
2021-01-08,2021,1,BLSUMMIT_BATTERY,0.0,30.0,0.0
2021-01-08,2021,1,BRP_PBL1_UNIT1,0.0,10.0,0.0
2021-01-08,2021,1,BRP_PBL2_UNIT1,0.0,10.0,0.0
2021-01-08,2021,1,BRP_ZPT1_UNIT1,0.0,10.0,0.0
2021-01-08,2021,1,BRP_ZPT2_UNIT1,0.0,10.0,0.0
2021-01-08,2021,1,CASL_GAP_BATTERY1,0.0,10.0,0.0
2021-01-08,2021,1,EUNICE_BES1,0.0,40.0,0.0
2021-01-08,2021,1,FLVABES1_FLATU1,0.0,9.9,0.0
2021-01-08,2021,1,INDL_ESS,0.0,10.0,0.0
2021-01-08,2021,1,NWF_NBS,0.0,36.0,0.0
2021-01-08,2021,1,OCI_ALM1_ASTRO1,0.0,1.0,0.0
2021-01-08,2021,1,PYR_ESS,0.0,10.0,0.0
2021-01-08,2021,1,RHESS2_ESS_1,0.0,9.9,0.0
2021-01-09,2021,1,BLSUMMIT_BATTERY,0.0,30.0,0.0
2021-01-09,2021,1,BRP_PBL1_UNIT1,0.0,10.0,0.0
2021-01-09,2021,1,BRP_PBL2_UNIT1,0.0,10.0,0.0
2021-01-09,2021,1,BRP_ZPT1_UNIT1,0.0,10.0,0.0
2021-01-09,2021,1,BRP_ZPT2_UNIT1,0.0,10.0,0.0
2021-01-09,2021,1,CASL_GAP_BATTERY1,0.0,10.0,0.0
2021-01-09,2021,1,EUNICE_BES1,0.0,40.0,0.0
2021-01-09,2021,1,FLVABES1_FLATU1,0.0,9.9,0.0
2021-01-09,2021,1,INDL_ESS,0.0,10.0,0.0
2021-01-09,2021,1,NWF_NBS,0.0,36.0,0.0
2021-01-09,2021,1,OCI_ALM1_ASTRO1,0.0,1.0,0.0
2021-01-09,2021,1,PYR_ESS,0.0,10.0,0.0
2021-01-09,2021,1,RHESS2_ESS_1,0.0,9.9,0.0
2021-01-10,2021,1,BLSUMMIT_BATTERY,0.0,30.0,0.0
2021-01-10,2021,1,BRP_PBL1_UNIT1,0.0,10.0,0.0
2021-01-10,2021,1,BRP_PBL2_UNIT1,0.0,10.0,0.0
2021-01-10,2021,1,BRP_ZPT1_UNIT1,0.0,10.0,0.0
2021-01-10,2021,1,BRP_ZPT2_UNIT1,0.0,10.0,0.0
2021-01-10,2021,1,CASL_GAP_BATTERY1,0.0,10.0,0.0
2021-01-10,2021,1,EUNICE_BES1,0.0,40.0,0.0
2021-01-10,2021,1,FLVABES1_FLATU1,0.0,9.9,0.0
2021-01-10,2021,1,INDL_ESS,0.0,10.0,0.0
2021-01-10,2021,1,NWF_NBS,0.0,36.0,0.0
2021-01-10,2021,1,OCI_ALM1_ASTRO1,0.0,1.0,0.0
2021-01-10,2021,1,PYR_ESS,0.0,10.0,0.0
2021-01-10,2021,1,RHESS2_ESS_1,0.0,9.9,0.0
2021-01-11,2021,1,BLSUMMIT_BATTERY,0.0,30.0,0.0
2021-01-11,2021,1,BRP_PBL1_UNIT1,0.0,10.0,0.0
2021-01-11,2021,1,BRP_PBL2_UNIT1,0.0,10.0,0.0
2021-01-11,2021,1,BRP_ZPT1_UNIT1,0.0,10.0,0.0
2021-01-11,2021,1,BRP_ZPT2_UNIT1,0.0,10.0,0.0
2021-01-11,2021,1,CASL_GAP_BATTERY1,0.0,10.0,0.0
2021-01-11,2021,1,EUNICE_BES1,0.0,40.0,0.0
2021-01-11,2021,1,FLVABES1_FLATU1,0.0,9.9,0.0
2021-01-11,2021,1,INDL_ESS,0.0,10.0,0.0
2021-01-11,2021,1,NWF_NBS,0.0,36.0,0.0
2021-01-11,2021,1,OCI_ALM1_ASTRO1,0.0,1.0,0.0
2021-01-11,2021,1,PYR_ESS,0.0,10.0,0.0
2021-01-11,2021,1,RHESS2_ESS_1,0.0,9.9,0.0
2021-01-12,2021,1,BLSUMMIT_BATTERY,0.0,30.0,0.0
2021-01-12,2021,1,BRP_PBL1_UNIT1,0.0,10.0,0.0
2021-01-12,2021,1,BRP_PBL2_UNIT1,0.0,10.0,0.0
2021-01-12,2021,1,BRP_ZPT1_UNIT1,0.0,10.0,0.0
2021-01-12,2021,1,BRP_ZPT2_UNIT1,0.0,10.0,0.0
2021-01-12,2021,1,CASL_GAP_BATTERY1,0.0,10.0,0.0
2021-01-12,2021,1,EUNICE_BES1,0.0,40.0,0.0
2021-01-12,2021,1,FLVABES1_FLATU1,0.0,9.9,0.0
2021-01-12,2021,1,INDL_ESS,0.0,10.0,0.0
2021-01-12,2021,1,NWF_NBS,0.0,36.0,0.0
2021-01-12,2021,1,OCI_ALM1_ASTRO1,0.0,1.0,0.0
2021-01-12,2021,1,PYR_ESS,0.0,10.0,0.0
2021-01-12,2021,1,RHESS2_ESS_1,0.0,9.9,0.0
2021-01-13,2021,1,BLSUMMIT_BATTERY,0.0,30.0,0.0
2021-01-13,2021,1,BRP_PBL1_UNIT1,0.0,10.0,0.0
2021-01-13,2021,1,BRP_PBL2_UNIT1,0.0,10.0,0.0
2021-01-13,2021,1,BRP_ZPT1_UNIT1,0.0,10.0,0.0
2021-01-13,2021,1,BRP_ZPT2_UNIT1,0.0,10.0,0.0
2021-01-13,2021,1,CASL_GAP_BATTERY1,0.0,10.0,0.0
2021-01-13,2021,1,EUNICE_BES1,0.0,40.0,0.0
2021-01-13,2021,1,FLVABES1_FLATU1,0.0,9.9,0.0
2021-01-13,2021,1,INDL_ESS,0.0,10.0,0.0
2021-01-13,2021,1,NWF_NBS,0.0,36.0,0.0
2021-01-13,2021,1,OCI_ALM1_ASTRO1,0.0,1.0,0.0
2021-01-13,2021,1,PYR_ESS,0.0,10.0,0.0
2021-01-13,2021,1,RHESS2_ESS_1,0.0,9.9,0.0
2021-01-14,2021,1,BLSUMMIT_BATTERY,0.0,30.0,0.0
2021-01-14,2021,1,BRP_PBL1_UNIT1,0.0,10.0,0.0
2021-01-14,2021,1,BRP_PBL2_UNIT1,0.0,10.0,0.0
2021-01-14,2021,1,BRP_ZPT1_UNIT1,0.0,10.0,0.0
2021-01-14,2021,1,BRP_ZPT2_UNIT1,0.0,10.0,0.0
2021-01-14,2021,1,CASL_GAP_BATTERY1,0.0,10.0,0.0
2021-01-14,2021,1,EUNICE_BES1,0.0,40.0,0.0
2021-01-14,2021,1,FLVABES1_FLATU1,0.0,9.9,0.0
2021-01-14,2021,1,INDL_ESS,0.0,10.0,0.0
2021-01-14,2021,1,NWF_NBS,0.0,36.0,0.0
2021-01-14,2021,1,OCI_ALM1_ASTRO1,0.0,1.0,0.0
2021-01-14,2021,1,PYR_ESS,0.0,10.0,0.0
2021-01-14,2021,1,RHESS2_ESS_1,0.0,9.9,0.0
2021-01-15,2021,1,BLSUMMIT_BATTERY,0.0,30.0,0.0
2021-01-15,2021,1,BRP_PBL1_UNIT1,0.0,10.0,0.0
2021-01-15,2021,1,BRP_PBL2_UNIT1,0.0,10.0,0.0
2021-01-15,2021,1,BRP_ZPT1_UNIT1,0.0,10.0,0.0
2021-01-15,2021,1,BRP_ZPT2_UNIT1,0.0,10.0,0.0
2021-01-15,2021,1,CASL_GAP_BATTERY1,0.0,10.0,0.0
2021-01-15,2021,1,EUNICE_BES1,0.0,40.0,0.0
2021-01-15,2021,1,FLVABES1_FLATU1,0.0,9.9,0.0
2021-01-15,2021,1,INDL_ESS,0.0,10.0,0.0
2021-01-15,2021,1,NWF_NBS,0.0,36.0,0.0
2021-01-15,2021,1,OCI_ALM1_ASTRO1,0.0,1.0,0.0
2021-01-15,2021,1,PYR_ESS,0.0,10.0,0.0
2021-01-15,2021,1,RHESS2_ESS_1,0.0,9.9,0.0
2021-01-16,2021,1,BLSUMMIT_BATTERY,0.0,30.0,0.0
2021-01-16,2021,1,BRP_PBL1_UNIT1,0.0,10.0,0.0
2021-01-16,2021,1,BRP_PBL2_UNIT1,0.0,10.0,0.0
2021-01-16,2021,1,BRP_ZPT1_UNIT1,0.0,10.0,0.0
2021-01-16,2021,1,BRP_ZPT2_UNIT1,0.0,10.0,0.0
2021-01-16,2021,1,CASL_GAP_BATTERY1,0.0,10.0,0.0
2021-01-16,2021,1,EUNICE_BES1,0.0,40.0,0.0
2021-01-16,2021,1,FLVABES1_FLATU1,0.0,9.9,0.0
2021-01-16,2021,1,INDL_ESS,0.0,10.0,0.0
2021-01-16,2021,1,NWF_NBS,0.0,36.0,0.0
2021-01-16,2021,1,OCI_ALM1_ASTRO1,0.0,1.0,0.0
2021-01-16,2021,1,PYR_ESS,0.0,10.0,0.0
2021-01-16,2021,1,RHESS2_ESS_1,0.0,9.9,0.0
2021-01-17,2021,1,BLSUMMIT_BATTERY,0.0,30.0,0.0
2021-01-17,2021,1,BRP_PBL1_UNIT1,0.0,10.0,0.0
2021-01-17,2021,1,BRP_PBL2_UNIT1,0.0,10.0,0.0
2021-01-17,2021,1,BRP_ZPT1_UNIT1,0.0,10.0,0.0
2021-01-17,2021,1,BRP_ZPT2_UNIT1,0.0,10.0,0.0
2021-01-17,2021,1,CASL_GAP_BATTERY1,0.0,10.0,0.0
2021-01-17,2021,1,EUNICE_BES1,0.0,40.0,0.0
2021-01-17,2021,1,FLVABES1_FLATU1,0.0,9.9,0.0
2021-01-17,2021,1,INDL_ESS,0.0,10.0,0.0
2021-01-17,2021,1,NWF_NBS,0.0,36.0,0.0
2021-01-17,2021,1,OCI_ALM1_ASTRO1,0.0,1.0,0.0
2021-01-17,2021,1,PYR_ESS,0.0,10.0,0.0
2021-01-17,2021,1,RHESS2_ESS_1,0.0,9.9,0.0
2021-01-18,2021,1,BLSUMMIT_BATTERY,0.0,30.0,0.0
2021-01-18,2021,1,BRP_PBL1_UNIT1,0.0,10.0,0.0
2021-01-18,2021,1,BRP_PBL2_UNIT1,0.0,10.0,0.0
2021-01-18,2021,1,BRP_ZPT1_UNIT1,0.0,10.0,0.0
2021-01-18,2021,1,BRP_ZPT2_UNIT1,0.0,10.0,0.0
2021-01-18,2021,1,CASL_GAP_BATTERY1,0.0,10.0,0.0
2021-01-18,2021,1,EUNICE_BES1,0.0,40.0,0.0
2021-01-18,2021,1,FLVABES1_FLATU1,0.0,9.9,0.0
2021-01-18,2021,1,INDL_ESS,0.0,10.0,0.0
2021-01-18,2021,1,NWF_NBS,0.0,36.0,0.0
2021-01-18,2021,1,OCI_ALM1_ASTRO1,0.0,1.0,0.0
2021-01-18,2021,1,PYR_ESS,0.0,10.0,0.0
2021-01-18,2021,1,RHESS2_ESS_1,0.0,9.9,0.0
2021-01-19,2021,1,BLSUMMIT_BATTERY,0.0,30.0,0.0
2021-01-19,2021,1,BRP_PBL1_UNIT1,0.0,10.0,0.0
2021-01-19,2021,1,BRP_PBL2_UNIT1,0.0,10.0,0.0
2021-01-19,2021,1,BRP_ZPT1_UNIT1,0.0,10.0,0.0
2021-01-19,2021,1,BRP_ZPT2_UNIT1,0.0,10.0,0.0
2021-01-19,2021,1,CASL_GAP_BATTERY1,0.0,10.0,0.0
2021-01-19,2021,1,EUNICE_BES1,0.0,40.0,0.0
2021-01-19,2021,1,FLVABES1_FLATU1,0.0,9.9,0.0
2021-01-19,2021,1,INDL_ESS,0.0,10.0,0.0
2021-01-19,2021,1,NWF_NBS,0.0,36.0,0.0
2021-01-19,2021,1,OCI_ALM1_ASTRO1,0.0,1.0,0.0
2021-01-19,2021,1,PYR_ESS,0.0,10.0,0.0
2021-01-19,2021,1,RHESS2_ESS_1,0.0,9.9,0.0
2021-01-20,2021,1,BLSUMMIT_BATTERY,0.0,30.0,0.0
2021-01-20,2021,1,BRP_PBL1_UNIT1,0.0,10.0,0.0
2021-01-20,2021,1,BRP_PBL2_UNIT1,0.0,10.0,0.0
2021-01-20,2021,1,BRP_ZPT1_UNIT1,0.0,10.0,0.0
2021-01-20,2021,1,BRP_ZPT2_UNIT1,0.0,10.0,0.0
2021-01-20,2021,1,CASL_GAP_BATTERY1,0.0,10.0,0.0
2021-01-20,2021,1,EUNICE_BES1,0.0,40.0,0.0
2021-01-20,2021,1,FLVABES1_FLATU1,0.0,9.9,0.0
2021-01-20,2021,1,INDL_ESS,0.0,10.0,0.0
2021-01-20,2021,1,NWF_NBS,0.0,36.0,0.0
2021-01-20,2021,1,OCI_ALM1_ASTRO1,0.0,1.0,0.0
2021-01-20,2021,1,PYR_ESS,0.0,10.0,0.0
2021-01-20,2021,1,RHESS2_ESS_1,0.0,9.9,0.0
2021-01-21,2021,1,BLSUMMIT_BATTERY,0.0,30.0,0.0
2021-01-21,2021,1,BRP_PBL1_UNIT1,0.0,10.0,0.0
2021-01-21,2021,1,BRP_PBL2_UNIT1,0.0,10.0,0.0
2021-01-21,2021,1,BRP_ZPT1_UNIT1,0.0,10.0,0.0
2021-01-21,2021,1,BRP_ZPT2_UNIT1,0.0,10.0,0.0
2021-01-21,2021,1,CASL_GAP_BATTERY1,0.0,10.0,0.0
2021-01-21,2021,1,EUNICE_BES1,0.0,40.0,0.0
2021-01-21,2021,1,FLVABES1_FLATU1,0.0,9.9,0.0
2021-01-21,2021,1,INDL_ESS,0.0,10.0,0.0
2021-01-21,2021,1,NWF_NBS,0.0,36.0,0.0
2021-01-21,2021,1,OCI_ALM1_ASTRO1,0.0,1.0,0.0
2021-01-21,2021,1,PYR_ESS,0.0,10.0,0.0
2021-01-21,2021,1,RHESS2_ESS_1,0.0,9.9,0.0
2021-01-22,2021,1,BLSUMMIT_BATTERY,0.0,30.0,0.0
2021-01-22,2021,1,BRP_PBL1_UNIT1,0.0,10.0,0.0
2021-01-22,2021,1,BRP_PBL2_UNIT1,0.0,10.0,0.0
2021-01-22,2021,1,BRP_ZPT1_UNIT1,0.0,10.0,0.0
2021-01-22,2021,1,BRP_ZPT2_UNIT1,0.0,10.0,0.0
2021-01-22,2021,1,CASL_GAP_BATTERY1,0.0,10.0,0.0
2021-01-22,2021,1,EUNICE_BES1,0.0,40.0,0.0
2021-01-22,2021,1,FLVABES1_FLATU1,0.0,9.9,0.0
2021-01-22,2021,1,INDL_ESS,0.0,10.0,0.0
2021-01-22,2021,1,NWF_NBS,0.0,36.0,0.0
2021-01-22,2021,1,OCI_ALM1_ASTRO1,0.0,1.0,0.0
2021-01-22,2021,1,PYR_ESS,0.0,10.0,0.0
2021-01-22,2021,1,RHESS2_ESS_1,0.0,9.9,0.0
2021-01-23,2021,1,BLSUMMIT_BATTERY,0.0,30.0,0.0
2021-01-23,2021,1,BRP_PBL1_UNIT1,0.0,10.0,0.0
2021-01-23,2021,1,BRP_PBL2_UNIT1,0.0,10.0,0.0
2021-01-23,2021,1,BRP_ZPT1_UNIT1,0.0,10.0,0.0
2021-01-23,2021,1,BRP_ZPT2_UNIT1,0.0,10.0,0.0
2021-01-23,2021,1,CASL_GAP_BATTERY1,0.0,10.0,0.0
2021-01-23,2021,1,EUNICE_BES1,0.0,40.0,0.0
2021-01-23,2021,1,FLVABES1_FLATU1,0.0,9.9,0.0
2021-01-23,2021,1,INDL_ESS,0.0,10.0,0.0
2021-01-23,2021,1,NWF_NBS,0.0,36.0,0.0
2021-01-23,2021,1,OCI_ALM1_ASTRO1,0.0,1.0,0.0
2021-01-23,2021,1,PYR_ESS,0.0,10.0,0.0
2021-01-23,2021,1,RHESS2_ESS_1,0.0,9.9,0.0
2021-01-24,2021,1,BLSUMMIT_BATTERY,0.0,30.0,0.0
2021-01-24,2021,1,BRP_PBL1_UNIT1,0.0,10.0,0.0
2021-01-24,2021,1,BRP_PBL2_UNIT1,0.0,10.0,0.0
2021-01-24,2021,1,BRP_ZPT1_UNIT1,0.0,10.0,0.0
2021-01-24,2021,1,BRP_ZPT2_UNIT1,0.0,10.0,0.0
2021-01-24,2021,1,CASL_GAP_BATTERY1,0.0,10.0,0.0
2021-01-24,2021,1,EUNICE_BES1,0.0,40.0,0.0
2021-01-24,2021,1,FLVABES1_FLATU1,0.0,9.9,0.0
2021-01-24,2021,1,INDL_ESS,0.0,10.0,0.0
2021-01-24,2021,1,NWF_NBS,0.0,36.0,0.0
2021-01-24,2021,1,OCI_ALM1_ASTRO1,0.0,1.0,0.0
2021-01-24,2021,1,PYR_ESS,0.0,10.0,0.0
2021-01-24,2021,1,RHESS2_ESS_1,0.0,9.9,0.0
2021-01-25,2021,1,BLSUMMIT_BATTERY,0.0,30.0,0.0
2021-01-25,2021,1,BRP_PBL1_UNIT1,0.0,10.0,0.0
2021-01-25,2021,1,BRP_PBL2_UNIT1,0.0,10.0,0.0
2021-01-25,2021,1,BRP_ZPT1_UNIT1,0.0,10.0,0.0
2021-01-25,2021,1,BRP_ZPT2_UNIT1,0.0,10.0,0.0
2021-01-25,2021,1,CASL_GAP_BATTERY1,0.0,10.0,0.0
2021-01-25,2021,1,EUNICE_BES1,0.0,40.0,0.0
2021-01-25,2021,1,FLVABES1_FLATU1,0.0,9.9,0.0
2021-01-25,2021,1,INDL_ESS,0.0,10.0,0.0
2021-01-25,2021,1,NWF_NBS,0.0,36.0,0.0
2021-01-25,2021,1,OCI_ALM1_ASTRO1,0.0,1.0,0.0
2021-01-25,2021,1,PYR_ESS,0.0,10.0,0.0
2021-01-25,2021,1,RHESS2_ESS_1,0.0,9.9,0.0
2021-01-26,2021,1,BLSUMMIT_BATTERY,0.0,30.0,0.0
2021-01-26,2021,1,BRP_PBL1_UNIT1,0.0,10.0,0.0
2021-01-26,2021,1,BRP_PBL2_UNIT1,0.0,10.0,0.0
2021-01-26,2021,1,BRP_ZPT1_UNIT1,0.0,10.0,0.0
2021-01-26,2021,1,BRP_ZPT2_UNIT1,0.0,10.0,0.0
2021-01-26,2021,1,CASL_GAP_BATTERY1,0.0,10.0,0.0
2021-01-26,2021,1,EUNICE_BES1,0.0,40.0,0.0
2021-01-26,2021,1,FLVABES1_FLATU1,0.0,9.9,0.0
2021-01-26,2021,1,INDL_ESS,0.0,10.0,0.0
2021-01-26,2021,1,NWF_NBS,0.0,36.0,0.0
2021-01-26,2021,1,OCI_ALM1_ASTRO1,0.0,1.0,0.0
2021-01-26,2021,1,PYR_ESS,0.0,10.0,0.0
2021-01-26,2021,1,RHESS2_ESS_1,0.0,9.9,0.0
2021-01-27,2021,1,BLSUMMIT_BATTERY,0.0,30.0,0.0
2021-01-27,2021,1,BRP_PBL1_UNIT1,0.0,10.0,0.0
2021-01-27,2021,1,BRP_PBL2_UNIT1,0.0,10.0,0.0
2021-01-27,2021,1,BRP_ZPT1_UNIT1,0.0,10.0,0.0
2021-01-27,2021,1,BRP_ZPT2_UNIT1,0.0,10.0,0.0
2021-01-27,2021,1,CASL_GAP_BATTERY1,0.0,10.0,0.0
2021-01-27,2021,1,EUNICE_BES1,0.0,40.0,0.0
2021-01-27,2021,1,FLVABES1_FLATU1,0.0,9.9,0.0
2021-01-27,2021,1,INDL_ESS,0.0,10.0,0.0
2021-01-27,2021,1,NWF_NBS,0.0,36.0,0.0
2021-01-27,2021,1,OCI_ALM1_ASTRO1,0.0,1.0,0.0
2021-01-27,2021,1,PYR_ESS,0.0,10.0,0.0
2021-01-27,2021,1,RHESS2_ESS_1,0.0,9.9,0.0
2021-01-28,2021,1,BLSUMMIT_BATTERY,0.0,30.0,0.0
2021-01-28,2021,1,BRP_PBL1_UNIT1,0.0,10.0,0.0
2021-01-28,2021,1,BRP_PBL2_UNIT1,0.0,10.0,0.0
2021-01-28,2021,1,BRP_ZPT1_UNIT1,0.0,10.0,0.0
2021-01-28,2021,1,BRP_ZPT2_UNIT1,0.0,10.0,0.0
2021-01-28,2021,1,CASL_GAP_BATTERY1,0.0,10.0,0.0
2021-01-28,2021,1,EUNICE_BES1,0.0,40.0,0.0
2021-01-28,2021,1,FLVABES1_FLATU1,0.0,9.9,0.0
2021-01-28,2021,1,INDL_ESS,0.0,10.0,0.0
2021-01-28,2021,1,NWF_NBS,0.0,36.0,0.0
2021-01-28,2021,1,OCI_ALM1_ASTRO1,0.0,1.0,0.0
2021-01-28,2021,1,PYR_ESS,0.0,10.0,0.0
2021-01-28,2021,1,RHESS2_ESS_1,0.0,9.9,0.0
2021-01-29,2021,1,BLSUMMIT_BATTERY,0.0,30.0,0.0
2021-01-29,2021,1,BRP_PBL1_UNIT1,0.0,10.0,0.0
2021-01-29,2021,1,BRP_PBL2_UNIT1,0.0,10.0,0.0
2021-01-29,2021,1,BRP_ZPT1_UNIT1,0.0,10.0,0.0
2021-01-29,2021,1,BRP_ZPT2_UNIT1,0.0,10.0,0.0
2021-01-29,2021,1,CASL_GAP_BATTERY1,0.0,10.0,0.0
2021-01-29,2021,1,EUNICE_BES1,0.0,40.0,0.0
2021-01-29,2021,1,FLVABES1_FLATU1,0.0,9.9,0.0
2021-01-29,2021,1,INDL_ESS,0.0,10.0,0.0
2021-01-29,2021,1,NWF_NBS,0.0,36.0,0.0
2021-01-29,2021,1,OCI_ALM1_ASTRO1,0.0,1.0,0.0
2021-01-29,2021,1,PYR_ESS,0.0,10.0,0.0
2021-01-29,2021,1,RHESS2_ESS_1,0.0,9.9,0.0
