timestamp,price
2023-01-01 00:00:00,11.11
2023-01-01 01:00:00,10.81
2023-01-01 02:00:00,9.61
2023-01-01 03:00:00,9.14
2023-01-01 04:00:00,9.18
2023-01-01 05:00:00,9.48
2023-01-01 06:00:00,13.59
2023-01-01 07:00:00,14.01
2023-01-01 08:00:00,14.51
2023-01-01 09:00:00,14.55
2023-01-01 10:00:00,16.85
2023-01-01 11:00:00,17.49
2023-01-01 12:00:00,17.11
2023-01-01 13:00:00,17.82
2023-01-01 14:00:00,19.27
2023-01-01 15:00:00,16.9
2023-01-01 16:00:00,24.89
2023-01-01 17:00:00,33.35
2023-01-01 18:00:00,24.26
2023-01-01 19:00:00,19.06
2023-01-01 20:00:00,16.61
2023-01-01 21:00:00,17.1
2023-01-01 22:00:00,11.2
2023-01-01 23:00:00,5.6
2023-01-02 00:00:00,8.79
2023-01-02 01:00:00,4.56
2023-01-02 02:00:00,3.89
2023-01-02 03:00:00,3.92
2023-01-02 04:00:00,7.42
2023-01-02 05:00:00,10.04
2023-01-02 06:00:00,14.12
2023-01-02 07:00:00,16.75
2023-01-02 08:00:00,18.74
2023-01-02 09:00:00,19.43
2023-01-02 10:00:00,19.01
2023-01-02 11:00:00,19.21
2023-01-02 12:00:00,17.98
2023-01-02 13:00:00,13.17
2023-01-02 14:00:00,9.05
2023-01-02 15:00:00,6.6
2023-01-02 16:00:00,11.73
2023-01-02 17:00:00,27.78
2023-01-02 18:00:00,15.72
2023-01-02 19:00:00,7.85
2023-01-02 20:00:00,4.57
2023-01-02 21:00:00,10.68
2023-01-02 22:00:00,8.91
2023-01-02 23:00:00,5.74
2023-01-03 00:00:00,10.28
2023-01-03 01:00:00,6.96
2023-01-03 02:00:00,3.47
2023-01-03 03:00:00,8.53
2023-01-03 04:00:00,10.47
2023-01-03 05:00:00,15.25
2023-01-03 06:00:00,19.68
2023-01-03 07:00:00,27.51
2023-01-03 08:00:00,19.57
2023-01-03 09:00:00,15.25
2023-01-03 10:00:00,11.98
2023-01-03 11:00:00,10.44
2023-01-03 12:00:00,10.18
2023-01-03 13:00:00,11.6
2023-01-03 14:00:00,11.91
2023-01-03 15:00:00,12.31
2023-01-03 16:00:00,15.95
2023-01-03 17:00:00,51.46
2023-01-03 18:00:00,38.54
2023-01-03 19:00:00,30.23
2023-01-03 20:00:00,27.88
2023-01-03 21:00:00,21.42
2023-01-03 22:00:00,17.73
2023-01-03 23:00:00,16.22
2023-01-04 00:00:00,14.72
2023-01-04 01:00:00,9.82
2023-01-04 02:00:00,9.25
2023-01-04 03:00:00,9.31
