utc_timestamp,date_local,fuel_category,gen_mw,marginal_flag
2023-12-01 05:00:37+00:00,12/01/2023 00:00:37,Nuclear,2121.0,No
2023-12-01 05:01:26+00:00,12/01/2023 00:01:26,Nuclear,2121.0,No
2023-12-01 05:02:24+00:00,12/01/2023 00:02:24,Nuclear,2121.0,No
2023-12-01 05:02:48+00:00,12/01/2023 00:02:48,Nuclear,2122.0,No
2023-12-01 05:06:56+00:00,12/01/2023 00:06:56,Nuclear,2120.0,No
2023-12-01 05:09:49+00:00,12/01/2023 00:09:49,Nuclear,2120.0,No
2023-12-01 05:09:53+00:00,12/01/2023 00:09:53,Nuclear,2121.0,No
2023-12-01 05:14:32+00:00,12/01/2023 00:14:32,Nuclear,2119.0,No
2023-12-01 05:18:52+00:00,12/01/2023 00:18:52,Nuclear,2120.0,No
2023-12-01 05:19:16+00:00,12/01/2023 00:19:16,Nuclear,2120.0,No
2023-12-01 05:21:25+00:00,12/01/2023 00:21:25,Nuclear,2122.0,No
2023-12-01 05:26:06+00:00,12/01/2023 00:26:06,Nuclear,2122.0,No
2023-12-01 05:27:20+00:00,12/01/2023 00:27:20,Nuclear,2122.0,No
2023-12-01 05:31:55+00:00,12/01/2023 00:31:55,Nuclear,2122.0,No
2023-12-01 05:38:01+00:00,12/01/2023 00:38:01,Nuclear,2120.0,No
2023-12-01 05:43:49+00:00,12/01/2023 00:43:49,Nuclear,2120.0,No
2023-12-01 05:48:24+00:00,12/01/2023 00:48:24,Nuclear,2121.0,No
2023-12-01 05:53:58+00:00,12/01/2023 00:53:58,Nuclear,2121.0,No
2023-12-01 05:59:14+00:00,12/01/2023 00:59:14,Nuclear,2121.0,No
2023-12-01 06:03:05+00:00,12/01/2023 01:03:05,Nuclear,2121.0,No
2023-12-01 06:08:51+00:00,12/01/2023 01:08:51,Nuclear,2121.0,No
2023-12-01 06:11:35+00:00,12/01/2023 01:11:35,Nuclear,2121.0,No
2023-12-01 06:16:56+00:00,12/01/2023 01:16:56,Nuclear,2121.0,No
2023-12-01 06:21:14+00:00,12/01/2023 01:21:14,Nuclear,2122.0,No
2023-12-01 06:23:21+00:00,12/01/2023 01:23:21,Nuclear,2122.0,No
2023-12-01 06:26:50+00:00,12/01/2023 01:26:50,Nuclear,2121.0,No
2023-12-01 06:28:51+00:00,12/01/2023 01:28:51,Nuclear,2121.0,No
2023-12-01 06:34:05+00:00,12/01/2023 01:34:05,Nuclear,2123.0,No
2023-12-01 06:39:29+00:00,12/01/2023 01:39:29,Nuclear,2121.0,No
2023-12-01 06:44:52+00:00,12/01/2023 01:44:52,Nuclear,2121.0,No
2023-12-01 06:50:22+00:00,12/01/2023 01:50:22,Nuclear,2120.0,No
2023-12-01 06:55:30+00:00,12/01/2023 01:55:30,Nuclear,2120.0,No
2023-12-01 06:57:39+00:00,12/01/2023 01:57:39,Nuclear,2120.0,No
2023-12-01 07:01:15+00:00,12/01/2023 02:01:15,Nuclear,2120.0,No
2023-12-01 07:05:39+00:00,12/01/2023 02:05:39,Nuclear,2120.0,No
2023-12-01 07:09:20+00:00,12/01/2023 02:09:20,Nuclear,2122.0,No
2023-12-01 07:12:29+00:00,12/01/2023 02:12:29,Nuclear,2121.0,No
2023-12-01 07:18:25+00:00,12/01/2023 02:18:25,Nuclear,2121.0,No
2023-12-01 07:22:56+00:00,12/01/2023 02:22:56,Nuclear,2121.0,No
2023-12-01 07:29:12+00:00,12/01/2023 02:29:12,Nuclear,2121.0,No
2023-12-01 07:37:51+00:00,12/01/2023 02:37:51,Nuclear,2121.0,No
2023-12-01 07:45:54+00:00,12/01/2023 02:45:54,Nuclear,2121.0,No
2023-12-01 07:53:55+00:00,12/01/2023 02:53:55,Nuclear,2121.0,No
2023-12-01 08:00:52+00:00,12/01/2023 03:00:52,Nuclear,2122.0,No
2023-12-01 08:07:05+00:00,12/01/2023 03:07:05,Nuclear,2121.0,No
2023-12-01 08:13:51+00:00,12/01/2023 03:13:51,Nuclear,2121.0,No
2023-12-01 08:19:26+00:00,12/01/2023 03:19:26,Nuclear,2121.0,No
2023-12-01 08:28:16+00:00,12/01/2023 03:28:16,Nuclear,2122.0,No
2023-12-01 08:37:57+00:00,12/01/2023 03:37:57,Nuclear,2121.0,No
2023-12-01 08:42:17+00:00,12/01/2023 03:42:17,Nuclear,2121.0,No
2023-12-01 08:50:11+00:00,12/01/2023 03:50:11,Nuclear,2121.0,No
2023-12-01 08:56:17+00:00,12/01/2023 03:56:17,Nuclear,2122.0,No
2023-12-01 08:59:41+00:00,12/01/2023 03:59:41,Nuclear,2120.0,No
2023-12-01 09:01:49+00:00,12/01/2023 04:01:49,Nuclear,2122.0,No
2023-12-01 09:07:34+00:00,12/01/2023 04:07:34,Nuclear,2122.0,No
2023-12-01 09:11:26+00:00,12/01/2023 04:11:26,Nuclear,2122.0,No
2023-12-01 09:16:53+00:00,12/01/2023 04:16:53,Nuclear,2121.0,No
2023-12-01 09:21:46+00:00,12/01/2023 04:21:46,Nuclear,2122.0,No
2023-12-01 09:26:53+00:00,12/01/2023 04:26:53,Nuclear,2120.0,No
2023-12-01 09:35:30+00:00,12/01/2023 04:35:30,Nuclear,2122.0,No
2023-12-01 09:40:07+00:00,12/01/2023 04:40:07,Nuclear,2122.0,No
2023-12-01 09:43:41+00:00,12/01/2023 04:43:41,Nuclear,2122.0,No
2023-12-01 09:53:34+00:00,12/01/2023 04:53:34,Nuclear,2120.0,No
2023-12-01 09:54:31+00:00,12/01/2023 04:54:31,Nuclear,2122.0,No
2023-12-01 09:55:12+00:00,12/01/2023 04:55:12,Nuclear,2122.0,No
2023-12-01 09:58:57+00:00,12/01/2023 04:58:57,Nuclear,2122.0,No
2023-12-01 10:00:33+00:00,12/01/2023 05:00:33,Nuclear,2121.0,No
2023-12-01 10:03:29+00:00,12/01/2023 05:03:29,Nuclear,2122.0,No
2023-12-01 10:07:31+00:00,12/01/2023 05:07:31,Nuclear,2121.0,No
2023-12-01 10:08:51+00:00,12/01/2023 05:08:51,Nuclear,2121.0,No
2023-12-01 10:14:54+00:00,12/01/2023 05:14:54,Nuclear,2121.0,No
2023-12-01 10:18:06+00:00,12/01/2023 05:18:06,Nuclear,2120.0,No
2023-12-01 10:22:33+00:00,12/01/2023 05:22:33,Nuclear,2122.0,No
2023-12-01 10:25:35+00:00,12/01/2023 05:25:35,Nuclear,2120.0,No
2023-12-01 10:29:39+00:00,12/01/2023 05:29:39,Nuclear,2120.0,No
2023-12-01 10:31:15+00:00,12/01/2023 05:31:15,Nuclear,2120.0,No
2023-12-01 10:37:01+00:00,12/01/2023 05:37:01,Nuclear,2121.0,No
2023-12-01 10:38:35+00:00,12/01/2023 05:38:35,Nuclear,2121.0,No
2023-12-01 10:41:04+00:00,12/01/2023 05:41:04,Nuclear,2121.0,No
2023-12-01 10:43:31+00:00,12/01/2023 05:43:31,Nuclear,2124.0,No
2023-12-01 10:45:56+00:00,12/01/2023 05:45:56,Nuclear,2124.0,No
2023-12-01 10:50:01+00:00,12/01/2023 05:50:01,Nuclear,2120.0,No
2023-12-01 10:50:49+00:00,12/01/2023 05:50:49,Nuclear,2120.0,No
2023-12-01 10:54:48+00:00,12/01/2023 05:54:48,Nuclear,2122.0,No
2023-12-01 10:55:13+00:00,12/01/2023 05:55:13,Nuclear,2122.0,No
2023-12-01 10:56:25+00:00,12/01/2023 05:56:25,Nuclear,2121.0,No
2023-12-01 10:59:39+00:00,12/01/2023 05:59:39,Nuclear,2121.0,No
2023-12-01 11:03:28+00:00,12/01/2023 06:03:28,Nuclear,2120.0,No
2023-12-01 11:08:30+00:00,12/01/2023 06:08:30,Nuclear,2120.0,No
2023-12-01 11:15:09+00:00,12/01/2023 06:15:09,Nuclear,2122.0,No
2023-12-01 11:21:53+00:00,12/01/2023 06:21:53,Nuclear,2121.0,No
2023-12-01 11:28:40+00:00,12/01/2023 06:28:40,Nuclear,2121.0,No
2023-12-01 11:35:21+00:00,12/01/2023 06:35:21,Nuclear,2120.0,No
2023-12-01 11:41:12+00:00,12/01/2023 06:41:12,Nuclear,2121.0,No
2023-12-01 11:49:06+00:00,12/01/2023 06:49:06,Nuclear,2120.0,No
2023-12-01 11:56:21+00:00,12/01/2023 06:56:21,Nuclear,2122.0,No
2023-12-01 12:03:22+00:00,12/01/2023 07:03:22,Nuclear,2121.0,No
2023-12-01 12:09:05+00:00,12/01/2023 07:09:05,Nuclear,2121.0,No
2023-12-01 12:15:26+00:00,12/01/2023 07:15:26,Nuclear,2121.0,No
2023-12-01 12:21:50+00:00,12/01/2023 07:21:50,Nuclear,2120.0,No
2023-12-01 12:28:06+00:00,12/01/2023 07:28:06,Nuclear,2121.0,No
2023-12-01 12:36:05+00:00,12/01/2023 07:36:05,Nuclear,2122.0,No
2023-12-01 12:41:28+00:00,12/01/2023 07:41:28,Nuclear,2121.0,No
2023-12-01 12:47:23+00:00,12/01/2023 07:47:23,Nuclear,2121.0,No
2023-12-01 12:55:55+00:00,12/01/2023 07:55:55,Nuclear,2121.0,No
2023-12-01 13:02:31+00:00,12/01/2023 08:02:31,Nuclear,2121.0,No
2023-12-01 13:06:04+00:00,12/01/2023 08:06:04,Nuclear,2120.0,No
2023-12-01 13:10:25+00:00,12/01/2023 08:10:25,Nuclear,2121.0,No
2023-12-01 13:19:17+00:00,12/01/2023 08:19:17,Nuclear,2119.0,No
2023-12-01 13:24:47+00:00,12/01/2023 08:24:47,Nuclear,2121.0,No
2023-12-01 13:31:41+00:00,12/01/2023 08:31:41,Nuclear,2121.0,No
2023-12-01 13:41:28+00:00,12/01/2023 08:41:28,Nuclear,2121.0,No
2023-12-01 13:46:06+00:00,12/01/2023 08:46:06,Nuclear,2118.0,No
2023-12-01 13:47:30+00:00,12/01/2023 08:47:30,Nuclear,2119.0,No
2023-12-01 13:50:21+00:00,12/01/2023 08:50:21,Nuclear,2122.0,No
2023-12-01 13:56:39+00:00,12/01/2023 08:56:39,Nuclear,2121.0,No
2023-12-01 14:04:12+00:00,12/01/2023 09:04:12,Nuclear,2121.0,No
2023-12-01 14:07:20+00:00,12/01/2023 09:07:20,Nuclear,2123.0,No
2023-12-01 14:14:19+00:00,12/01/2023 09:14:19,Nuclear,2122.0,No
2023-12-01 14:20:21+00:00,12/01/2023 09:20:21,Nuclear,2120.0,No
2023-12-01 14:26:06+00:00,12/01/2023 09:26:06,Nuclear,2120.0,No
2023-12-01 14:31:57+00:00,12/01/2023 09:31:57,Nuclear,2123.0,No
2023-12-01 14:40:11+00:00,12/01/2023 09:40:11,Nuclear,2122.0,No
2023-12-01 14:46:17+00:00,12/01/2023 09:46:17,Nuclear,2122.0,No
2023-12-01 14:52:48+00:00,12/01/2023 09:52:48,Nuclear,2123.0,No
2023-12-01 14:59:17+00:00,12/01/2023 09:59:17,Nuclear,2122.0,No
2023-12-01 15:05:13+00:00,12/01/2023 10:05:13,Nuclear,2120.0,No
2023-12-01 15:09:51+00:00,12/01/2023 10:09:51,Nuclear,2122.0,No
2023-12-01 15:16:46+00:00,12/01/2023 10:16:46,Nuclear,2121.0,No
2023-12-01 15:24:37+00:00,12/01/2023 10:24:37,Nuclear,2122.0,No
2023-12-01 15:30:31+00:00,12/01/2023 10:30:31,Nuclear,2122.0,No
2023-12-01 15:35:40+00:00,12/01/2023 10:35:40,Nuclear,2122.0,No
2023-12-01 15:42:40+00:00,12/01/2023 10:42:40,Nuclear,2121.0,No
2023-12-01 15:51:00+00:00,12/01/2023 10:51:00,Nuclear,2122.0,No
2023-12-01 15:55:38+00:00,12/01/2023 10:55:38,Nuclear,2122.0,No
2023-12-01 16:00:32+00:00,12/01/2023 11:00:32,Nuclear,2120.0,No
2023-12-01 16:06:37+00:00,12/01/2023 11:06:37,Nuclear,2122.0,No
2023-12-01 16:14:40+00:00,12/01/2023 11:14:40,Nuclear,2122.0,No
2023-12-01 16:21:01+00:00,12/01/2023 11:21:01,Nuclear,2122.0,No
2023-12-01 16:25:25+00:00,12/01/2023 11:25:25,Nuclear,2121.0,No
2023-12-01 16:31:19+00:00,12/01/2023 11:31:19,Nuclear,2121.0,No
