utc_timestamp,date_local,gen_mw
2023-12-01 07:29:12+00:00,12/01/2023 02:29:12,2121.0
2023-12-01 07:37:51+00:00,12/01/2023 02:37:51,2121.0
2023-12-01 07:45:54+00:00,12/01/2023 02:45:54,2121.0
2023-12-01 07:53:55+00:00,12/01/2023 02:53:55,2121.0
2023-12-01 08:00:52+00:00,12/01/2023 03:00:52,2122.0
2023-12-01 08:07:05+00:00,12/01/2023 03:07:05,2121.0
2023-12-01 08:13:51+00:00,12/01/2023 03:13:51,2121.0
2023-12-01 08:19:26+00:00,12/01/2023 03:19:26,2121.0
2023-12-01 08:28:16+00:00,12/01/2023 03:28:16,2122.0
2023-12-01 08:37:57+00:00,12/01/2023 03:37:57,2121.0
2023-12-01 08:42:17+00:00,12/01/2023 03:42:17,2121.0
2023-12-01 08:50:11+00:00,12/01/2023 03:50:11,2121.0
2023-12-01 08:56:17+00:00,12/01/2023 03:56:17,2122.0
2023-12-01 08:59:41+00:00,12/01/2023 03:59:41,2120.0
2023-12-01 09:01:49+00:00,12/01/2023 04:01:49,2122.0
2023-12-01 09:07:34+00:00,12/01/2023 04:07:34,2122.0
2023-12-01 09:11:26+00:00,12/01/2023 04:11:26,2122.0
2023-12-01 09:16:53+00:00,12/01/2023 04:16:53,2121.0
2023-12-01 09:21:46+00:00,12/01/2023 04:21:46,2122.0
2023-12-01 09:26:53+00:00,12/01/2023 04:26:53,2120.0
2023-12-01 09:35:30+00:00,12/01/2023 04:35:30,2122.0
2023-12-01 09:40:07+00:00,12/01/2023 04:40:07,2122.0
2023-12-01 09:43:41+00:00,12/01/2023 04:43:41,2122.0
2023-12-01 09:53:34+00:00,12/01/2023 04:53:34,2120.0
2023-12-01 09:54:31+00:00,12/01/2023 04:54:31,2122.0
2023-12-01 09:55:12+00:00,12/01/2023 04:55:12,2122.0
2023-12-01 09:58:57+00:00,12/01/2023 04:58:57,2122.0
2023-12-01 10:00:33+00:00,12/01/2023 05:00:33,2121.0
2023-12-01 10:03:29+00:00,12/01/2023 05:03:29,2122.0
2023-12-01 10:07:31+00:00,12/01/2023 05:07:31,2121.0
2023-12-01 10:08:51+00:00,12/01/2023 05:08:51,2121.0
2023-12-01 10:14:54+00:00,12/01/2023 05:14:54,2121.0
2023-12-01 10:18:06+00:00,12/01/2023 05:18:06,2120.0
2023-12-01 10:22:33+00:00,12/01/2023 05:22:33,2122.0
2023-12-01 10:25:35+00:00,12/01/2023 05:25:35,2120.0
2023-12-01 10:29:39+00:00,12/01/2023 05:29:39,2120.0
2023-12-01 10:31:15+00:00,12/01/2023 05:31:15,2120.0
2023-12-01 10:37:01+00:00,12/01/2023 05:37:01,2121.0
2023-12-01 10:38:35+00:00,12/01/2023 05:38:35,2121.0
2023-12-01 10:41:04+00:00,12/01/2023 05:41:04,2121.0
2023-12-01 10:43:31+00:00,12/01/2023 05:43:31,2124.0
2023-12-01 10:45:56+00:00,12/01/2023 05:45:56,2124.0
2023-12-01 10:50:01+00:00,12/01/2023 05:50:01,2120.0
2023-12-01 10:50:49+00:00,12/01/2023 05:50:49,2120.0
2023-12-01 10:54:48+00:00,12/01/2023 05:54:48,2122.0
2023-12-01 10:55:13+00:00,12/01/2023 05:55:13,2122.0
2023-12-01 10:56:25+00:00,12/01/2023 05:56:25,2121.0
2023-12-01 10:59:39+00:00,12/01/2023 05:59:39,2121.0
2023-12-01 11:03:28+00:00,12/01/2023 06:03:28,2120.0
2023-12-01 11:08:30+00:00,12/01/2023 06:08:30,2120.0
2023-12-01 11:15:09+00:00,12/01/2023 06:15:09,2122.0
2023-12-01 11:21:53+00:00,12/01/2023 06:21:53,2121.0
2023-12-01 11:28:40+00:00,12/01/2023 06:28:40,2121.0
2023-12-01 11:35:21+00:00,12/01/2023 06:35:21,2120.0
2023-12-01 11:41:12+00:00,12/01/2023 06:41:12,2121.0
2023-12-01 11:49:06+00:00,12/01/2023 06:49:06,2120.0
2023-12-01 11:56:21+00:00,12/01/2023 06:56:21,2122.0
2023-12-01 12:03:22+00:00,12/01/2023 07:03:22,2121.0
2023-12-01 12:09:05+00:00,12/01/2023 07:09:05,2121.0
2023-12-01 12:15:26+00:00,12/01/2023 07:15:26,2121.0
2023-12-01 12:21:50+00:00,12/01/2023 07:21:50,2120.0
2023-12-01 12:28:06+00:00,12/01/2023 07:28:06,2121.0
2023-12-01 12:36:05+00:00,12/01/2023 07:36:05,2122.0
2023-12-01 12:41:28+00:00,12/01/2023 07:41:28,2121.0
2023-12-01 12:47:23+00:00,12/01/2023 07:47:23,2121.0
2023-12-01 12:55:55+00:00,12/01/2023 07:55:55,2121.0
2023-12-01 13:02:31+00:00,12/01/2023 08:02:31,2121.0
2023-12-01 13:06:04+00:00,12/01/2023 08:06:04,2120.0
2023-12-01 13:10:25+00:00,12/01/2023 08:10:25,2121.0
2023-12-01 13:19:17+00:00,12/01/2023 08:19:17,2119.0
2023-12-01 13:24:47+00:00,12/01/2023 08:24:47,2121.0
2023-12-01 13:31:41+00:00,12/01/2023 08:31:41,2121.0
2023-12-01 13:41:28+00:00,12/01/2023 08:41:28,2121.0
2023-12-01 13:46:06+00:00,12/01/2023 08:46:06,2118.0
2023-12-01 13:47:30+00:00,12/01/2023 08:47:30,2119.0
2023-12-01 13:50:21+00:00,12/01/2023 08:50:21,2122.0
2023-12-01 13:56:39+00:00,12/01/2023 08:56:39,2121.0
2023-12-01 14:04:12+00:00,12/01/2023 09:04:12,2121.0
2023-12-01 14:07:20+00:00,12/01/2023 09:07:20,2123.0
2023-12-01 14:14:19+00:00,12/01/2023 09:14:19,2122.0
2023-12-01 14:20:21+00:00,12/01/2023 09:20:21,2120.0
2023-12-01 14:26:06+00:00,12/01/2023 09:26:06,2120.0
2023-12-01 14:31:57+00:00,12/01/2023 09:31:57,2123.0
2023-12-01 14:40:11+00:00,12/01/2023 09:40:11,2122.0
2023-12-01 14:46:17+00:00,12/01/2023 09:46:17,2122.0
2023-12-01 14:52:48+00:00,12/01/2023 09:52:48,2123.0
2023-12-01 14:59:17+00:00,12/01/2023 09:59:17,2122.0
2023-12-01 15:05:13+00:00,12/01/2023 10:05:13,2120.0
2023-12-01 15:09:51+00:00,12/01/2023 10:09:51,2122.0
2023-12-01 15:16:46+00:00,12/01/2023 10:16:46,2121.0
2023-12-01 15:24:37+00:00,12/01/2023 10:24:37,2122.0
2023-12-01 15:30:31+00:00,12/01/2023 10:30:31,2122.0
2023-12-01 15:35:40+00:00,12/01/2023 10:35:40,2122.0
2023-12-01 15:42:40+00:00,12/01/2023 10:42:40,2121.0
2023-12-01 15:51:00+00:00,12/01/2023 10:51:00,2122.0
2023-12-01 15:55:38+00:00,12/01/2023 10:55:38,2122.0
2023-12-01 16:00:32+00:00,12/01/2023 11:00:32,2120.0
2023-12-01 16:06:37+00:00,12/01/2023 11:06:37,2122.0
2023-12-01 16:14:40+00:00,12/01/2023 11:14:40,2122.0
2023-12-01 16:21:01+00:00,12/01/2023 11:21:01,2122.0
2023-12-01 16:25:25+00:00,12/01/2023 11:25:25,2121.0
2023-12-01 16:31:19+00:00,12/01/2023 11:31:19,2121.0
2023-12-01 16:36:25+00:00,12/01/2023 11:36:25,2122.0
2023-12-01 16:37:38+00:00,12/01/2023 11:37:38,2122.0
2023-12-01 16:44:40+00:00,12/01/2023 11:44:40,2122.0
2023-12-01 16:49:10+00:00,12/01/2023 11:49:10,2122.0
2023-12-01 16:49:37+00:00,12/01/2023 11:49:37,2122.0
2023-12-01 16:56:50+00:00,12/01/2023 11:56:50,2121.0
2023-12-01 17:00:51+00:00,12/01/2023 12:00:51,2122.0
2023-12-01 17:08:07+00:00,12/01/2023 12:08:07,2121.0
2023-12-01 17:14:40+00:00,12/01/2023 12:14:40,2122.0
2023-12-01 17:19:48+00:00,12/01/2023 12:19:48,2121.0
2023-12-01 17:27:29+00:00,12/01/2023 12:27:29,2121.0
2023-12-01 17:34:31+00:00,12/01/2023 12:34:31,2122.0
2023-12-01 17:39:45+00:00,12/01/2023 12:39:45,2122.0
2023-12-01 17:48:04+00:00,12/01/2023 12:48:04,2122.0
2023-12-01 17:54:28+00:00,12/01/2023 12:54:28,2122.0
2023-12-01 18:02:43+00:00,12/01/2023 13:02:43,2119.0
2023-12-01 18:09:11+00:00,12/01/2023 13:09:11,2121.0
2023-12-01 18:15:09+00:00,12/01/2023 13:15:09,2122.0
2023-12-01 18:21:57+00:00,12/01/2023 13:21:57,2119.0
2023-12-01 18:29:00+00:00,12/01/2023 13:29:00,2120.0
2023-12-01 18:36:12+00:00,12/01/2023 13:36:12,2122.0
2023-12-01 18:42:12+00:00,12/01/2023 13:42:12,2121.0
2023-12-01 18:50:26+00:00,12/01/2023 13:50:26,2123.0
2023-12-01 18:58:27+00:00,12/01/2023 13:58:27,2119.0
2023-12-01 19:05:41+00:00,12/01/2023 14:05:41,2121.0
2023-12-01 19:10:59+00:00,12/01/2023 14:10:59,2122.0
2023-12-01 19:17:52+00:00,12/01/2023 14:17:52,2122.0
2023-12-01 19:24:44+00:00,12/01/2023 14:24:44,2123.0
2023-12-01 19:33:20+00:00,12/01/2023 14:33:20,2121.0
2023-12-01 19:40:57+00:00,12/01/2023 14:40:57,2121.0
2023-12-01 19:45:03+00:00,12/01/2023 14:45:03,2122.0
2023-12-01 19:51:22+00:00,12/01/2023 14:51:22,2121.0
2023-12-01 19:57:08+00:00,12/01/2023 14:57:08,2123.0
2023-12-01 20:05:22+00:00,12/01/2023 15:05:22,2123.0
2023-12-01 20:13:27+00:00,12/01/2023 15:13:27,2122.0
2023-12-01 20:18:40+00:00,12/01/2023 15:18:40,2123.0
2023-12-01 20:26:11+00:00,12/01/2023 15:26:11,2123.0
2023-12-01 20:33:09+00:00,12/01/2023 15:33:09,2122.0
2023-12-01 20:41:01+00:00,12/01/2023 15:41:01,2123.0
2023-12-01 20:44:00+00:00,12/01/2023 15:44:00,2123.0
2023-12-01 20:53:32+00:00,12/01/2023 15:53:32,2122.0
2023-12-01 21:00:50+00:00,12/01/2023 16:00:50,2122.0
2023-12-01 21:08:19+00:00,12/01/2023 16:08:19,2123.0
2023-12-01 21:13:17+00:00,12/01/2023 16:13:17,2121.0
2023-12-01 21:18:55+00:00,12/01/2023 16:18:55,2121.0
2023-12-01 21:25:02+00:00,12/01/2023 16:25:02,2120.0
2023-12-01 21:31:00+00:00,12/01/2023 16:31:00,2122.0
2023-12-01 21:37:37+00:00,12/01/2023 16:37:37,2122.0
2023-12-01 21:47:51+00:00,12/01/2023 16:47:51,2121.0
2023-12-01 21:52:21+00:00,12/01/2023 16:52:21,2122.0
2023-12-01 21:57:52+00:00,12/01/2023 16:57:52,2121.0
2023-12-01 22:04:48+00:00,12/01/2023 17:04:48,2121.0
2023-12-01 22:11:12+00:00,12/01/2023 17:11:12,2121.0
2023-12-01 22:17:07+00:00,12/01/2023 17:17:07,2122.0
2023-12-01 22:25:22+00:00,12/01/2023 17:25:22,2121.0
2023-12-01 22:31:20+00:00,12/01/2023 17:31:20,2121.0
2023-12-01 22:34:55+00:00,12/01/2023 17:34:55,2119.0
2023-12-01 22:40:05+00:00,12/01/2023 17:40:05,2121.0
2023-12-01 22:46:24+00:00,12/01/2023 17:46:24,2121.0
2023-12-01 22:56:26+00:00,12/01/2023 17:56:26,2121.0
2023-12-01 23:01:25+00:00,12/01/2023 18:01:25,2121.0
2023-12-01 23:10:18+00:00,12/01/2023 18:10:18,2121.0
2023-12-01 23:18:15+00:00,12/01/2023 18:18:15,2121.0
2023-12-01 23:28:21+00:00,12/01/2023 18:28:21,2121.0
2023-12-01 23:38:44+00:00,12/01/2023 18:38:44,2121.0
2023-12-01 23:48:58+00:00,12/01/2023 18:48:58,2120.0
2023-12-01 23:55:39+00:00,12/01/2023 18:55:39,2120.0
2023-12-02 00:06:05+00:00,12/01/2023 19:06:05,2121.0
2023-12-02 00:10:01+00:00,12/01/2023 19:10:01,2121.0
2023-12-02 00:12:30+00:00,12/01/2023 19:12:30,2121.0
2023-12-02 00:23:17+00:00,12/01/2023 19:23:17,2120.0
2023-12-02 00:33:19+00:00,12/01/2023 19:33:19,2119.0
2023-12-02 00:43:58+00:00,12/01/2023 19:43:58,2121.0
2023-12-02 00:54:28+00:00,12/01/2023 19:54:28,2121.0
2023-12-02 01:02:02+00:00,12/01/2023 20:02:02,2121.0
2023-12-02 01:07:25+00:00,12/01/2023 20:07:25,2122.0
2023-12-02 01:10:25+00:00,12/01/2023 20:10:25,2121.0
2023-12-02 01:21:07+00:00,12/01/2023 20:21:07,2121.0
2023-12-02 01:27:39+00:00,12/01/2023 20:27:39,2122.0
2023-12-02 01:37:52+00:00,12/01/2023 20:37:52,2122.0
2023-12-02 01:44:08+00:00,12/01/2023 20:44:08,2120.0
2023-12-02 01:53:23+00:00,12/01/2023 20:53:23,2136.0
2023-12-02 01:54:36+00:00,12/01/2023 20:54:36,2136.0
2023-12-02 02:02:31+00:00,12/01/2023 21:02:31,2143.0
2023-12-02 02:05:17+00:00,12/01/2023 21:05:17,2143.0
2023-12-02 02:11:56+00:00,12/01/2023 21:11:56,2142.0
2023-12-02 02:19:39+00:00,12/01/2023 21:19:39,2149.0
2023-12-02 02:24:23+00:00,12/01/2023 21:24:23,2161.0
2023-12-02 02:26:41+00:00,12/01/2023 21:26:41,2170.0
2023-12-02 02:36:20+00:00,12/01/2023 21:36:20,2178.0
2023-12-02 02:39:46+00:00,12/01/2023 21:39:46,2182.0
2023-12-02 02:44:34+00:00,12/01/2023 21:44:34,2186.0
2023-12-02 02:53:32+00:00,12/01/2023 21:53:32,2199.0
2023-12-02 02:58:31+00:00,12/01/2023 21:58:31,2200.0
2023-12-02 03:09:17+00:00,12/01/2023 22:09:17,2210.0
2023-12-02 03:09:21+00:00,12/01/2023 22:09:21,2210.0
2023-12-02 03:09:36+00:00,12/01/2023 22:09:36,2212.0
2023-12-02 03:19:53+00:00,12/01/2023 22:19:53,2210.0
2023-12-02 03:21:21+00:00,12/01/2023 22:21:21,2212.0
2023-12-02 03:21:43+00:00,12/01/2023 22:21:43,2212.0
2023-12-02 03:31:06+00:00,12/01/2023 22:31:06,2218.0
2023-12-02 03:39:53+00:00,12/01/2023 22:39:53,2220.0
2023-12-02 03:41:48+00:00,12/01/2023 22:41:48,2220.0
2023-12-02 03:52:56+00:00,12/01/2023 22:52:56,2231.0
2023-12-02 03:54:57+00:00,12/01/2023 22:54:57,2231.0
2023-12-02 04:04:16+00:00,12/01/2023 23:04:16,2231.0
2023-12-02 04:08:26+00:00,12/01/2023 23:08:26,2237.0
2023-12-02 04:11:24+00:00,12/01/2023 23:11:24,2239.0
2023-12-02 04:21:35+00:00,12/01/2023 23:21:35,2250.0
2023-12-02 04:30:47+00:00,12/01/2023 23:30:47,2266.0
2023-12-02 04:39:48+00:00,12/01/2023 23:39:48,2274.0
2023-12-02 04:50:13+00:00,12/01/2023 23:50:13,2276.0
2023-12-02 04:51:59+00:00,12/01/2023 23:51:59,2276.0
2023-12-02 04:57:21+00:00,12/01/2023 23:57:21,2276.0
2023-12-02 05:02:21+00:00,12/02/2023 00:02:21,2278.0
2023-12-02 05:14:35+00:00,12/02/2023 00:14:35,2279.0
2023-12-02 05:23:56+00:00,12/02/2023 00:23:56,2290.0
2023-12-02 05:33:37+00:00,12/02/2023 00:33:37,2310.0
2023-12-02 05:42:05+00:00,12/02/2023 00:42:05,2313.0
2023-12-02 05:52:18+00:00,12/02/2023 00:52:18,2331.0
2023-12-02 06:02:13+00:00,12/02/2023 01:02:13,2341.0
2023-12-02 06:04:38+00:00,12/02/2023 01:04:38,2341.0
2023-12-02 06:05:47+00:00,12/02/2023 01:05:47,2341.0
2023-12-02 06:16:00+00:00,12/02/2023 01:16:00,2363.0
2023-12-02 06:24:17+00:00,12/02/2023 01:24:17,2364.0
2023-12-02 06:34:40+00:00,12/02/2023 01:34:40,2368.0
2023-12-02 06:45:25+00:00,12/02/2023 01:45:25,2368.0
2023-12-02 06:45:31+00:00,12/02/2023 01:45:31,2371.0
2023-12-02 06:54:07+00:00,12/02/2023 01:54:07,2368.0
2023-12-02 07:03:55+00:00,12/02/2023 02:03:55,2368.0
2023-12-02 07:12:05+00:00,12/02/2023 02:12:05,2364.0
2023-12-02 07:22:42+00:00,12/02/2023 02:22:42,2362.0
2023-12-02 07:24:08+00:00,12/02/2023 02:24:08,2361.0
2023-12-02 07:30:32+00:00,12/02/2023 02:30:32,2362.0
2023-12-02 07:40:20+00:00,12/02/2023 02:40:20,2380.0
2023-12-02 07:50:32+00:00,12/02/2023 02:50:32,2401.0
2023-12-02 07:51:33+00:00,12/02/2023 02:51:33,2401.0
2023-12-02 08:01:24+00:00,12/02/2023 03:01:24,2411.0
2023-12-02 08:10:59+00:00,12/02/2023 03:10:59,2429.0
2023-12-02 08:21:54+00:00,12/02/2023 03:21:54,2446.0
2023-12-02 08:29:44+00:00,12/02/2023 03:29:44,2449.0
2023-12-02 08:40:03+00:00,12/02/2023 03:40:03,2463.0
2023-12-02 08:50:21+00:00,12/02/2023 03:50:21,2463.0
2023-12-02 08:50:54+00:00,12/02/2023 03:50:54,2475.0
2023-12-02 09:00:34+00:00,12/02/2023 04:00:34,2472.0
2023-12-02 09:10:34+00:00,12/02/2023 04:10:34,2496.0
2023-12-02 09:20:40+00:00,12/02/2023 04:20:40,2504.0
2023-12-02 09:31:35+00:00,12/02/2023 04:31:35,2527.0
2023-12-02 09:42:09+00:00,12/02/2023 04:42:09,2527.0
2023-12-02 09:43:51+00:00,12/02/2023 04:43:51,2545.0
2023-12-02 09:55:06+00:00,12/02/2023 04:55:06,2550.0
2023-12-02 09:59:06+00:00,12/02/2023 04:59:06,2550.0
2023-12-02 10:09:55+00:00,12/02/2023 05:09:55,2552.0
2023-12-02 10:17:47+00:00,12/02/2023 05:17:47,2552.0
2023-12-02 10:28:04+00:00,12/02/2023 05:28:04,2554.0
2023-12-02 10:38:23+00:00,12/02/2023 05:38:23,2551.0
2023-12-02 10:48:31+00:00,12/02/2023 05:48:31,2550.0
2023-12-02 10:59:41+00:00,12/02/2023 05:59:41,2549.0
2023-12-02 11:05:47+00:00,12/02/2023 06:05:47,2551.0
2023-12-02 11:14:20+00:00,12/02/2023 06:14:20,2552.0
2023-12-02 11:22:39+00:00,12/02/2023 06:22:39,2551.0
2023-12-02 11:28:13+00:00,12/02/2023 06:28:13,2553.0
2023-12-02 11:34:21+00:00,12/02/2023 06:34:21,2551.0
2023-12-02 11:38:28+00:00,12/02/2023 06:38:28,2551.0
2023-12-02 11:44:07+00:00,12/02/2023 06:44:07,2551.0
2023-12-02 11:52:06+00:00,12/02/2023 06:52:06,2550.0
2023-12-02 11:59:19+00:00,12/02/2023 06:59:19,2552.0
2023-12-02 12:07:47+00:00,12/02/2023 07:07:47,2552.0
2023-12-02 12:13:49+00:00,12/02/2023 07:13:49,2549.0
2023-12-02 12:17:33+00:00,12/02/2023 07:17:33,2547.0
2023-12-02 12:22:49+00:00,12/02/2023 07:22:49,2547.0
2023-12-02 12:30:31+00:00,12/02/2023 07:30:31,2546.0
2023-12-02 12:38:05+00:00,12/02/2023 07:38:05,2548.0
2023-12-02 12:43:03+00:00,12/02/2023 07:43:03,2548.0
2023-12-02 12:53:25+00:00,12/02/2023 07:53:25,2551.0
2023-12-02 13:02:02+00:00,12/02/2023 08:02:02,2551.0
2023-12-02 13:15:31+00:00,12/02/2023 08:15:31,2550.0
2023-12-02 13:18:28+00:00,12/02/2023 08:18:28,2549.0
2023-12-02 13:22:56+00:00,12/02/2023 08:22:56,2551.0
2023-12-02 13:27:57+00:00,12/02/2023 08:27:57,2550.0
2023-12-02 13:29:54+00:00,12/02/2023 08:29:54,2548.0
2023-12-02 13:34:02+00:00,12/02/2023 08:34:02,2551.0
2023-12-02 13:44:47+00:00,12/02/2023 08:44:47,2549.0
2023-12-02 13:52:54+00:00,12/02/2023 08:52:54,2552.0
2023-12-02 13:56:15+00:00,12/02/2023 08:56:15,2552.0
2023-12-02 14:05:39+00:00,12/02/2023 09:05:39,2560.0
2023-12-02 14:14:07+00:00,12/02/2023 09:14:07,2559.0
2023-12-02 14:20:37+00:00,12/02/2023 09:20:37,2563.0
2023-12-02 14:26:47+00:00,12/02/2023 09:26:47,2564.0
2023-12-02 14:29:30+00:00,12/02/2023 09:29:30,2564.0
2023-12-02 14:33:55+00:00,12/02/2023 09:33:55,2564.0
2023-12-02 14:41:59+00:00,12/02/2023 09:41:59,2564.0
2023-12-02 14:53:21+00:00,12/02/2023 09:53:21,2566.0
2023-12-02 15:01:44+00:00,12/02/2023 10:01:44,2567.0
2023-12-02 15:08:01+00:00,12/02/2023 10:08:01,2567.0
2023-12-02 15:12:44+00:00,12/02/2023 10:12:44,2568.0
2023-12-02 15:23:17+00:00,12/02/2023 10:23:17,2564.0
2023-12-02 15:32:09+00:00,12/02/2023 10:32:09,2568.0
2023-12-02 15:39:26+00:00,12/02/2023 10:39:26,2572.0
2023-12-02 15:46:17+00:00,12/02/2023 10:46:17,2574.0
2023-12-02 15:53:45+00:00,12/02/2023 10:53:45,2577.0
2023-12-02 15:58:37+00:00,12/02/2023 10:58:37,2576.0
2023-12-02 16:08:50+00:00,12/02/2023 11:08:50,2581.0
2023-12-02 16:13:09+00:00,12/02/2023 11:13:09,2574.0
2023-12-02 16:20:41+00:00,12/02/2023 11:20:41,2576.0
2023-12-02 16:22:49+00:00,12/02/2023 11:22:49,2576.0
2023-12-02 16:29:06+00:00,12/02/2023 11:29:06,2574.0
2023-12-02 16:39:04+00:00,12/02/2023 11:39:04,2582.0
2023-12-02 16:46:18+00:00,12/02/2023 11:46:18,2589.0
2023-12-02 16:48:23+00:00,12/02/2023 11:48:23,2596.0
2023-12-02 16:55:18+00:00,12/02/2023 11:55:18,2596.0
2023-12-02 16:58:08+00:00,12/02/2023 11:58:08,2597.0
2023-12-02 17:05:20+00:00,12/02/2023 12:05:20,2610.0
2023-12-02 17:08:40+00:00,12/02/2023 12:08:40,2610.0
2023-12-02 17:11:07+00:00,12/02/2023 12:11:07,2624.0
2023-12-02 17:19:45+00:00,12/02/2023 12:19:45,2629.0
2023-12-02 17:25:35+00:00,12/02/2023 12:25:35,2630.0
2023-12-02 17:30:44+00:00,12/02/2023 12:30:44,2641.0
2023-12-02 17:32:54+00:00,12/02/2023 12:32:54,2649.0
2023-12-02 17:40:47+00:00,12/02/2023 12:40:47,2657.0
2023-12-02 17:48:11+00:00,12/02/2023 12:48:11,2658.0
2023-12-02 17:55:20+00:00,12/02/2023 12:55:20,2657.0
2023-12-02 18:01:07+00:00,12/02/2023 13:01:07,2657.0
2023-12-02 18:10:21+00:00,12/02/2023 13:10:21,2653.0
2023-12-02 18:13:53+00:00,12/02/2023 13:13:53,2653.0
2023-12-02 18:18:52+00:00,12/02/2023 13:18:52,2652.0
2023-12-02 18:23:17+00:00,12/02/2023 13:23:17,2654.0
2023-12-02 18:28:52+00:00,12/02/2023 13:28:52,2652.0
2023-12-02 18:36:17+00:00,12/02/2023 13:36:17,2650.0
2023-12-02 18:40:00+00:00,12/02/2023 13:40:00,2652.0
2023-12-02 18:46:23+00:00,12/02/2023 13:46:23,2652.0
2023-12-02 18:52:32+00:00,12/02/2023 13:52:32,2659.0
2023-12-02 18:57:35+00:00,12/02/2023 13:57:35,2660.0
2023-12-02 19:01:22+00:00,12/02/2023 14:01:22,2665.0
2023-12-02 19:08:57+00:00,12/02/2023 14:08:57,2666.0
2023-12-02 19:14:02+00:00,12/02/2023 14:14:02,2669.0
2023-12-02 19:18:49+00:00,12/02/2023 14:18:49,2668.0
2023-12-02 19:23:40+00:00,12/02/2023 14:23:40,2668.0
2023-12-02 19:29:46+00:00,12/02/2023 14:29:46,2667.0
2023-12-02 19:36:36+00:00,12/02/2023 14:36:36,2667.0
2023-12-02 19:37:49+00:00,12/02/2023 14:37:49,2667.0
2023-12-02 19:41:20+00:00,12/02/2023 14:41:20,2666.0
2023-12-02 19:45:48+00:00,12/02/2023 14:45:48,2666.0
2023-12-02 19:54:28+00:00,12/02/2023 14:54:28,2663.0
2023-12-02 20:05:01+00:00,12/02/2023 15:05:01,2662.0
2023-12-02 20:08:41+00:00,12/02/2023 15:08:41,2662.0
2023-12-02 20:16:54+00:00,12/02/2023 15:16:54,2658.0
2023-12-02 20:23:45+00:00,12/02/2023 15:23:45,2661.0
2023-12-02 20:32:12+00:00,12/02/2023 15:32:12,2661.0
2023-12-02 20:35:12+00:00,12/02/2023 15:35:12,2661.0
2023-12-02 20:41:44+00:00,12/02/2023 15:41:44,2660.0
2023-12-02 20:45:46+00:00,12/02/2023 15:45:46,2660.0
2023-12-02 20:50:33+00:00,12/02/2023 15:50:33,2661.0
2023-12-02 20:53:15+00:00,12/02/2023 15:53:15,2659.0
2023-12-02 20:59:48+00:00,12/02/2023 15:59:48,2663.0
2023-12-02 21:03:42+00:00,12/02/2023 16:03:42,2664.0
2023-12-02 21:09:48+00:00,12/02/2023 16:09:48,2664.0
