timestamp,utc_timestamp,zone_name,lmp
2024-04-01 12:30:00,2024-04-01 17:30:00,west,15.69
2024-04-01 12:30:00,2024-04-01 17:30:00,west,15.55
2024-04-01 12:45:00,2024-04-01 17:45:00,west,20.17
2024-04-01 12:45:00,2024-04-01 17:45:00,west,20.14
2024-04-01 13:00:00,2024-04-01 18:00:00,west,20.98
2024-04-01 13:00:00,2024-04-01 18:00:00,west,20.935000000000002
2024-04-01 13:15:00,2024-04-01 18:15:00,west,16.58
2024-04-01 13:15:00,2024-04-01 18:15:00,west,16.545
2024-04-01 13:30:00,2024-04-01 18:30:00,west,13.5
2024-04-01 13:30:00,2024-04-01 18:30:00,west,13.38
2024-04-01 13:45:00,2024-04-01 18:45:00,west,13.3
2024-04-01 13:45:00,2024-04-01 18:45:00,west,12.7
2024-04-01 14:00:00,2024-04-01 19:00:00,west,12.99
2024-04-01 14:00:00,2024-04-01 19:00:00,west,12.36
2024-04-01 14:15:00,2024-04-01 19:15:00,west,13.52
2024-04-01 14:15:00,2024-04-01 19:15:00,west,13.035
2024-04-01 14:30:00,2024-04-01 19:30:00,west,12.12
2024-04-01 14:30:00,2024-04-01 19:30:00,west,11.81
2024-04-01 14:45:00,2024-04-01 19:45:00,west,9.94
2024-04-01 14:45:00,2024-04-01 19:45:00,west,9.46
2024-04-01 15:00:00,2024-04-01 20:00:00,west,7.55
2024-04-01 15:00:00,2024-04-01 20:00:00,west,7.03
2024-04-01 15:15:00,2024-04-01 20:15:00,west,3.71
2024-04-01 15:15:00,2024-04-01 20:15:00,west,2.41
2024-04-01 15:30:00,2024-04-01 20:30:00,west,3.88
2024-04-01 15:30:00,2024-04-01 20:30:00,west,2.65
2024-04-01 15:45:00,2024-04-01 20:45:00,west,2.32
2024-04-01 15:45:00,2024-04-01 20:45:00,west,1.43
2024-04-01 16:00:00,2024-04-01 21:00:00,west,1.77
2024-04-01 16:00:00,2024-04-01 21:00:00,west,0.96
2024-04-01 16:15:00,2024-04-01 21:15:00,west,1.42
2024-04-01 16:15:00,2024-04-01 21:15:00,west,0.69
2024-04-01 16:30:00,2024-04-01 21:30:00,west,1.22
2024-04-01 16:30:00,2024-04-01 21:30:00,west,0.56
2024-04-01 16:45:00,2024-04-01 21:45:00,west,-2.92
2024-04-01 16:45:00,2024-04-01 21:45:00,west,5.375
2024-04-01 17:00:00,2024-04-01 22:00:00,west,-4.28
2024-04-01 17:00:00,2024-04-01 22:00:00,west,6.585
2024-04-01 17:15:00,2024-04-01 22:15:00,west,-1.98
2024-04-01 17:15:00,2024-04-01 22:15:00,west,3.91
2024-04-01 17:30:00,2024-04-01 22:30:00,west,-0.22
2024-04-01 17:30:00,2024-04-01 22:30:00,west,3.39
2024-04-01 17:45:00,2024-04-01 22:45:00,west,2.4
2024-04-01 17:45:00,2024-04-01 22:45:00,west,2.09
2024-04-01 18:00:00,2024-04-01 23:00:00,west,2.38
2024-04-01 18:00:00,2024-04-01 23:00:00,west,2.27
2024-04-01 18:15:00,2024-04-01 23:15:00,west,5.24
2024-04-01 18:15:00,2024-04-01 23:15:00,west,5.0
2024-04-01 18:30:00,2024-04-01 23:30:00,west,6.8
2024-04-01 18:30:00,2024-04-01 23:30:00,west,6.25
2024-04-01 18:45:00,2024-04-01 23:45:00,west,12.27
2024-04-01 18:45:00,2024-04-01 23:45:00,west,11.29
2024-04-01 19:00:00,2024-04-02 00:00:00,west,16.29
2024-04-01 19:00:00,2024-04-02 00:00:00,west,15.184999999999999
2024-04-01 19:15:00,2024-04-02 00:15:00,west,14.61
2024-04-01 19:15:00,2024-04-02 00:15:00,west,13.17
2024-04-01 19:30:00,2024-04-02 00:30:00,west,8.82
2024-04-01 19:30:00,2024-04-02 00:30:00,west,7.645
2024-04-01 19:45:00,2024-04-02 00:45:00,west,3.4
2024-04-01 19:45:00,2024-04-02 00:45:00,west,2.56
2024-04-01 20:00:00,2024-04-02 01:00:00,west,3.38
2024-04-01 20:00:00,2024-04-02 01:00:00,west,2.54
2024-04-01 20:15:00,2024-04-02 01:15:00,west,8.68
2024-04-01 20:15:00,2024-04-02 01:15:00,west,8.06
2024-04-01 20:30:00,2024-04-02 01:30:00,west,18.7
2024-04-01 20:30:00,2024-04-02 01:30:00,west,18.15
2024-04-01 20:45:00,2024-04-02 01:45:00,west,20.36
2024-04-01 20:45:00,2024-04-02 01:45:00,west,20.505000000000003
2024-04-01 21:00:00,2024-04-02 02:00:00,west,22.18
2024-04-01 21:00:00,2024-04-02 02:00:00,west,22.43
2024-04-01 21:15:00,2024-04-02 02:15:00,west,20.18
2024-04-01 21:15:00,2024-04-02 02:15:00,west,20.41
2024-04-01 21:30:00,2024-04-02 02:30:00,west,15.98
2024-04-01 21:30:00,2024-04-02 02:30:00,west,15.7
2024-04-01 21:45:00,2024-04-02 02:45:00,west,14.63
2024-04-01 21:45:00,2024-04-02 02:45:00,west,14.09
2024-04-01 22:00:00,2024-04-02 03:00:00,west,12.02
2024-04-01 22:00:00,2024-04-02 03:00:00,west,11.46
2024-04-01 22:15:00,2024-04-02 03:15:00,west,12.91
2024-04-01 22:15:00,2024-04-02 03:15:00,west,12.37
2024-04-01 22:30:00,2024-04-02 03:30:00,west,13.81
2024-04-01 22:30:00,2024-04-02 03:30:00,west,13.24
2024-04-01 22:45:00,2024-04-02 03:45:00,west,14.25
2024-04-01 22:45:00,2024-04-02 03:45:00,west,13.645
2024-04-01 23:00:00,2024-04-02 04:00:00,west,13.12
2024-04-01 23:00:00,2024-04-02 04:00:00,west,12.45
2024-04-01 23:15:00,2024-04-02 04:15:00,west,13.26
2024-04-01 23:15:00,2024-04-02 04:15:00,west,12.72
2024-04-01 23:30:00,2024-04-02 04:30:00,west,7.97
2024-04-01 23:30:00,2024-04-02 04:30:00,west,7.4
2024-04-01 23:45:00,2024-04-02 04:45:00,west,6.78
2024-04-01 23:45:00,2024-04-02 04:45:00,west,6.32
