timestamp_utc,timestamp,pnode_name,type,zone,total_lmp_da,system_energy_price_da,congestion_price_da,marginal_loss_price_da
2023-07-01 19:00:00+00:00,2023-07-01 15:00:00,AEP-DAYTON HUB,HUB,NaN,37.953759,35.75,1.93953,0.264229
2023-07-01 20:00:00+00:00,2023-07-01 16:00:00,AEP-DAYTON HUB,HUB,NaN,38.867908,37.53,1.22217,0.115738
2023-07-01 21:00:00+00:00,2023-07-01 17:00:00,AEP-DAYTON HUB,HUB,NaN,43.46009,41.81,1.532574,0.117516
2023-07-01 22:00:00+00:00,2023-07-01 18:00:00,AEP-DAYTON HUB,HUB,NaN,40.368298,38.89,1.264229,0.214069
2023-07-01 23:00:00+00:00,2023-07-01 19:00:00,AEP-DAYTON HUB,HUB,NaN,35.884752,33.49,2.062326,0.332426
2023-07-02 00:00:00+00:00,2023-07-01 20:00:00,AEP-DAYTON HUB,HUB,NaN,34.411901,31.63,2.439821,0.34208
2023-07-02 01:00:00+00:00,2023-07-01 21:00:00,AEP-DAYTON HUB,HUB,NaN,34.082242,31.66,2.018478,0.403764
2023-07-02 02:00:00+00:00,2023-07-01 22:00:00,AEP-DAYTON HUB,HUB,NaN,30.34704,28.46,1.415158,0.471882
2023-07-02 03:00:00+00:00,2023-07-01 23:00:00,AEP-DAYTON HUB,HUB,NaN,26.9862,25.7,0.814131,0.472069
2023-07-02 04:00:00+00:00,2023-07-02 00:00:00,AEP-DAYTON HUB,HUB,NaN,22.081774,21.05,0.764333,0.267441
2023-07-02 05:00:00+00:00,2023-07-02 01:00:00,AEP-DAYTON HUB,HUB,NaN,21.418562,20.5,0.736859,0.181703
2023-07-02 06:00:00+00:00,2023-07-02 02:00:00,AEP-DAYTON HUB,HUB,NaN,19.7113,18.69,0.756709,0.264591
2023-07-02 07:00:00+00:00,2023-07-02 03:00:00,AEP-DAYTON HUB,HUB,NaN,17.112064,16.37,0.503207,0.238857
2023-07-02 08:00:00+00:00,2023-07-02 04:00:00,AEP-DAYTON HUB,HUB,NaN,15.922503,15.07,0.660642,0.191861
2023-07-02 09:00:00+00:00,2023-07-02 05:00:00,AEP-DAYTON HUB,HUB,NaN,15.439365,14.55,0.722108,0.167257
2023-07-02 10:00:00+00:00,2023-07-02 06:00:00,AEP-DAYTON HUB,HUB,NaN,15.233556,14.17,0.944934,0.118622
2023-07-02 11:00:00+00:00,2023-07-02 07:00:00,AEP-DAYTON HUB,HUB,NaN,15.884078,15.0,0.703475,0.180603
2023-07-02 12:00:00+00:00,2023-07-02 08:00:00,AEP-DAYTON HUB,HUB,NaN,21.552365,19.92,1.384102,0.248263
2023-07-02 13:00:00+00:00,2023-07-02 09:00:00,AEP-DAYTON HUB,HUB,NaN,22.955957,21.27,1.426445,0.259512
2023-07-02 14:00:00+00:00,2023-07-02 10:00:00,AEP-DAYTON HUB,HUB,NaN,26.343587,24.47,1.713808,0.159779
2023-07-02 15:00:00+00:00,2023-07-02 11:00:00,AEP-DAYTON HUB,HUB,NaN,29.207638,27.26,2.027046,-0.079408
2023-07-02 16:00:00+00:00,2023-07-02 12:00:00,AEP-DAYTON HUB,HUB,NaN,30.981622,28.77,2.171798,0.039824
2023-07-02 17:00:00+00:00,2023-07-02 13:00:00,AEP-DAYTON HUB,HUB,NaN,32.307494,30.73,1.556455,0.021039
2023-07-02 18:00:00+00:00,2023-07-02 14:00:00,AEP-DAYTON HUB,HUB,NaN,33.401103,32.29,1.151771,-0.040668
2023-07-02 19:00:00+00:00,2023-07-02 15:00:00,AEP-DAYTON HUB,HUB,NaN,34.052076,33.22,1.068279,-0.236203
2023-07-02 20:00:00+00:00,2023-07-02 16:00:00,AEP-DAYTON HUB,HUB,NaN,35.566136,35.54,0.311773,-0.285637
2023-07-02 21:00:00+00:00,2023-07-02 17:00:00,AEP-DAYTON HUB,HUB,NaN,36.784585,37.51,-0.372108,-0.353307
2023-07-02 22:00:00+00:00,2023-07-02 18:00:00,AEP-DAYTON HUB,HUB,NaN,36.715747,37.38,-0.247741,-0.416512
2023-07-02 23:00:00+00:00,2023-07-02 19:00:00,AEP-DAYTON HUB,HUB,NaN,35.077989,34.44,0.923985,-0.285996
2023-07-03 00:00:00+00:00,2023-07-02 20:00:00,AEP-DAYTON HUB,HUB,NaN,33.572521,31.76,1.945538,-0.133017
2023-07-03 01:00:00+00:00,2023-07-02 21:00:00,AEP-DAYTON HUB,HUB,NaN,32.371275,30.38,1.994167,-0.002892
2023-07-03 02:00:00+00:00,2023-07-02 22:00:00,AEP-DAYTON HUB,HUB,NaN,29.948922,29.01,0.940115,-0.001193
2023-07-03 03:00:00+00:00,2023-07-02 23:00:00,AEP-DAYTON HUB,HUB,NaN,26.212481,25.1,0.864656,0.247825
2023-07-03 04:00:00+00:00,2023-07-03 00:00:00,AEP-DAYTON HUB,HUB,NaN,22.11451,21.5,0.547195,0.067315
2023-07-03 05:00:00+00:00,2023-07-03 01:00:00,AEP-DAYTON HUB,HUB,NaN,22.14162,21.5,0.545562,0.096058
2023-07-03 06:00:00+00:00,2023-07-03 02:00:00,AEP-DAYTON HUB,HUB,NaN,19.171423,18.66,0.366482,0.144941
2023-07-03 07:00:00+00:00,2023-07-03 03:00:00,AEP-DAYTON HUB,HUB,NaN,16.671167,16.15,0.42893,0.092237
2023-07-03 08:00:00+00:00,2023-07-03 04:00:00,AEP-DAYTON HUB,HUB,NaN,16.66882,16.13,0.426261,0.112559
2023-07-03 09:00:00+00:00,2023-07-03 05:00:00,AEP-DAYTON HUB,HUB,NaN,19.334251,18.59,0.636953,0.107298
2023-07-03 10:00:00+00:00,2023-07-03 06:00:00,AEP-DAYTON HUB,HUB,NaN,22.827653,22.02,0.684936,0.122717
2023-07-03 11:00:00+00:00,2023-07-03 07:00:00,AEP-DAYTON HUB,HUB,NaN,22.986456,22.38,0.507479,0.098977
2023-07-03 12:00:00+00:00,2023-07-03 08:00:00,AEP-DAYTON HUB,HUB,NaN,26.321772,25.75,0.4931,0.078672
2023-07-03 13:00:00+00:00,2023-07-03 09:00:00,AEP-DAYTON HUB,HUB,NaN,29.280972,28.41,0.907035,-0.036063
2023-07-03 14:00:00+00:00,2023-07-03 10:00:00,AEP-DAYTON HUB,HUB,NaN,32.357115,31.54,0.923842,-0.106727
2023-07-03 15:00:00+00:00,2023-07-03 11:00:00,AEP-DAYTON HUB,HUB,NaN,33.630885,33.01,0.928142,-0.307257
2023-07-03 16:00:00+00:00,2023-07-03 12:00:00,AEP-DAYTON HUB,HUB,NaN,36.725173,36.93,0.276598,-0.481425
2023-07-03 17:00:00+00:00,2023-07-03 13:00:00,AEP-DAYTON HUB,HUB,NaN,37.654541,38.73,-0.432156,-0.643303
2023-07-03 18:00:00+00:00,2023-07-03 14:00:00,AEP-DAYTON HUB,HUB,NaN,42.279834,43.78,-0.738993,-0.761173
2023-07-03 19:00:00+00:00,2023-07-03 15:00:00,AEP-DAYTON HUB,HUB,NaN,48.262237,49.96,-0.696239,-1.001524
2023-07-03 20:00:00+00:00,2023-07-03 16:00:00,AEP-DAYTON HUB,HUB,NaN,48.684231,51.74,-1.936768,-1.119001
2023-07-03 21:00:00+00:00,2023-07-03 17:00:00,AEP-DAYTON HUB,HUB,NaN,57.006781,59.29,-1.084763,-1.198456
2023-07-03 22:00:00+00:00,2023-07-03 18:00:00,AEP-DAYTON HUB,HUB,NaN,46.6949,48.07,-0.45631,-0.91879
2023-07-03 23:00:00+00:00,2023-07-03 19:00:00,AEP-DAYTON HUB,HUB,NaN,39.098992,38.99,0.835372,-0.72638
2023-07-04 00:00:00+00:00,2023-07-03 20:00:00,AEP-DAYTON HUB,HUB,NaN,37.320296,36.25,1.785172,-0.714876
2023-07-04 01:00:00+00:00,2023-07-03 21:00:00,AEP-DAYTON HUB,HUB,NaN,35.039897,34.12,1.465119,-0.545222
2023-07-04 02:00:00+00:00,2023-07-03 22:00:00,AEP-DAYTON HUB,HUB,NaN,31.512122,30.91,0.908719,-0.306597
2023-07-04 03:00:00+00:00,2023-07-03 23:00:00,AEP-DAYTON HUB,HUB,NaN,28.798125,27.78,1.046709,-0.028584
2023-07-04 04:00:00+00:00,2023-07-04 00:00:00,AEP-DAYTON HUB,HUB,NaN,24.391301,24.16,0.433644,-0.202343
2023-07-04 05:00:00+00:00,2023-07-04 01:00:00,AEP-DAYTON HUB,HUB,NaN,19.587077,19.34,0.333078,-0.086001
2023-07-04 06:00:00+00:00,2023-07-04 02:00:00,AEP-DAYTON HUB,HUB,NaN,19.40428,19.13,0.384596,-0.110316
2023-07-04 07:00:00+00:00,2023-07-04 03:00:00,AEP-DAYTON HUB,HUB,NaN,16.149371,16.04,0.192455,-0.083084
2023-07-04 08:00:00+00:00,2023-07-04 04:00:00,AEP-DAYTON HUB,HUB,NaN,15.257939,15.1,0.237746,-0.079807
2023-07-04 09:00:00+00:00,2023-07-04 05:00:00,AEP-DAYTON HUB,HUB,NaN,15.211282,14.9,0.409597,-0.098315
2023-07-04 10:00:00+00:00,2023-07-04 06:00:00,AEP-DAYTON HUB,HUB,NaN,15.5692,15.15,0.479054,-0.059854
2023-07-04 11:00:00+00:00,2023-07-04 07:00:00,AEP-DAYTON HUB,HUB,NaN,16.796963,16.45,0.316187,0.030776
2023-07-04 12:00:00+00:00,2023-07-04 08:00:00,AEP-DAYTON HUB,HUB,NaN,20.339107,19.9,0.357814,0.081293
2023-07-04 13:00:00+00:00,2023-07-04 09:00:00,AEP-DAYTON HUB,HUB,NaN,25.322199,24.54,0.707362,0.074837
2023-07-04 14:00:00+00:00,2023-07-04 10:00:00,AEP-DAYTON HUB,HUB,NaN,28.70602,28.22,0.615612,-0.129592
2023-07-04 15:00:00+00:00,2023-07-04 11:00:00,AEP-DAYTON HUB,HUB,NaN,32.07101,31.57,0.777814,-0.276804
2023-07-04 16:00:00+00:00,2023-07-04 12:00:00,AEP-DAYTON HUB,HUB,NaN,35.800868,35.3,0.924127,-0.423259
2023-07-04 17:00:00+00:00,2023-07-04 13:00:00,AEP-DAYTON HUB,HUB,NaN,40.56387,40.37,0.94893,-0.75506
2023-07-04 18:00:00+00:00,2023-07-04 14:00:00,AEP-DAYTON HUB,HUB,NaN,40.04807,40.39,0.337774,-0.679704
2023-07-04 19:00:00+00:00,2023-07-04 15:00:00,AEP-DAYTON HUB,HUB,NaN,45.118484,45.54,0.498005,-0.919521
2023-07-04 20:00:00+00:00,2023-07-04 16:00:00,AEP-DAYTON HUB,HUB,NaN,51.516018,51.82,1.051081,-1.355063
2023-07-04 21:00:00+00:00,2023-07-04 17:00:00,AEP-DAYTON HUB,HUB,NaN,55.827535,57.05,0.035884,-1.258349
2023-07-04 22:00:00+00:00,2023-07-04 18:00:00,AEP-DAYTON HUB,HUB,NaN,54.763192,54.53,1.027002,-0.79381
2023-07-04 23:00:00+00:00,2023-07-04 19:00:00,AEP-DAYTON HUB,HUB,NaN,45.988578,45.02,1.502783,-0.534205
2023-07-01 00:00:00+00:00,2023-06-30 20:00:00,AEP GEN HUB,HUB,NaN,38.761053,36.79,2.825,-0.853947
2023-07-01 01:00:00+00:00,2023-06-30 21:00:00,AEP GEN HUB,HUB,NaN,34.643421,33.22,2.122368,-0.698947
2023-07-01 02:00:00+00:00,2023-06-30 22:00:00,AEP GEN HUB,HUB,NaN,30.417895,29.69,1.046053,-0.318158
2023-07-01 03:00:00+00:00,2023-06-30 23:00:00,AEP GEN HUB,HUB,NaN,28.125526,27.36,0.95,-0.184474
2023-07-01 04:00:00+00:00,2023-07-01 00:00:00,AEP GEN HUB,HUB,NaN,24.335789,24.12,0.421579,-0.20579
2023-07-01 05:00:00+00:00,2023-07-01 01:00:00,AEP GEN HUB,HUB,NaN,21.979737,21.42,0.667632,-0.107895
2023-07-01 06:00:00+00:00,2023-07-01 02:00:00,AEP GEN HUB,HUB,NaN,20.455263,20.08,0.44,-0.064737
2023-07-01 07:00:00+00:00,2023-07-01 03:00:00,AEP GEN HUB,HUB,NaN,19.018421,18.65,0.407895,-0.039474
2023-07-01 08:00:00+00:00,2023-07-01 04:00:00,AEP GEN HUB,HUB,NaN,18.635263,18.44,0.246316,-0.051053
2023-07-01 09:00:00+00:00,2023-07-01 05:00:00,AEP GEN HUB,HUB,NaN,18.094211,17.87,0.296579,-0.072368
2023-07-01 10:00:00+00:00,2023-07-01 06:00:00,AEP GEN HUB,HUB,NaN,17.891053,17.7,0.301579,-0.110526
2023-07-01 11:00:00+00:00,2023-07-01 07:00:00,AEP GEN HUB,HUB,NaN,18.913947,18.49,0.493158,-0.069211
2023-07-01 12:00:00+00:00,2023-07-01 08:00:00,AEP GEN HUB,HUB,NaN,23.631316,22.95,0.852105,-0.170789
2023-07-01 13:00:00+00:00,2023-07-01 09:00:00,AEP GEN HUB,HUB,NaN,26.414474,25.68,1.077105,-0.342631
2023-07-01 14:00:00+00:00,2023-07-01 10:00:00,AEP GEN HUB,HUB,NaN,27.403158,26.68,1.192632,-0.469474
2023-07-01 15:00:00+00:00,2023-07-01 11:00:00,AEP GEN HUB,HUB,NaN,30.834211,29.85,1.562368,-0.578157
2023-07-01 16:00:00+00:00,2023-07-01 12:00:00,AEP GEN HUB,HUB,NaN,32.457105,31.24,1.952632,-0.735527
2023-07-01 17:00:00+00:00,2023-07-01 13:00:00,AEP GEN HUB,HUB,NaN,33.313421,32.39,1.716842,-0.793421
2023-07-01 18:00:00+00:00,2023-07-01 14:00:00,AEP GEN HUB,HUB,NaN,33.998684,33.54,1.325,-0.866316
2023-07-01 19:00:00+00:00,2023-07-01 15:00:00,AEP GEN HUB,HUB,NaN,36.615,35.75,1.911053,-1.046053
2023-07-01 20:00:00+00:00,2023-07-01 16:00:00,AEP GEN HUB,HUB,NaN,37.518421,37.53,1.206579,-1.218158
2023-07-01 21:00:00+00:00,2023-07-01 17:00:00,AEP GEN HUB,HUB,NaN,41.727105,41.81,1.267368,-1.350263
2023-07-01 22:00:00+00:00,2023-07-01 18:00:00,AEP GEN HUB,HUB,NaN,38.821053,38.89,1.108158,-1.177105
2023-07-01 23:00:00+00:00,2023-07-01 19:00:00,AEP GEN HUB,HUB,NaN,34.351842,33.49,1.761842,-0.9
2023-07-02 00:00:00+00:00,2023-07-01 20:00:00,AEP GEN HUB,HUB,NaN,33.016316,31.63,2.150526,-0.76421
2023-07-02 01:00:00+00:00,2023-07-01 21:00:00,AEP GEN HUB,HUB,NaN,32.713158,31.66,1.713421,-0.660263
2023-07-02 02:00:00+00:00,2023-07-01 22:00:00,AEP GEN HUB,HUB,NaN,29.138684,28.46,1.128421,-0.449737
2023-07-02 03:00:00+00:00,2023-07-01 23:00:00,AEP GEN HUB,HUB,NaN,25.957105,25.7,0.569474,-0.312369
2023-07-02 04:00:00+00:00,2023-07-02 00:00:00,AEP GEN HUB,HUB,NaN,21.404211,21.05,0.635526,-0.281315
2023-07-02 05:00:00+00:00,2023-07-02 01:00:00,AEP GEN HUB,HUB,NaN,20.784211,20.5,0.586316,-0.302105
2023-07-02 06:00:00+00:00,2023-07-02 02:00:00,AEP GEN HUB,HUB,NaN,19.065263,18.69,0.575263,-0.2
2023-07-02 07:00:00+00:00,2023-07-02 03:00:00,AEP GEN HUB,HUB,NaN,16.536579,16.37,0.335263,-0.168684
2023-07-02 08:00:00+00:00,2023-07-02 04:00:00,AEP GEN HUB,HUB,NaN,15.416842,15.07,0.517105,-0.170263
2023-07-02 09:00:00+00:00,2023-07-02 05:00:00,AEP GEN HUB,HUB,NaN,14.975263,14.55,0.604211,-0.178948
2023-07-02 10:00:00+00:00,2023-07-02 06:00:00,AEP GEN HUB,HUB,NaN,14.822368,14.17,0.856053,-0.203685
2023-07-02 11:00:00+00:00,2023-07-02 07:00:00,AEP GEN HUB,HUB,NaN,15.462895,15.0,0.626316,-0.163421
2023-07-02 12:00:00+00:00,2023-07-02 08:00:00,AEP GEN HUB,HUB,NaN,20.956053,19.92,1.283421,-0.247368
2023-07-02 13:00:00+00:00,2023-07-02 09:00:00,AEP GEN HUB,HUB,NaN,22.268684,21.27,1.320263,-0.321579
2023-07-02 14:00:00+00:00,2023-07-02 10:00:00,AEP GEN HUB,HUB,NaN,25.581579,24.47,1.644474,-0.532895
2023-07-02 15:00:00+00:00,2023-07-02 11:00:00,AEP GEN HUB,HUB,NaN,28.447368,27.26,2.006316,-0.818948
2023-07-02 16:00:00+00:00,2023-07-02 12:00:00,AEP GEN HUB,HUB,NaN,30.126579,28.77,2.177632,-0.821053
2023-07-02 17:00:00+00:00,2023-07-02 13:00:00,AEP GEN HUB,HUB,NaN,31.493684,30.73,1.678947,-0.915263
2023-07-02 18:00:00+00:00,2023-07-02 14:00:00,AEP GEN HUB,HUB,NaN,32.520263,32.29,1.258158,-1.027895
2023-07-02 19:00:00+00:00,2023-07-02 15:00:00,AEP GEN HUB,HUB,NaN,33.257632,33.22,1.270789,-1.233157
2023-07-02 20:00:00+00:00,2023-07-02 16:00:00,AEP GEN HUB,HUB,NaN,34.713684,35.54,0.537105,-1.363421
2023-07-02 21:00:00+00:00,2023-07-02 17:00:00,AEP GEN HUB,HUB,NaN,35.892105,37.51,-0.103947,-1.513948
2023-07-02 22:00:00+00:00,2023-07-02 18:00:00,AEP GEN HUB,HUB,NaN,35.801579,37.38,-0.025,-1.553421
2023-07-02 23:00:00+00:00,2023-07-02 19:00:00,AEP GEN HUB,HUB,NaN,34.131842,34.44,0.981316,-1.289474
2023-07-03 00:00:00+00:00,2023-07-02 20:00:00,AEP GEN HUB,HUB,NaN,32.640263,31.76,1.935526,-1.055263
2023-07-03 01:00:00+00:00,2023-07-02 21:00:00,AEP GEN HUB,HUB,NaN,31.431579,30.38,1.948947,-0.897368
2023-07-03 02:00:00+00:00,2023-07-02 22:00:00,AEP GEN HUB,HUB,NaN,29.070526,29.01,0.816842,-0.756316
2023-07-03 03:00:00+00:00,2023-07-02 23:00:00,AEP GEN HUB,HUB,NaN,25.491579,25.1,0.791316,-0.399737
2023-07-03 04:00:00+00:00,2023-07-03 00:00:00,AEP GEN HUB,HUB,NaN,21.382632,21.5,0.267105,-0.384473
2023-07-03 05:00:00+00:00,2023-07-03 01:00:00,AEP GEN HUB,HUB,NaN,21.421579,21.5,0.264737,-0.343158
2023-07-03 06:00:00+00:00,2023-07-03 02:00:00,AEP GEN HUB,HUB,NaN,18.545,18.66,0.076579,-0.191579
2023-07-03 07:00:00+00:00,2023-07-03 03:00:00,AEP GEN HUB,HUB,NaN,16.099737,16.15,0.139211,-0.189474
2023-07-03 08:00:00+00:00,2023-07-03 04:00:00,AEP GEN HUB,HUB,NaN,16.094737,16.13,0.138158,-0.173421
2023-07-03 09:00:00+00:00,2023-07-03 05:00:00,AEP GEN HUB,HUB,NaN,18.746316,18.59,0.360789,-0.204473
2023-07-03 10:00:00+00:00,2023-07-03 06:00:00,AEP GEN HUB,HUB,NaN,22.180526,22.02,0.404474,-0.243948
2023-07-03 11:00:00+00:00,2023-07-03 07:00:00,AEP GEN HUB,HUB,NaN,22.291579,22.38,0.183158,-0.271579
2023-07-03 12:00:00+00:00,2023-07-03 08:00:00,AEP GEN HUB,HUB,NaN,25.584211,25.75,0.178947,-0.344736
2023-07-03 13:00:00+00:00,2023-07-03 09:00:00,AEP GEN HUB,HUB,NaN,28.51,28.41,0.642632,-0.542632
2023-07-03 14:00:00+00:00,2023-07-03 10:00:00,AEP GEN HUB,HUB,NaN,31.482368,31.54,0.668421,-0.726053
2023-07-03 15:00:00+00:00,2023-07-03 11:00:00,AEP GEN HUB,HUB,NaN,32.783684,33.01,0.740263,-0.966579
2023-07-03 16:00:00+00:00,2023-07-03 12:00:00,AEP GEN HUB,HUB,NaN,35.955263,36.93,0.240789,-1.215526
2023-07-03 17:00:00+00:00,2023-07-03 13:00:00,AEP GEN HUB,HUB,NaN,36.197368,38.73,-1.128684,-1.403948
2023-07-03 18:00:00+00:00,2023-07-03 14:00:00,AEP GEN HUB,HUB,NaN,39.991316,43.78,-2.13,-1.658684
2023-07-03 19:00:00+00:00,2023-07-03 15:00:00,AEP GEN HUB,HUB,NaN,45.546579,49.96,-2.383947,-2.029474
2023-07-03 20:00:00+00:00,2023-07-03 16:00:00,AEP GEN HUB,HUB,NaN,45.286842,51.74,-4.224737,-2.228421
2023-07-03 21:00:00+00:00,2023-07-03 17:00:00,AEP GEN HUB,HUB,NaN,53.653684,59.29,-3.090263,-2.546053
2023-07-03 22:00:00+00:00,2023-07-03 18:00:00,AEP GEN HUB,HUB,NaN,44.22,48.07,-1.807105,-2.042895
2023-07-03 23:00:00+00:00,2023-07-03 19:00:00,AEP GEN HUB,HUB,NaN,37.042895,38.99,-0.351316,-1.595789
2023-07-04 00:00:00+00:00,2023-07-03 20:00:00,AEP GEN HUB,HUB,NaN,36.306579,36.25,1.535,-1.478421
2023-07-04 01:00:00+00:00,2023-07-03 21:00:00,AEP GEN HUB,HUB,NaN,34.028684,34.12,1.172632,-1.263948
2023-07-04 02:00:00+00:00,2023-07-03 22:00:00,AEP GEN HUB,HUB,NaN,30.535263,30.91,0.612632,-0.987369
2023-07-04 03:00:00+00:00,2023-07-03 23:00:00,AEP GEN HUB,HUB,NaN,27.913684,27.78,0.755789,-0.622105
2023-07-04 04:00:00+00:00,2023-07-04 00:00:00,AEP GEN HUB,HUB,NaN,23.931316,24.16,0.403421,-0.632105
2023-07-04 05:00:00+00:00,2023-07-04 01:00:00,AEP GEN HUB,HUB,NaN,19.227368,19.34,0.332105,-0.444737
2023-07-04 06:00:00+00:00,2023-07-04 02:00:00,AEP GEN HUB,HUB,NaN,19.045789,19.13,0.365,-0.449211
2023-07-04 07:00:00+00:00,2023-07-04 03:00:00,AEP GEN HUB,HUB,NaN,15.877895,16.04,0.193947,-0.356052
2023-07-04 08:00:00+00:00,2023-07-04 04:00:00,AEP GEN HUB,HUB,NaN,15.004474,15.1,0.236842,-0.332368
2023-07-04 09:00:00+00:00,2023-07-04 05:00:00,AEP GEN HUB,HUB,NaN,14.950263,14.9,0.412632,-0.362369
2023-07-04 10:00:00+00:00,2023-07-04 06:00:00,AEP GEN HUB,HUB,NaN,15.283684,15.15,0.482632,-0.348948
2023-07-04 11:00:00+00:00,2023-07-04 07:00:00,AEP GEN HUB,HUB,NaN,16.443684,16.45,0.318421,-0.324737
2023-07-04 12:00:00+00:00,2023-07-04 08:00:00,AEP GEN HUB,HUB,NaN,19.869211,19.9,0.359737,-0.390526
2023-07-04 13:00:00+00:00,2023-07-04 09:00:00,AEP GEN HUB,HUB,NaN,24.683684,24.54,0.713684,-0.57
2023-07-04 14:00:00+00:00,2023-07-04 10:00:00,AEP GEN HUB,HUB,NaN,27.988947,28.22,0.618684,-0.849737
2023-07-04 15:00:00+00:00,2023-07-04 11:00:00,AEP GEN HUB,HUB,NaN,31.293947,31.57,0.779474,-1.055527
2023-07-04 16:00:00+00:00,2023-07-04 12:00:00,AEP GEN HUB,HUB,NaN,34.888421,35.3,0.931842,-1.343421
2023-07-04 17:00:00+00:00,2023-07-04 13:00:00,AEP GEN HUB,HUB,NaN,39.233421,40.37,0.656053,-1.792632
2023-07-04 18:00:00+00:00,2023-07-04 14:00:00,AEP GEN HUB,HUB,NaN,38.091053,40.39,-0.529474,-1.769473
2023-07-04 19:00:00+00:00,2023-07-04 15:00:00,AEP GEN HUB,HUB,NaN,43.051316,45.54,-0.382895,-2.105789
2023-07-04 20:00:00+00:00,2023-07-04 16:00:00,AEP GEN HUB,HUB,NaN,48.612895,51.82,-0.576316,-2.630789
2023-07-04 21:00:00+00:00,2023-07-04 17:00:00,AEP GEN HUB,HUB,NaN,52.893684,57.05,-1.400526,-2.75579
2023-07-04 22:00:00+00:00,2023-07-04 18:00:00,AEP GEN HUB,HUB,NaN,51.748421,54.53,-0.427895,-2.353684
2023-07-04 23:00:00+00:00,2023-07-04 19:00:00,AEP GEN HUB,HUB,NaN,43.835,45.02,0.587895,-1.772895
