month,hour_of_day,avg_loss_component,avg_total_lmp,avg_loss_percentage_of_lmp,observation_count
10,21,1.93760752688172,35.77478494623654,5.48493695332314,372
10,22,1.6960080645161295,31.564583333333346,5.48754274527412,372
10,23,1.4550537634408605,28.284059139784965,5.326056243493697,372
11,0,1.595069444444444,28.722263888888893,5.610607060460083,360
11,1,1.411182795698925,26.428548387096804,5.423805851725172,372
11,2,1.3680740740740738,26.34711574074074,5.208661596967592,360
11,3,1.332833333333333,26.195194444444457,5.124859352268899,360
11,4,1.3406666666666678,26.216611111111146,5.137272195315587,360
11,5,1.545847299813779,29.050297951582856,5.524569377213105,358
11,6,1.8773809523809517,34.81246965452848,5.447237862300722,357
11,7,2.1792222222222213,37.815148148148154,5.821831221487633,360
11,8,2.013712962962965,32.54866203703705,6.2349104605101955,360
11,9,2.084819444444444,34.10473842592587,6.414415876253373,360
11,10,2.068180555555558,40.7071527777778,6.584139768021114,360
11,11,2.0705277777777757,31.039555555555555,6.7074268310955905,360
11,12,2.070055555555555,32.91612500000001,6.635370666700271,360
11,13,2.103347222222222,31.631375000000027,6.709852891821648,360
11,14,2.259796296296296,34.07100462962961,6.757949810454866,360
11,15,2.9074027777777753,44.58665277777779,6.591176637802672,360
11,16,2.858037037037036,44.59177314814816,6.426619387261334,360
11,17,3.1708518518518485,48.16160648148152,6.554020176267538,360
11,18,3.247518518518517,50.502490740740754,6.4671120396439585,360
11,19,2.5443425925925927,40.01038888888891,6.397794408941886,360
11,20,2.3197777777777766,36.57791666666669,6.380426255264549,360
11,21,2.0773750000000004,33.27553703703706,6.436735874054109,360
11,22,2.0540972222222207,32.45134722222224,6.330892842686472,360
11,23,1.800546296296297,31.33482870370369,5.887211515090131,360
12,0,4.244852150537636,71.36495967741935,5.649955754514699,372
12,1,3.7142473118279566,63.87833333333334,5.455497679144153,372
12,2,3.4809677419354834,61.395215053763444,5.296409858148549,372
12,3,3.2781182795698927,59.44983870967741,5.180317704733926,372
12,4,3.1210483870967654,56.63379032258059,5.181703195198672,372
12,5,3.6028225806451606,62.12111559139785,5.435362442287295,372
12,6,4.0304301075268825,69.3851344086021,5.684412903621783,372
12,7,4.765819892473117,82.9750537634409,5.776538887562677,372
12,8,4.153741039426525,72.52558243727599,5.8041322240408855,372
12,9,4.672114695340502,80.54204749103947,6.023405296101676,372
12,10,4.904592293906809,79.5208378136201,6.05426879674402,372
12,11,4.831899641577056,78.73959677419352,6.153303224119772,372
12,12,4.562258064516133,71.941267921147,6.207157057744656,372
12,13,4.292511200716848,70.83033826164869,6.1145657111968905,372
12,14,4.463832885304658,72.59614247311828,6.067962672711227,372
12,15,4.669740143369173,76.73094086021507,6.160487283738331,372
12,16,5.2960483870967785,88.48466845878134,6.163977325383953,372
12,17,6.146402329749107,98.12252688172047,6.519300782176841,372
12,18,5.859605734767024,87.08038978494625,6.837725529350782,372
12,19,5.50741935483871,88.79719534050179,6.55343967875508,372
12,20,4.786922043010753,74.57482526881726,6.391193133112256,372
12,21,4.94630376344086,73.86072580645168,6.321145266207214,372
12,22,4.51030017921147,69.88974910394265,6.143419998182581,372
12,23,4.464690860215049,72.52638440860215,5.881072021095189,372
