timestamp,actual_load
2020-01-01 00:00:00,5012.3
2020-01-01 00:05:00,4972.8
2020-01-01 00:10:00,4936.6
2020-01-01 00:15:00,4928.8
2020-01-01 00:20:00,4929.0
2020-01-01 00:25:00,4938.6
2020-01-01 00:30:00,4924.1
2020-01-01 00:35:00,4926.0
2020-01-01 00:40:00,4872.9
2020-01-01 00:45:00,4884.8
2020-01-01 00:50:00,4856.7
2020-01-01 00:55:00,4863.7
2020-01-01 01:00:00,4879.4
2020-01-01 01:05:00,4834.0
2020-01-01 01:10:00,4839.2
2020-01-01 01:15:00,4813.1
2020-01-01 01:20:00,4794.6
2020-01-01 01:25:00,4758.6
2020-01-01 01:30:00,4786.9
2020-01-01 01:35:00,4750.4
2020-01-01 01:40:00,4758.5
2020-01-01 01:45:00,4735.7
2020-01-01 01:50:00,4711.2
2020-01-01 01:55:00,4725.9
2020-01-01 02:00:00,4685.5
2020-01-01 02:05:00,4677.1
2020-01-01 02:10:00,4672.4
2020-01-01 02:15:00,4679.8
2020-01-01 02:20:00,4668.1
2020-01-01 02:25:00,4653.0
2020-01-01 02:30:00,4626.5
2020-01-01 02:35:00,4621.2
2020-01-01 02:40:00,4607.3
2020-01-01 02:45:00,4607.4
2020-01-01 02:50:00,4596.1
2020-01-01 02:55:00,4583.6
2020-01-01 03:00:00,4579.5
2020-01-01 03:05:00,4548.9
2020-01-01 03:10:00,4549.0
2020-01-01 03:15:00,4543.0
2020-01-01 03:20:00,4547.4
2020-01-01 03:25:00,4511.6
2020-01-01 03:30:00,4518.7
2020-01-01 03:35:00,4506.5
2020-01-01 03:40:00,4494.5
2020-01-01 03:45:00,4489.1
2020-01-01 03:50:00,4499.2
2020-01-01 03:55:00,4481.9
2020-01-01 04:00:00,4467.8
2020-01-01 04:05:00,4471.4
2020-01-01 04:10:00,4475.5
2020-01-01 04:15:00,4461.5
2020-01-01 04:20:00,4451.9
2020-01-01 04:25:00,4465.7
2020-01-01 04:30:00,4462.1
2020-01-01 04:35:00,4447.7
2020-01-01 04:40:00,4459.1
2020-01-01 04:45:00,4454.7
2020-01-01 04:50:00,4464.1
2020-01-01 04:55:00,4445.4
2020-01-01 05:00:00,4452.8
2020-01-01 05:05:00,4434.0
2020-01-01 05:10:00,4485.2
2020-01-01 05:15:00,4478.0
2020-01-01 05:20:00,4491.9
2020-01-01 05:25:00,4490.9
2020-01-01 05:30:00,4488.1
2020-01-01 05:35:00,4489.4
2020-01-01 05:40:00,4524.3
2020-01-01 05:45:00,4503.4
2020-01-01 05:50:00,4519.1
2020-01-01 05:55:00,4525.7
2020-01-01 06:00:00,4524.8
2020-01-01 06:05:00,4545.2
2020-01-01 06:10:00,4567.7
2020-01-01 06:15:00,4582.7
2020-01-01 06:20:00,4586.9
2020-01-01 06:25:00,4606.4
2020-01-01 06:30:00,4619.8
2020-01-01 06:35:00,4624.1
2020-01-01 06:40:00,4604.0
2020-01-01 06:45:00,4618.6
2020-01-01 06:50:00,4621.0
2020-01-01 06:55:00,4659.4
2020-01-01 07:00:00,4648.1
2020-01-01 07:05:00,4693.6
2020-01-01 07:10:00,4695.8
2020-01-01 07:15:00,4679.0
2020-01-01 07:20:00,4666.9
2020-01-01 07:25:00,4715.8
2020-01-01 07:30:00,4707.2
2020-01-01 07:35:00,4729.9
2020-01-01 07:40:00,4717.2
2020-01-01 07:45:00,4710.5
2020-01-01 07:50:00,4725.1
2020-01-01 07:55:00,4736.2
2020-01-01 08:00:00,4755.2
2020-01-01 08:05:00,4748.6
2020-01-01 08:10:00,4767.7
2020-01-01 08:15:00,4782.2
2020-01-01 08:20:00,4778.4
2020-01-01 08:25:00,4827.9
2020-01-01 08:30:00,4814.8
2020-01-01 08:35:00,4826.9
2020-01-01 08:40:00,4836.1
2020-01-01 08:45:00,4852.9
2020-01-01 08:50:00,4861.7
2020-01-01 08:55:00,4909.1
2020-01-01 09:00:00,4906.8
2020-01-01 09:05:00,4917.4
2020-01-01 09:10:00,4920.6
2020-01-01 09:15:00,4947.0
2020-01-01 09:20:00,4957.7
2020-01-01 09:25:00,5002.6
2020-01-01 09:30:00,4981.6
2020-01-01 09:35:00,4999.2
2020-01-01 09:40:00,5019.6
2020-01-01 09:45:00,5009.0
2020-01-01 09:50:00,5026.0
2020-01-01 09:55:00,5050.4
2020-01-01 10:00:00,5030.6
2020-01-01 10:05:00,5068.6
2020-01-01 10:10:00,5063.6
2020-01-01 10:15:00,5071.3
2020-01-01 10:20:00,5078.0
