date,hour,avg_price,min_price,max_price,median_price,hourly_count
2024-08-23,11,21.96,21.96,21.96,21.96,1
2024-08-23,12,26.63,26.63,26.63,26.63,1
2024-08-23,13,33.72,33.72,33.72,33.72,1
2024-08-23,14,35.91,35.91,35.91,35.91,1
2024-08-23,15,39.58,39.58,39.58,39.58,1
2024-08-23,16,41.52,41.52,41.52,41.52,1
2024-08-23,17,39.35,39.35,39.35,39.35,1
2024-08-23,18,35.22,35.22,35.22,35.22,1
2024-08-23,19,40.28,40.28,40.28,40.28,1
2024-08-23,20,31.14,31.14,31.14,31.14,1
2024-08-23,21,23.87,23.87,23.87,23.87,1
2024-08-23,22,20.18,20.18,20.18,20.18,1
2024-08-23,23,17.38,17.38,17.38,17.38,1
2024-08-24,0,18.7,18.7,18.7,18.7,1
2024-08-24,1,17.11,17.11,17.11,17.11,1
2024-08-24,2,15.2,15.2,15.2,15.2,1
2024-08-24,3,14.81,14.81,14.81,14.81,1
2024-08-24,4,13.65,13.65,13.65,13.65,1
2024-08-24,5,14.16,14.16,14.16,14.16,1
2024-08-24,6,16.0,16.0,16.0,16.0,1
2024-08-24,7,15.52,15.52,15.52,15.52,1
2024-08-24,8,11.5,11.5,11.5,11.5,1
2024-08-24,9,11.69,11.69,11.69,11.69,1
2024-08-24,10,15.64,15.64,15.64,15.64,1
2024-08-24,11,21.21,21.21,21.21,21.21,1
2024-08-24,12,23.71,23.71,23.71,23.71,1
2024-08-24,13,26.56,26.56,26.56,26.56,1
2024-08-24,14,29.09,29.09,29.09,29.09,1
2024-08-24,15,31.24,31.24,31.24,31.24,1
2024-08-24,16,28.1,28.1,28.1,28.1,1
2024-08-24,17,28.91,28.91,28.91,28.91,1
2024-08-24,18,33.1,33.1,33.1,33.1,1
2024-08-24,19,47.29,47.29,47.29,47.29,1
2024-08-24,20,38.87,38.87,38.87,38.87,1
2024-08-24,21,21.94,21.94,21.94,21.94,1
2024-08-24,22,20.05,20.05,20.05,20.05,1
2024-08-24,23,16.15,16.15,16.15,16.15,1
2024-08-25,0,16.62,16.62,16.62,16.62,1
2024-08-25,1,14.57,14.57,14.57,14.57,1
2024-08-25,2,13.86,13.86,13.86,13.86,1
2024-08-25,3,13.33,13.33,13.33,13.33,1
2024-08-25,4,13.39,13.39,13.39,13.39,1
2024-08-25,5,14.29,14.29,14.29,14.29,1
2024-08-25,6,14.3,14.3,14.3,14.3,1
2024-08-25,7,14.06,14.06,14.06,14.06,1
2024-08-25,8,11.42,11.42,11.42,11.42,1
2024-08-25,9,11.53,11.53,11.53,11.53,1
2024-08-25,10,15.38,15.38,15.38,15.38,1
2024-08-25,11,19.98,19.98,19.98,19.98,1
2024-08-25,12,24.64,24.64,24.64,24.64,1
2024-08-25,13,27.69,27.69,27.69,27.69,1
2024-08-25,14,26.42,26.42,26.42,26.42,1
2024-08-25,15,29.28,29.28,29.28,29.28,1
2024-08-25,16,30.24,30.24,30.24,30.24,1
2024-08-25,17,29.73,29.73,29.73,29.73,1
2024-08-25,18,36.89,36.89,36.89,36.89,1
2024-08-25,19,52.37,52.37,52.37,52.37,1
2024-08-25,20,48.03,48.03,48.03,48.03,1
2024-08-25,21,28.06,28.06,28.06,28.06,1
2024-08-25,22,21.65,21.65,21.65,21.65,1
2024-08-25,23,16.57,16.57,16.57,16.57,1
2024-08-26,0,18.32,18.32,18.32,18.32,1
2024-08-26,1,17.05,17.05,17.05,17.05,1
2024-08-26,2,17.21,17.21,17.21,17.21,1
2024-08-26,3,17.28,17.28,17.28,17.28,1
2024-08-26,4,18.34,18.34,18.34,18.34,1
2024-08-26,5,20.34,20.34,20.34,20.34,1
2024-08-26,6,20.1,20.1,20.1,20.1,1
2024-08-26,7,19.9,19.9,19.9,19.9,1
2024-08-26,8,15.4,15.4,15.4,15.4,1
2024-08-26,9,14.95,14.95,14.95,14.95,1
2024-08-26,10,18.82,18.82,18.82,18.82,1
2024-08-26,11,22.61,22.61,22.61,22.61,1
2024-08-26,12,27.93,27.93,27.93,27.93,1
2024-08-26,13,31.24,31.24,31.24,31.24,1
2024-08-26,14,34.81,34.81,34.81,34.81,1
2024-08-26,15,36.42,36.42,36.42,36.42,1
2024-08-26,16,38.6,38.6,38.6,38.6,1
2024-08-26,17,39.86,39.86,39.86,39.86,1
2024-08-26,18,41.69,41.69,41.69,41.69,1
2024-08-26,19,49.8,49.8,49.8,49.8,1
2024-08-26,20,39.21,39.21,39.21,39.21,1
2024-08-26,21,26.05,26.05,26.05,26.05,1
2024-08-26,22,22.22,22.22,22.22,22.22,1
2024-08-26,23,17.34,17.34,17.34,17.34,1
2024-08-27,0,18.72,18.72,18.72,18.72,1
2024-08-27,1,18.08,18.08,18.08,18.08,1
2024-08-27,2,18.0,18.0,18.0,18.0,1
2024-08-27,3,18.45,18.45,18.45,18.45,1
2024-08-27,4,19.08,19.08,19.08,19.08,1
2024-08-27,5,23.18,23.18,23.18,23.18,1
2024-08-27,6,25.26,25.26,25.26,25.26,1
2024-08-27,7,23.2,23.2,23.2,23.2,1
2024-08-27,8,18.77,18.77,18.77,18.77,1
2024-08-27,9,17.17,17.17,17.17,17.17,1
2024-08-27,10,20.08,20.08,20.08,20.08,1
2024-08-27,11,22.23,22.23,22.23,22.23,1
2024-08-27,12,27.67,27.67,27.67,27.67,1
2024-08-27,13,27.66,27.66,27.66,27.66,1
2024-08-27,14,32.34,32.34,32.34,32.34,1
2024-08-27,15,33.17,33.17,33.17,33.17,1
2024-08-27,16,36.38,36.38,36.38,36.38,1
2024-08-27,17,37.91,37.91,37.91,37.91,1
2024-08-27,18,41.89,41.89,41.89,41.89,1
2024-08-27,19,46.29,46.29,46.29,46.29,1
2024-08-27,20,38.22,38.22,38.22,38.22,1
2024-08-27,21,25.94,25.94,25.94,25.94,1
2024-08-27,22,22.37,22.37,22.37,22.37,1
2024-08-27,23,19.53,19.53,19.53,19.53,1
2024-08-28,0,20.5,20.5,20.5,20.5,1
2024-08-28,1,19.27,19.27,19.27,19.27,1
2024-08-28,2,18.58,18.58,18.58,18.58,1
2024-08-28,3,19.27,19.27,19.27,19.27,1
2024-08-28,4,20.74,20.74,20.74,20.74,1
2024-08-28,5,23.45,23.45,23.45,23.45,1
2024-08-28,6,28.0,28.0,28.0,28.0,1
2024-08-28,7,25.69,25.69,25.69,25.69,1
2024-08-28,8,20.03,20.03,20.03,20.03,1
2024-08-28,9,18.76,18.76,18.76,18.76,1
2024-08-28,10,23.32,23.32,23.32,23.32,1
2024-08-28,11,24.84,24.84,24.84,24.84,1
2024-08-28,12,26.94,26.94,26.94,26.94,1
2024-08-28,13,30.77,30.77,30.77,30.77,1
2024-08-28,14,37.87,37.87,37.87,37.87,1
2024-08-28,15,36.94,36.94,36.94,36.94,1
2024-08-28,16,37.7,37.7,37.7,37.7,1
2024-08-28,17,36.53,36.53,36.53,36.53,1
2024-08-28,18,36.57,36.57,36.57,36.57,1
2024-08-28,19,40.88,40.88,40.88,40.88,1
2024-08-28,20,40.47,40.47,40.47,40.47,1
2024-08-28,21,28.44,28.44,28.44,28.44,1
2024-08-28,22,23.4,23.4,23.4,23.4,1
2024-08-28,23,20.99,20.99,20.99,20.99,1
2024-08-29,0,18.76,18.76,18.76,18.76,1
2024-08-29,1,17.35,17.35,17.35,17.35,1
2024-08-29,2,16.82,16.82,16.82,16.82,1
2024-08-29,3,17.11,17.11,17.11,17.11,1
2024-08-29,4,17.92,17.92,17.92,17.92,1
2024-08-29,5,20.72,20.72,20.72,20.72,1
2024-08-29,6,23.58,23.58,23.58,23.58,1
2024-08-29,7,22.41,22.41,22.41,22.41,1
2024-08-29,8,18.1,18.1,18.1,18.1,1
2024-08-29,9,16.28,16.28,16.28,16.28,1
2024-08-29,10,17.2,17.2,17.2,17.2,1
2024-08-29,11,19.87,19.87,19.87,19.87,1
2024-08-29,12,21.8,21.8,21.8,21.8,1
2024-08-29,13,22.4,22.4,22.4,22.4,1
2024-08-29,14,26.73,26.73,26.73,26.73,1
2024-08-29,15,29.23,29.23,29.23,29.23,1
2024-08-29,16,31.0,31.0,31.0,31.0,1
2024-08-29,17,32.02,32.02,32.02,32.02,1
2024-08-29,18,35.97,35.97,35.97,35.97,1
2024-08-29,19,43.68,43.68,43.68,43.68,1
2024-08-29,20,35.49,35.49,35.49,35.49,1
2024-08-29,21,25.54,25.54,25.54,25.54,1
2024-08-29,22,21.0,21.0,21.0,21.0,1
2024-08-29,23,17.92,17.92,17.92,17.92,1
2024-08-30,0,15.46,15.46,15.46,15.46,1
2024-08-30,1,15.12,15.12,15.12,15.12,1
2024-08-30,2,15.93,15.93,15.93,15.93,1
2024-08-30,3,16.57,16.57,16.57,16.57,1
2024-08-30,4,17.7,17.7,17.7,17.7,1
2024-08-30,5,20.78,20.78,20.78,20.78,1
2024-08-30,6,24.44,24.44,24.44,24.44,1
2024-08-30,7,22.94,22.94,22.94,22.94,1
2024-08-30,8,17.76,17.76,17.76,17.76,1
2024-08-30,9,17.67,17.67,17.67,17.67,1
2024-08-30,10,19.56,19.56,19.56,19.56,1
2024-08-30,11,21.59,21.59,21.59,21.59,1
2024-08-30,12,20.8,20.8,20.8,20.8,1
2024-08-30,13,24.61,24.61,24.61,24.61,1
2024-08-30,14,26.4,26.4,26.4,26.4,1
2024-08-30,15,28.61,28.61,28.61,28.61,1
2024-08-30,16,32.6,32.6,32.6,32.6,1
2024-08-30,17,32.36,32.36,32.36,32.36,1
2024-08-30,18,34.4,34.4,34.4,34.4,1
2024-08-30,19,43.37,43.37,43.37,43.37,1
2024-08-30,20,36.69,36.69,36.69,36.69,1
2024-08-30,21,29.27,29.27,29.27,29.27,1
2024-08-30,22,23.31,23.31,23.31,23.31,1
2024-08-30,23,21.65,21.65,21.65,21.65,1
2024-08-31,0,22.52,22.52,22.52,22.52,1
2024-08-31,1,21.02,21.02,21.02,21.02,1
2024-08-31,2,19.95,19.95,19.95,19.95,1
2024-08-31,3,18.8,18.8,18.8,18.8,1
2024-08-31,4,18.46,18.46,18.46,18.46,1
2024-08-31,5,18.92,18.92,18.92,18.92,1
2024-08-31,6,19.64,19.64,19.64,19.64,1
2024-08-31,7,18.58,18.58,18.58,18.58,1
2024-08-31,8,17.15,17.15,17.15,17.15,1
2024-08-31,9,16.42,16.42,16.42,16.42,1
2024-08-31,10,17.17,17.17,17.17,17.17,1
2024-08-31,11,18.81,18.81,18.81,18.81,1
2024-08-31,12,19.35,19.35,19.35,19.35,1
2024-08-31,13,21.73,21.73,21.73,21.73,1
2024-08-31,14,24.71,24.71,24.71,24.71,1
2024-08-31,15,26.17,26.17,26.17,26.17,1
2024-08-31,16,26.9,26.9,26.9,26.9,1
2024-08-31,17,29.52,29.52,29.52,29.52,1
2024-08-31,18,39.59,39.59,39.59,39.59,1
2024-08-31,19,60.74,60.74,60.74,60.74,1
2024-08-31,20,52.35,52.35,52.35,52.35,1
2024-08-31,21,32.55,32.55,32.55,32.55,1
2024-08-31,22,23.83,23.83,23.83,23.83,1
2024-08-31,23,21.31,21.31,21.31,21.31,1
