timestamp,utc_timestamp,lmp
2024-07-01 00:00:00,2024-07-01 05:00:00,19.94
2024-07-01 00:00:00,2024-07-01 05:00:00,21.58
2024-07-01 01:00:00,2024-07-01 06:00:00,18.37
2024-07-01 01:00:00,2024-07-01 06:00:00,20.02
2024-07-01 02:00:00,2024-07-01 07:00:00,17.79
2024-07-01 02:00:00,2024-07-01 07:00:00,19.67
2024-07-01 03:00:00,2024-07-01 08:00:00,17.63
2024-07-01 03:00:00,2024-07-01 08:00:00,19.74
2024-07-01 04:00:00,2024-07-01 09:00:00,17.88
2024-07-01 04:00:00,2024-07-01 09:00:00,20.61
2024-07-01 05:00:00,2024-07-01 10:00:00,18.37
2024-07-01 05:00:00,2024-07-01 10:00:00,21.32
2024-07-01 06:00:00,2024-07-01 11:00:00,19.43
2024-07-01 06:00:00,2024-07-01 11:00:00,22.34
2024-07-01 07:00:00,2024-07-01 12:00:00,17.66
2024-07-01 07:00:00,2024-07-01 12:00:00,18.87
2024-07-01 08:00:00,2024-07-01 13:00:00,12.71
2024-07-01 08:00:00,2024-07-01 13:00:00,12.53
2024-07-01 09:00:00,2024-07-01 14:00:00,8.67
2024-07-01 09:00:00,2024-07-01 14:00:00,8.27
2024-07-01 10:00:00,2024-07-01 15:00:00,8.45
2024-07-01 10:00:00,2024-07-01 15:00:00,8.19
2024-07-01 11:00:00,2024-07-01 16:00:00,9.42
2024-07-01 11:00:00,2024-07-01 16:00:00,9.07
2024-07-01 12:00:00,2024-07-01 17:00:00,7.33
2024-07-01 12:00:00,2024-07-01 17:00:00,7.51
2024-07-01 13:00:00,2024-07-01 18:00:00,7.67
2024-07-01 13:00:00,2024-07-01 18:00:00,9.53
2024-07-01 14:00:00,2024-07-01 19:00:00,7.07
2024-07-01 14:00:00,2024-07-01 19:00:00,9.86
2024-07-01 15:00:00,2024-07-01 20:00:00,8.14
2024-07-01 15:00:00,2024-07-01 20:00:00,11.03
2024-07-01 16:00:00,2024-07-01 21:00:00,6.28
2024-07-01 16:00:00,2024-07-01 21:00:00,8.29
2024-07-01 17:00:00,2024-07-01 22:00:00,5.75
2024-07-01 17:00:00,2024-07-01 22:00:00,7.35
2024-07-01 18:00:00,2024-07-01 23:00:00,5.09
2024-07-01 18:00:00,2024-07-01 23:00:00,7.38
2024-07-01 19:00:00,2024-07-02 00:00:00,21.07
2024-07-01 19:00:00,2024-07-02 00:00:00,22.61
2024-07-01 20:00:00,2024-07-02 01:00:00,36.51
2024-07-01 20:00:00,2024-07-02 01:00:00,38.63
2024-07-01 21:00:00,2024-07-02 02:00:00,27.86
2024-07-01 21:00:00,2024-07-02 02:00:00,31.1
2024-07-01 22:00:00,2024-07-02 03:00:00,21.37
2024-07-01 22:00:00,2024-07-02 03:00:00,23.88
2024-07-01 23:00:00,2024-07-02 04:00:00,13.86
2024-07-01 23:00:00,2024-07-02 04:00:00,15.95
2024-07-02 00:00:00,2024-07-02 05:00:00,7.91
2024-07-02 00:00:00,2024-07-02 05:00:00,9.45
2024-07-02 01:00:00,2024-07-02 06:00:00,5.91
2024-07-02 01:00:00,2024-07-02 06:00:00,7.2
2024-07-02 02:00:00,2024-07-02 07:00:00,6.62
2024-07-02 02:00:00,2024-07-02 07:00:00,7.62
2024-07-02 03:00:00,2024-07-02 08:00:00,6.04
2024-07-02 03:00:00,2024-07-02 08:00:00,7.04
2024-07-02 04:00:00,2024-07-02 09:00:00,8.46
2024-07-02 04:00:00,2024-07-02 09:00:00,9.42
2024-07-02 05:00:00,2024-07-02 10:00:00,13.87
2024-07-02 05:00:00,2024-07-02 10:00:00,14.87
2024-07-02 06:00:00,2024-07-02 11:00:00,13.91
2024-07-02 06:00:00,2024-07-02 11:00:00,15.16
2024-07-02 07:00:00,2024-07-02 12:00:00,7.77
2024-07-02 07:00:00,2024-07-02 12:00:00,7.65
2024-07-02 08:00:00,2024-07-02 13:00:00,-2.03
2024-07-02 08:00:00,2024-07-02 13:00:00,-2.65
2024-07-02 09:00:00,2024-07-02 14:00:00,-3.86
2024-07-02 09:00:00,2024-07-02 14:00:00,-4.3
2024-07-02 10:00:00,2024-07-02 15:00:00,-1.76
2024-07-02 10:00:00,2024-07-02 15:00:00,-1.87
2024-07-02 11:00:00,2024-07-02 16:00:00,-1.33
2024-07-02 11:00:00,2024-07-02 16:00:00,-1.6
2024-07-02 12:00:00,2024-07-02 17:00:00,1.43
2024-07-02 12:00:00,2024-07-02 17:00:00,1.37
2024-07-02 13:00:00,2024-07-02 18:00:00,4.59
2024-07-02 13:00:00,2024-07-02 18:00:00,6.88
2024-07-02 14:00:00,2024-07-02 19:00:00,8.53
2024-07-02 14:00:00,2024-07-02 19:00:00,11.63
2024-07-02 15:00:00,2024-07-02 20:00:00,13.96
2024-07-02 15:00:00,2024-07-02 20:00:00,16.56
2024-07-02 16:00:00,2024-07-02 21:00:00,12.83
2024-07-02 16:00:00,2024-07-02 21:00:00,15.48
2024-07-02 17:00:00,2024-07-02 22:00:00,11.82
2024-07-02 17:00:00,2024-07-02 22:00:00,14.57
2024-07-02 18:00:00,2024-07-02 23:00:00,12.4
2024-07-02 18:00:00,2024-07-02 23:00:00,14.72
2024-07-02 19:00:00,2024-07-03 00:00:00,33.86
2024-07-02 19:00:00,2024-07-03 00:00:00,34.82
2024-07-02 20:00:00,2024-07-03 01:00:00,46.44
2024-07-02 20:00:00,2024-07-03 01:00:00,48.12
2024-07-02 21:00:00,2024-07-03 02:00:00,29.7
2024-07-02 21:00:00,2024-07-03 02:00:00,31.41
2024-07-02 22:00:00,2024-07-03 03:00:00,22.04
2024-07-02 22:00:00,2024-07-03 03:00:00,23.6
2024-07-02 23:00:00,2024-07-03 04:00:00,17.7
2024-07-02 23:00:00,2024-07-03 04:00:00,19.14
2024-07-03 00:00:00,2024-07-03 05:00:00,13.85
2024-07-03 00:00:00,2024-07-03 05:00:00,14.94
2024-07-03 01:00:00,2024-07-03 06:00:00,12.72
2024-07-03 01:00:00,2024-07-03 06:00:00,13.72
2024-07-03 02:00:00,2024-07-03 07:00:00,12.74
2024-07-03 02:00:00,2024-07-03 07:00:00,13.56
2024-07-03 03:00:00,2024-07-03 08:00:00,14.05
2024-07-03 03:00:00,2024-07-03 08:00:00,14.71
2024-07-03 04:00:00,2024-07-03 09:00:00,14.79
2024-07-03 04:00:00,2024-07-03 09:00:00,15.31
2024-07-03 05:00:00,2024-07-03 10:00:00,15.83
2024-07-03 05:00:00,2024-07-03 10:00:00,16.41
2024-07-03 06:00:00,2024-07-03 11:00:00,16.27
2024-07-03 06:00:00,2024-07-03 11:00:00,16.82
2024-07-03 07:00:00,2024-07-03 12:00:00,13.58
2024-07-03 07:00:00,2024-07-03 12:00:00,13.61
2024-07-03 08:00:00,2024-07-03 13:00:00,9.62
2024-07-03 08:00:00,2024-07-03 13:00:00,9.87
2024-07-03 09:00:00,2024-07-03 14:00:00,7.07
2024-07-03 09:00:00,2024-07-03 14:00:00,7.58
2024-07-03 10:00:00,2024-07-03 15:00:00,9.07
2024-07-03 10:00:00,2024-07-03 15:00:00,9.87
2024-07-03 11:00:00,2024-07-03 16:00:00,14.63
2024-07-03 11:00:00,2024-07-03 16:00:00,16.17
2024-07-03 12:00:00,2024-07-03 17:00:00,17.76
2024-07-03 12:00:00,2024-07-03 17:00:00,19.76
2024-07-03 13:00:00,2024-07-03 18:00:00,24.05
2024-07-03 13:00:00,2024-07-03 18:00:00,26.59
2024-07-03 14:00:00,2024-07-03 19:00:00,23.31
2024-07-03 14:00:00,2024-07-03 19:00:00,26.47
2024-07-03 15:00:00,2024-07-03 20:00:00,24.18
2024-07-03 15:00:00,2024-07-03 20:00:00,27.61
2024-07-03 16:00:00,2024-07-03 21:00:00,21.51
2024-07-03 16:00:00,2024-07-03 21:00:00,24.97
2024-07-03 17:00:00,2024-07-03 22:00:00,18.02
2024-07-03 17:00:00,2024-07-03 22:00:00,21.39
2024-07-03 18:00:00,2024-07-03 23:00:00,18.41
2024-07-03 18:00:00,2024-07-03 23:00:00,21.77
2024-07-03 19:00:00,2024-07-04 00:00:00,40.64
2024-07-03 19:00:00,2024-07-04 00:00:00,42.01
2024-07-03 20:00:00,2024-07-04 01:00:00,46.72
2024-07-03 20:00:00,2024-07-04 01:00:00,47.91
2024-07-03 21:00:00,2024-07-04 02:00:00,28.15
2024-07-03 21:00:00,2024-07-04 02:00:00,29.79
2024-07-03 22:00:00,2024-07-04 03:00:00,25.87
2024-07-03 22:00:00,2024-07-04 03:00:00,27.4
2024-07-03 23:00:00,2024-07-04 04:00:00,20.52
2024-07-03 23:00:00,2024-07-04 04:00:00,21.84
2024-07-04 00:00:00,2024-07-04 05:00:00,18.2
2024-07-04 00:00:00,2024-07-04 05:00:00,19.22
2024-07-04 01:00:00,2024-07-04 06:00:00,15.09
2024-07-04 01:00:00,2024-07-04 06:00:00,15.89
2024-07-04 02:00:00,2024-07-04 07:00:00,13.31
2024-07-04 02:00:00,2024-07-04 07:00:00,14.5
2024-07-04 03:00:00,2024-07-04 08:00:00,12.49
2024-07-04 03:00:00,2024-07-04 08:00:00,13.76
2024-07-04 04:00:00,2024-07-04 09:00:00,12.7
2024-07-04 04:00:00,2024-07-04 09:00:00,13.95
2024-07-04 05:00:00,2024-07-04 10:00:00,13.55
2024-07-04 05:00:00,2024-07-04 10:00:00,14.81
2024-07-04 06:00:00,2024-07-04 11:00:00,12.97
2024-07-04 06:00:00,2024-07-04 11:00:00,13.82
2024-07-04 07:00:00,2024-07-04 12:00:00,11.48
2024-07-04 07:00:00,2024-07-04 12:00:00,11.6
2024-07-04 08:00:00,2024-07-04 13:00:00,8.34
2024-07-04 08:00:00,2024-07-04 13:00:00,8.31
2024-07-04 09:00:00,2024-07-04 14:00:00,5.52
2024-07-04 09:00:00,2024-07-04 14:00:00,5.6
2024-07-04 10:00:00,2024-07-04 15:00:00,10.81
2024-07-04 10:00:00,2024-07-04 15:00:00,11.2
2024-07-04 11:00:00,2024-07-04 16:00:00,17.0
2024-07-04 11:00:00,2024-07-04 16:00:00,17.75
2024-07-04 12:00:00,2024-07-04 17:00:00,20.39
2024-07-04 12:00:00,2024-07-04 17:00:00,21.78
2024-07-04 13:00:00,2024-07-04 18:00:00,26.82
2024-07-04 13:00:00,2024-07-04 18:00:00,28.53
2024-07-04 14:00:00,2024-07-04 19:00:00,28.38
2024-07-04 14:00:00,2024-07-04 19:00:00,30.53
2024-07-04 15:00:00,2024-07-04 20:00:00,30.89
2024-07-04 15:00:00,2024-07-04 20:00:00,33.16
2024-07-04 16:00:00,2024-07-04 21:00:00,36.94
2024-07-04 16:00:00,2024-07-04 21:00:00,39.43
