timestamp,utc_timestamp,lmp
2024-07-04 17:00:00,2024-07-04 22:00:00,40.17
2024-07-04 17:00:00,2024-07-04 22:00:00,43.26
2024-07-04 18:00:00,2024-07-04 23:00:00,43.69
2024-07-04 18:00:00,2024-07-04 23:00:00,47.13
2024-07-04 19:00:00,2024-07-05 00:00:00,88.75
2024-07-04 19:00:00,2024-07-05 00:00:00,93.58
2024-07-04 20:00:00,2024-07-05 01:00:00,87.11
2024-07-04 20:00:00,2024-07-05 01:00:00,96.62
2024-07-04 21:00:00,2024-07-05 02:00:00,44.66
2024-07-04 21:00:00,2024-07-05 02:00:00,56.78
2024-07-04 22:00:00,2024-07-05 03:00:00,32.33
2024-07-04 22:00:00,2024-07-05 03:00:00,41.49
2024-07-04 23:00:00,2024-07-05 04:00:00,24.99
2024-07-04 23:00:00,2024-07-05 04:00:00,33.41
