hour,load_mw
2025-08-01 00:00:00,6194.178533333333
2025-08-01 01:00:00,5912.721833333333
2025-08-01 02:00:00,5698.803408333333
2025-08-01 03:00:00,5545.870016666667
2025-08-01 04:00:00,5489.257908333333
2025-08-01 05:00:00,5612.346991666666
2025-08-01 06:00:00,5910.4662
2025-08-01 07:00:00,6229.136158333332
2025-08-01 08:00:00,6447.854858333333
2025-08-01 09:00:00,6578.931391666668
2025-08-01 10:00:00,6645.7983416666675
2025-08-01 11:00:00,6706.182224999998
2025-08-01 12:00:00,6725.305366666667
2025-08-01 13:00:00,6720.4793500000005
2025-08-01 14:00:00,6778.738758333333
2025-08-01 15:00:00,6799.612011111112
2025-08-01 16:00:00,6741.501383333332
2025-08-01 17:00:00,6684.918591666667
2025-08-01 18:00:00,6545.044166666666
2025-08-01 19:00:00,6438.124916666667
2025-08-01 20:00:00,6320.559850000001
2025-08-01 21:00:00,6191.136691666666
2025-08-01 22:00:00,5971.871249999999
2025-08-01 23:00:00,5732.378741666667
2025-08-02 00:00:00,5490.756491666667
2025-08-02 01:00:00,5282.043766666667
2025-08-02 02:00:00,5109.704075
2025-08-02 03:00:00,4990.474683333333
2025-08-02 04:00:00,4900.130558333333
2025-08-02 05:00:00,4887.406099999999
2025-08-02 06:00:00,4939.786158333333
2025-08-02 07:00:00,5118.475316666667
2025-08-02 08:00:00,5328.587366666666
2025-08-02 09:00:00,5564.221341666666
2025-08-02 10:00:00,5785.884366666665
2025-08-02 11:00:00,5954.148183333334
2025-08-02 12:00:00,6024.591024999999
2025-08-02 13:00:00,6067.627108333333
2025-08-02 14:00:00,6154.38625
2025-08-02 15:00:00,6237.098566666667
2025-08-02 16:00:00,6275.3322499999995
2025-08-02 17:00:00,6291.735849999998
2025-08-02 18:00:00,6231.746541666666
2025-08-02 19:00:00,6148.380174999999
2025-08-02 20:00:00,6094.116925000001
2025-08-02 21:00:00,6042.364350000001
2025-08-02 22:00:00,5878.615008333333
2025-08-02 23:00:00,5687.871883333333
2025-08-03 00:00:00,5486.9764000000005
2025-08-03 01:00:00,5286.4275
2025-08-03 02:00:00,5114.425841666666
2025-08-03 03:00:00,4979.5274666666655
2025-08-03 04:00:00,4871.744691666667
2025-08-03 05:00:00,4833.7955833333335
2025-08-03 06:00:00,4845.018655555556
2025-08-03 07:00:00,4995.490391666667
2025-08-03 08:00:00,5204.5057333333325
2025-08-03 09:00:00,5433.949058333333
2025-08-03 10:00:00,5664.408083333332
2025-08-03 11:00:00,5848.015075
2025-08-03 12:00:00,5993.667783333333
2025-08-03 13:00:00,6106.542858333333
2025-08-03 14:00:00,6242.6574
2025-08-03 15:00:00,6372.816158333334
2025-08-03 16:00:00,6503.287549999998
2025-08-03 17:00:00,6591.493424999998
2025-08-03 18:00:00,6577.570383333335
2025-08-03 19:00:00,6463.0012166666675
2025-08-03 20:00:00,6394.128025000001
2025-08-03 21:00:00,6357.100116666667
2025-08-03 22:00:00,6194.940416666667
2025-08-03 23:00:00,5930.284852777778
2025-08-04 00:00:00,5691.677141666667
2025-08-04 01:00:00,5483.101341666666
2025-08-04 02:00:00,5307.984425
2025-08-04 03:00:00,5196.9598166666665
2025-08-04 04:00:00,5195.3829749999995
2025-08-04 05:00:00,5352.908150000001
2025-08-04 06:00:00,5686.2867166666665
2025-08-04 07:00:00,6124.693066666667
2025-08-04 08:00:00,6509.19965
2025-08-04 09:00:00,6806.977183333333
2025-08-04 10:00:00,7056.701708333333
2025-08-04 11:00:00,7288.534916666667
2025-08-04 12:00:00,7532.843599999999
2025-08-04 13:00:00,7740.432408333334
2025-08-04 14:00:00,7929.7523083333335
2025-08-04 15:00:00,8141.7666500000005
2025-08-04 16:00:00,8265.622666666666
2025-08-04 17:00:00,8251.963783333333
2025-08-04 18:00:00,8000.903491666667
2025-08-04 19:00:00,7734.616191666669
2025-08-04 20:00:00,7544.882508333333
2025-08-04 21:00:00,7368.2903000000015
