utc_timestamp,zone_name,lmp
2023-01-02 18:45:00,west,8.44
2023-01-02 19:00:00,houston,14.79
2023-01-02 19:00:00,west,7.52
2023-01-02 19:15:00,houston,15.64
2023-01-02 19:15:00,west,1.34
2023-01-02 19:30:00,houston,14.66
2023-01-02 19:30:00,west,1.05
2023-01-02 19:45:00,houston,15.54
2023-01-02 19:45:00,west,0.65
2023-01-02 20:00:00,houston,17.57
2023-01-02 20:00:00,west,0.87
2023-01-02 20:15:00,houston,15.96
2023-01-02 20:15:00,west,0.27
2023-01-02 20:30:00,houston,17.56
2023-01-02 20:30:00,west,1.85
2023-01-02 20:45:00,houston,19.65
2023-01-02 20:45:00,west,3.77
2023-01-02 21:00:00,houston,24.13
2023-01-02 21:00:00,west,4.43
2023-01-02 21:15:00,houston,19.71
2023-01-02 21:15:00,west,3.36
2023-01-02 21:30:00,houston,21.56
2023-01-02 21:30:00,west,3.18
2023-01-02 21:45:00,houston,16.77
2023-01-02 21:45:00,west,2.74
2023-01-02 22:00:00,houston,16.64
2023-01-02 22:00:00,west,3.07
2023-01-02 22:15:00,houston,18.73
2023-01-02 22:15:00,west,2.67
2023-01-02 22:30:00,houston,19.27
2023-01-02 22:30:00,west,2.85
2023-01-02 22:45:00,houston,30.79
2023-01-02 22:45:00,west,3.12
2023-01-02 23:00:00,houston,31.36
2023-01-02 23:00:00,west,4.71
2023-01-02 23:15:00,houston,24.84
2023-01-02 23:15:00,west,13.78
2023-01-02 23:30:00,houston,21.97
2023-01-02 23:30:00,west,18.78
2023-01-02 23:45:00,houston,60.71
2023-01-02 23:45:00,west,23.99
2023-01-03 00:00:00,houston,61.39
2023-01-03 00:00:00,west,61.07
2023-01-03 00:15:00,houston,65.18
2023-01-03 00:15:00,west,64.82
2023-01-03 00:30:00,houston,71.27
2023-01-03 00:30:00,west,70.87
2023-01-03 00:45:00,houston,55.59
2023-01-03 00:45:00,west,55.28
2023-01-03 01:00:00,houston,47.94
2023-01-03 01:00:00,west,47.69
2023-01-03 01:15:00,houston,50.63
2023-01-03 01:15:00,west,50.35
2023-01-03 01:30:00,houston,36.21
2023-01-03 01:30:00,west,36.0
2023-01-03 01:45:00,houston,39.63
2023-01-03 01:45:00,west,39.38
2023-01-03 02:00:00,houston,36.99
2023-01-03 02:00:00,west,36.78
2023-01-03 02:15:00,houston,38.56
2023-01-03 02:15:00,west,38.37
2023-01-03 02:30:00,houston,36.47
2023-01-03 02:30:00,west,36.43
2023-01-03 02:45:00,houston,37.23
2023-01-03 02:45:00,west,37.19
2023-01-03 03:00:00,houston,31.46
2023-01-03 03:00:00,west,31.43
2023-01-03 03:15:00,houston,24.73
2023-01-03 03:15:00,west,24.66
2023-01-03 03:30:00,houston,26.26
2023-01-03 03:30:00,west,26.22
2023-01-03 03:45:00,houston,21.02
2023-01-03 03:45:00,west,20.99
2023-01-03 04:00:00,houston,19.09
2023-01-03 04:00:00,west,19.06
2023-01-03 04:15:00,houston,15.87
2023-01-03 04:15:00,west,15.87
2023-01-03 04:30:00,houston,19.92
2023-01-03 04:30:00,west,20.18
2023-01-03 04:45:00,houston,16.93
2023-01-03 04:45:00,west,17.16
2023-01-03 05:00:00,houston,12.37
2023-01-03 05:00:00,west,12.54
2023-01-03 05:15:00,houston,10.38
2023-01-03 05:15:00,west,10.41
2023-01-03 05:30:00,houston,8.38
2023-01-03 05:30:00,west,8.34
2023-01-03 05:45:00,houston,2.8
2023-01-03 05:45:00,west,2.77
2023-01-03 06:00:00,houston,2.76
2023-01-03 06:00:00,west,2.74
2023-01-03 06:15:00,houston,2.77
2023-01-03 06:15:00,west,2.75
2023-01-03 06:30:00,houston,1.45
2023-01-03 06:30:00,west,1.43
2023-01-03 06:45:00,houston,0.41
2023-01-03 06:45:00,west,0.4
2023-01-03 07:00:00,houston,1.46
2023-01-03 07:00:00,west,1.44
2023-01-03 07:15:00,houston,-1.16
2023-01-03 07:15:00,west,-1.17
2023-01-03 07:30:00,houston,-1.41
2023-01-03 07:30:00,west,-1.42
2023-01-03 07:45:00,houston,-2.31
2023-01-03 07:45:00,west,-2.31
2023-01-03 08:00:00,houston,-2.33
2023-01-03 08:00:00,west,-2.33
2023-01-03 08:15:00,houston,-2.32
2023-01-03 08:15:00,west,-2.32
2023-01-03 08:30:00,houston,-2.3
2023-01-03 08:30:00,west,-2.3
2023-01-03 08:45:00,houston,-1.56
2023-01-03 08:45:00,west,-1.56
2023-01-03 09:00:00,houston,-1.18
2023-01-03 09:00:00,west,-1.18
2023-01-03 09:15:00,houston,-0.69
2023-01-03 09:15:00,west,-0.69
2023-01-03 09:30:00,houston,-0.01
2023-01-03 09:30:00,west,-0.01
2023-01-03 09:45:00,houston,0.0
2023-01-03 09:45:00,west,0.0
2023-01-03 10:00:00,houston,0.57
2023-01-03 10:00:00,west,0.57
2023-01-03 10:15:00,houston,0.6
2023-01-03 10:15:00,west,0.6
2023-01-03 10:30:00,houston,2.45
2023-01-03 10:30:00,west,2.45
2023-01-03 10:45:00,houston,2.7
2023-01-03 10:45:00,west,2.7
2023-01-03 11:00:00,houston,2.63
2023-01-03 11:00:00,west,2.63
2023-01-03 11:15:00,houston,2.6
2023-01-03 11:15:00,west,2.6
2023-01-03 11:30:00,houston,2.68
2023-01-03 11:30:00,west,2.68
2023-01-03 11:45:00,houston,5.09
2023-01-03 11:45:00,west,5.09
2023-01-03 12:00:00,houston,12.04
2023-01-03 12:00:00,west,12.04
2023-01-03 12:15:00,houston,13.82
2023-01-03 12:15:00,west,13.82
2023-01-03 12:30:00,houston,25.82
2023-01-03 12:30:00,west,25.82
2023-01-03 12:45:00,houston,25.06
2023-01-03 12:45:00,west,25.06
2023-01-03 13:00:00,houston,20.99
2023-01-03 13:00:00,west,20.99
2023-01-03 13:15:00,houston,23.08
2023-01-03 13:15:00,west,23.08
2023-01-03 13:30:00,houston,18.06
2023-01-03 13:30:00,west,18.06
2023-01-03 13:45:00,houston,18.48
2023-01-03 13:45:00,west,18.48
2023-01-03 14:00:00,houston,17.17
2023-01-03 14:00:00,west,17.17
2023-01-03 14:15:00,houston,18.42
2023-01-03 14:15:00,west,18.42
2023-01-03 14:30:00,houston,21.13
2023-01-03 14:30:00,west,21.13
2023-01-03 14:45:00,houston,48.63
2023-01-03 14:45:00,west,48.63
2023-01-03 15:00:00,houston,50.53
2023-01-03 15:00:00,west,50.53
2023-01-03 15:15:00,houston,55.94
2023-01-03 15:15:00,west,55.94
2023-01-03 15:30:00,houston,39.57
2023-01-03 15:30:00,west,39.57
2023-01-03 15:45:00,houston,278.01
2023-01-03 15:45:00,west,278.01
2023-01-03 16:00:00,houston,24.91
2023-01-03 16:00:00,west,24.91
2023-01-03 16:15:00,houston,19.11
2023-01-03 16:15:00,west,19.11
2023-01-03 16:30:00,houston,14.37
2023-01-03 16:30:00,west,14.37
2023-01-03 16:45:00,houston,18.42
2023-01-03 16:45:00,west,18.42
2023-01-03 17:00:00,houston,17.07
2023-01-03 17:00:00,west,17.07
2023-01-03 17:15:00,houston,27.82
2023-01-03 17:15:00,west,27.82
2023-01-03 17:30:00,houston,17.8
2023-01-03 17:30:00,west,17.8
2023-01-03 17:45:00,houston,24.15
2023-01-03 17:45:00,west,24.63
2023-01-03 18:00:00,houston,39.5
2023-01-03 18:00:00,west,40.43
2023-01-03 18:15:00,houston,56.27
2023-01-03 18:15:00,west,58.13
2023-01-03 18:30:00,houston,27.27
2023-01-03 18:30:00,west,28.01
2023-01-03 18:45:00,houston,40.75
2023-01-03 18:45:00,west,41.58
2023-01-03 19:00:00,houston,24.79
2023-01-03 19:00:00,west,25.49
2023-01-03 19:15:00,houston,24.11
2023-01-03 19:15:00,west,24.81
2023-01-03 19:30:00,houston,32.54
2023-01-03 19:30:00,west,33.45
2023-01-03 19:45:00,houston,20.03
2023-01-03 19:45:00,west,20.5
2023-01-03 20:00:00,houston,19.18
2023-01-03 20:00:00,west,19.65
2023-01-03 20:15:00,houston,22.84
2023-01-03 20:15:00,west,23.54
2023-01-03 20:30:00,houston,24.92
2023-01-03 20:30:00,west,25.34
2023-01-03 20:45:00,houston,36.93
2023-01-03 20:45:00,west,38.06
2023-01-03 21:00:00,houston,21.87
2023-01-03 21:00:00,west,21.77
2023-01-03 21:15:00,houston,22.02
2023-01-03 21:15:00,west,22.43
2023-01-03 21:30:00,houston,19.04
2023-01-03 21:30:00,west,19.12
2023-01-03 21:45:00,houston,13.64
2023-01-03 21:45:00,west,12.07
2023-01-03 22:00:00,houston,13.55
2023-01-03 22:00:00,west,8.7
2023-01-03 22:15:00,houston,17.83
2023-01-03 22:15:00,west,9.12
2023-01-03 22:30:00,houston,22.66
2023-01-03 22:30:00,west,19.55
2023-01-03 22:45:00,houston,24.26
2023-01-03 22:45:00,west,23.6
2023-01-03 23:00:00,houston,31.92
2023-01-03 23:00:00,west,31.92
2023-01-03 23:15:00,houston,77.98
2023-01-03 23:15:00,west,65.68
2023-01-03 23:30:00,houston,45.66
2023-01-03 23:30:00,west,32.94
2023-01-03 23:45:00,houston,40.21
2023-01-03 23:45:00,west,40.09
2023-01-04 00:00:00,houston,34.49
2023-01-04 00:00:00,west,34.49
2023-01-04 00:15:00,houston,36.8
2023-01-04 00:15:00,west,32.6
2023-01-04 00:30:00,houston,33.23
2023-01-04 00:30:00,west,26.51
2023-01-04 00:45:00,houston,32.0
2023-01-04 00:45:00,west,27.38
2023-01-04 01:00:00,houston,28.44
2023-01-04 01:00:00,west,27.95
2023-01-04 01:15:00,houston,26.36
2023-01-04 01:15:00,west,25.68
2023-01-04 01:30:00,houston,24.12
2023-01-04 01:30:00,west,23.33
2023-01-04 01:45:00,houston,22.29
2023-01-04 01:45:00,west,22.29
2023-01-04 02:00:00,houston,23.69
2023-01-04 02:00:00,west,23.52
2023-01-04 02:15:00,houston,23.87
2023-01-04 02:15:00,west,23.85
2023-01-04 02:30:00,houston,21.77
2023-01-04 02:30:00,west,21.77
2023-01-04 02:45:00,houston,19.16
2023-01-04 02:45:00,west,19.16
2023-01-04 03:00:00,houston,16.46
2023-01-04 03:00:00,west,16.46
2023-01-04 03:15:00,houston,19.98
2023-01-04 03:15:00,west,19.98
2023-01-04 03:30:00,houston,19.98
2023-01-04 03:30:00,west,19.98
2023-01-04 03:45:00,houston,18.85
2023-01-04 03:45:00,west,18.85
2023-01-04 04:00:00,houston,19.39
2023-01-04 04:00:00,west,19.39
2023-01-04 04:15:00,houston,20.9
2023-01-04 04:15:00,west,20.9
2023-01-04 04:30:00,houston,19.33
2023-01-04 04:30:00,west,19.33
2023-01-04 04:45:00,houston,18.2
2023-01-04 04:45:00,west,18.2
2023-01-04 05:00:00,houston,17.64
2023-01-04 05:00:00,west,17.64
2023-01-04 05:15:00,houston,16.23
2023-01-04 05:15:00,west,16.23
2023-01-04 05:30:00,houston,15.94
2023-01-04 05:30:00,west,15.94
2023-01-04 05:45:00,houston,14.67
2023-01-04 05:45:00,west,14.67
2023-01-04 06:00:00,houston,21.26
2023-01-04 06:00:00,west,21.26
2023-01-04 06:15:00,houston,26.13
2023-01-04 06:15:00,west,26.13
2023-01-04 06:30:00,houston,21.62
2023-01-04 06:30:00,west,21.62
2023-01-04 06:45:00,houston,21.97
2023-01-04 06:45:00,west,21.97
2023-01-04 07:00:00,houston,18.33
2023-01-04 07:00:00,west,18.33
2023-01-04 07:15:00,houston,17.4
2023-01-04 07:15:00,west,17.4
2023-01-04 07:30:00,houston,17.49
2023-01-04 07:30:00,west,17.49
2023-01-04 07:45:00,houston,16.96
2023-01-04 07:45:00,west,16.96
2023-01-04 08:00:00,houston,16.82
2023-01-04 08:00:00,west,16.82
2023-01-04 08:15:00,houston,16.77
2023-01-04 08:15:00,west,16.77
2023-01-04 08:30:00,houston,17.05
2023-01-04 08:30:00,west,17.05
2023-01-04 08:45:00,houston,17.57
2023-01-04 08:45:00,west,17.57
2023-01-04 09:00:00,houston,17.49
2023-01-04 09:00:00,west,17.49
2023-01-04 09:15:00,houston,17.19
2023-01-04 09:15:00,west,17.19
2023-01-04 09:30:00,houston,17.64
2023-01-04 09:30:00,west,17.64
2023-01-04 09:45:00,houston,17.85
2023-01-04 09:45:00,west,17.86
2023-01-04 10:00:00,houston,18.36
2023-01-04 10:00:00,west,18.37
2023-01-04 10:15:00,houston,18.97
2023-01-04 10:15:00,west,18.97
2023-01-04 10:30:00,houston,20.04
2023-01-04 10:30:00,west,20.04
2023-01-04 10:45:00,houston,20.44
2023-01-04 10:45:00,west,20.44
2023-01-04 11:00:00,houston,24.56
2023-01-04 11:00:00,west,24.56
2023-01-04 11:15:00,houston,23.79
2023-01-04 11:15:00,west,23.79
2023-01-04 11:30:00,houston,30.05
2023-01-04 11:30:00,west,30.05
2023-01-04 11:45:00,houston,47.07
2023-01-04 11:45:00,west,47.07
2023-01-04 12:00:00,houston,36.84
2023-01-04 12:00:00,west,36.84
2023-01-04 12:15:00,houston,42.81
2023-01-04 12:15:00,west,42.82
2023-01-04 12:30:00,houston,63.9
2023-01-04 12:30:00,west,63.91
2023-01-04 12:45:00,houston,50.94
2023-01-04 12:45:00,west,50.94
2023-01-04 13:00:00,houston,53.56
2023-01-04 13:00:00,west,53.56
2023-01-04 13:15:00,houston,35.87
2023-01-04 13:15:00,west,35.87
2023-01-04 13:30:00,houston,32.02
2023-01-04 13:30:00,west,32.02
2023-01-04 13:45:00,houston,30.54
2023-01-04 13:45:00,west,30.54
2023-01-04 14:00:00,houston,29.05
2023-01-04 14:00:00,west,29.05
2023-01-04 14:15:00,houston,26.96
2023-01-04 14:15:00,west,26.96
2023-01-04 14:30:00,houston,19.56
2023-01-04 14:30:00,west,19.56
2023-01-04 14:45:00,houston,18.54
2023-01-04 14:45:00,west,18.54
2023-01-04 15:00:00,houston,18.8
2023-01-04 15:00:00,west,18.8
2023-01-04 15:15:00,houston,17.95
2023-01-04 15:15:00,west,17.76
2023-01-04 15:30:00,houston,17.07
2023-01-04 15:30:00,west,16.52
2023-01-04 15:45:00,houston,16.91
2023-01-04 15:45:00,west,16.36
2023-01-04 16:00:00,houston,16.32
2023-01-04 16:00:00,west,15.79
2023-01-04 16:15:00,houston,15.31
2023-01-04 16:15:00,west,14.86
2023-01-04 16:30:00,houston,11.6
