timestamp,zone_name,load_mw,is_forecast,timezone,utc_timestamp
2022-01-01 06:50:00,n.y.c.,4166.414,False,EST,2022-01-01 11:50:00
2022-01-01 06:55:00,n.y.c.,4121.665,False,EST,2022-01-01 11:55:00
2022-01-01 07:00:00,n.y.c.,4167.764,False,EST,2022-01-01 12:00:00
2022-01-01 07:05:00,n.y.c.,4194.215,False,EST,2022-01-01 12:05:00
2022-01-01 07:10:00,n.y.c.,4226.837,False,EST,2022-01-01 12:10:00
2022-01-01 07:15:00,n.y.c.,4220.581,False,EST,2022-01-01 12:15:00
2022-01-01 07:20:00,n.y.c.,4214.2896,False,EST,2022-01-01 12:20:00
2022-01-01 07:25:00,n.y.c.,4246.9785,False,EST,2022-01-01 12:25:00
2022-01-01 07:30:00,n.y.c.,4228.9473,False,EST,2022-01-01 12:30:00
2022-01-01 07:35:00,n.y.c.,4262.017,False,EST,2022-01-01 12:35:00
2022-01-01 07:40:00,n.y.c.,4257.6904,False,EST,2022-01-01 12:40:00
2022-01-01 07:45:00,n.y.c.,4241.0522,False,EST,2022-01-01 12:45:00
2022-01-01 07:50:00,n.y.c.,4255.567,False,EST,2022-01-01 12:50:00
2022-01-01 07:55:00,n.y.c.,4259.2666,False,EST,2022-01-01 12:55:00
2022-01-01 08:00:00,n.y.c.,4277.0073,False,EST,2022-01-01 13:00:00
2022-01-01 08:05:00,n.y.c.,4288.372,False,EST,2022-01-01 13:05:00
2022-01-01 08:10:00,n.y.c.,4286.023,False,EST,2022-01-01 13:10:00
2022-01-01 08:15:00,n.y.c.,4311.888,False,EST,2022-01-01 13:15:00
2022-01-01 08:20:00,n.y.c.,4345.958,False,EST,2022-01-01 13:20:00
2022-01-01 08:25:00,n.y.c.,4343.1646,False,EST,2022-01-01 13:25:00
2022-01-01 08:30:00,n.y.c.,4371.752,False,EST,2022-01-01 13:30:00
2022-01-01 08:35:00,n.y.c.,4357.0713,False,EST,2022-01-01 13:35:00
2022-01-01 08:40:00,n.y.c.,4368.192,False,EST,2022-01-01 13:40:00
2022-01-01 08:45:00,n.y.c.,4386.1074,False,EST,2022-01-01 13:45:00
2022-01-01 08:50:00,n.y.c.,4278.436,False,EST,2022-01-01 13:50:00
2022-01-01 08:55:00,n.y.c.,4285.5024,False,EST,2022-01-01 13:55:00
2022-01-01 09:00:00,n.y.c.,4307.068,False,EST,2022-01-01 14:00:00
2022-01-01 09:05:00,n.y.c.,4326.863,False,EST,2022-01-01 14:05:00
2022-01-01 09:10:00,n.y.c.,4327.764,False,EST,2022-01-01 14:10:00
2022-01-01 09:15:00,n.y.c.,4359.403,False,EST,2022-01-01 14:15:00
2022-01-01 09:20:00,n.y.c.,4352.979,False,EST,2022-01-01 14:20:00
2022-01-01 09:25:00,n.y.c.,4377.9077,False,EST,2022-01-01 14:25:00
2022-01-01 09:30:00,n.y.c.,4394.4683,False,EST,2022-01-01 14:30:00
2022-01-01 09:35:00,n.y.c.,4405.9585,False,EST,2022-01-01 14:35:00
2022-01-01 09:40:00,n.y.c.,4405.0913,False,EST,2022-01-01 14:40:00
2022-01-01 09:45:00,n.y.c.,4423.0337,False,EST,2022-01-01 14:45:00
2022-01-01 09:50:00,n.y.c.,4426.529,False,EST,2022-01-01 14:50:00
2022-01-01 09:55:00,n.y.c.,4444.368,False,EST,2022-01-01 14:55:00
2022-01-01 10:00:00,n.y.c.,4454.8276,False,EST,2022-01-01 15:00:00
2022-01-01 10:05:00,n.y.c.,4479.8813,False,EST,2022-01-01 15:05:00
2022-01-01 10:10:00,n.y.c.,4491.2456,False,EST,2022-01-01 15:10:00
2022-01-01 10:15:00,n.y.c.,4509.9624,False,EST,2022-01-01 15:15:00
2022-01-01 10:20:00,n.y.c.,4529.053,False,EST,2022-01-01 15:20:00
2022-01-01 10:25:00,n.y.c.,4533.0957,False,EST,2022-01-01 15:25:00
2022-01-01 10:30:00,n.y.c.,4688.7173,False,EST,2022-01-01 15:30:00
2022-01-01 10:35:00,n.y.c.,4679.6865,False,EST,2022-01-01 15:35:00
2022-01-01 10:40:00,n.y.c.,4658.8125,False,EST,2022-01-01 15:40:00
2022-01-01 10:45:00,n.y.c.,4709.0903,False,EST,2022-01-01 15:45:00
2022-01-01 10:50:00,n.y.c.,4708.6934,False,EST,2022-01-01 15:50:00
2022-01-01 10:55:00,n.y.c.,4728.1396,False,EST,2022-01-01 15:55:00
2022-01-01 11:00:00,n.y.c.,4742.591,False,EST,2022-01-01 16:00:00
2022-01-01 11:05:00,n.y.c.,4749.7344,False,EST,2022-01-01 16:05:00
2022-01-01 11:10:00,n.y.c.,4762.3945,False,EST,2022-01-01 16:10:00
2022-01-01 11:15:00,n.y.c.,4785.485,False,EST,2022-01-01 16:15:00
2022-01-01 11:20:00,n.y.c.,4775.498,False,EST,2022-01-01 16:20:00
2022-01-01 11:25:00,n.y.c.,4778.065,False,EST,2022-01-01 16:25:00
2022-01-01 11:30:00,n.y.c.,4794.4414,False,EST,2022-01-01 16:30:00
2022-01-01 11:35:00,n.y.c.,4809.056,False,EST,2022-01-01 16:35:00
2022-01-01 11:40:00,n.y.c.,4787.577,False,EST,2022-01-01 16:40:00
2022-01-01 11:45:00,n.y.c.,4823.0415,False,EST,2022-01-01 16:45:00
2022-01-01 11:50:00,n.y.c.,4826.3857,False,EST,2022-01-01 16:50:00
2022-01-01 11:55:00,n.y.c.,4876.1396,False,EST,2022-01-01 16:55:00
2022-01-01 12:00:00,n.y.c.,4862.5244,False,EST,2022-01-01 17:00:00
2022-01-01 12:05:00,n.y.c.,4842.465,False,EST,2022-01-01 17:05:00
2022-01-01 12:10:00,n.y.c.,4850.675,False,EST,2022-01-01 17:10:00
2022-01-01 12:15:00,n.y.c.,4865.33,False,EST,2022-01-01 17:15:00
2022-01-01 12:20:00,n.y.c.,4856.4385,False,EST,2022-01-01 17:20:00
2022-01-01 12:25:00,n.y.c.,4861.6216,False,EST,2022-01-01 17:25:00
2022-01-01 12:30:00,n.y.c.,4879.02,False,EST,2022-01-01 17:30:00
2022-01-01 12:35:00,n.y.c.,4877.5615,False,EST,2022-01-01 17:35:00
2022-01-01 12:40:00,n.y.c.,4884.6006,False,EST,2022-01-01 17:40:00
2022-01-01 12:45:00,n.y.c.,4883.789,False,EST,2022-01-01 17:45:00
2022-01-01 12:50:00,n.y.c.,4916.006,False,EST,2022-01-01 17:50:00
2022-01-01 12:55:00,n.y.c.,4917.465,False,EST,2022-01-01 17:55:00
2022-01-01 13:00:00,n.y.c.,4942.8027,False,EST,2022-01-01 18:00:00
2022-01-01 13:05:00,n.y.c.,4954.6016,False,EST,2022-01-01 18:05:00
2022-01-01 13:10:00,n.y.c.,4935.0225,False,EST,2022-01-01 18:10:00
2022-01-01 13:15:00,n.y.c.,4912.228,False,EST,2022-01-01 18:15:00
2022-01-01 13:20:00,n.y.c.,4913.6816,False,EST,2022-01-01 18:20:00
2022-01-01 13:25:00,n.y.c.,4928.1245,False,EST,2022-01-01 18:25:00
2022-01-01 13:30:00,n.y.c.,4914.4053,False,EST,2022-01-01 18:30:00
2022-01-01 13:35:00,n.y.c.,4941.074,False,EST,2022-01-01 18:35:00
2022-01-01 13:40:00,n.y.c.,4934.9604,False,EST,2022-01-01 18:40:00
2022-01-01 13:45:00,n.y.c.,4931.37,False,EST,2022-01-01 18:45:00
2022-01-01 13:50:00,n.y.c.,4923.367,False,EST,2022-01-01 18:50:00
2022-01-01 13:55:00,n.y.c.,4956.5967,False,EST,2022-01-01 18:55:00
2022-01-01 14:00:00,n.y.c.,4951.395,False,EST,2022-01-01 19:00:00
2022-01-01 14:05:00,n.y.c.,4951.3594,False,EST,2022-01-01 19:05:00
2022-01-01 14:10:00,n.y.c.,4946.2344,False,EST,2022-01-01 19:10:00
2022-01-01 14:15:00,n.y.c.,4926.434,False,EST,2022-01-01 19:15:00
2022-01-01 14:20:00,n.y.c.,4929.161,False,EST,2022-01-01 19:20:00
2022-01-01 14:25:00,n.y.c.,4938.048,False,EST,2022-01-01 19:25:00
2022-01-01 14:30:00,n.y.c.,4920.8154,False,EST,2022-01-01 19:30:00
2022-01-01 14:35:00,n.y.c.,4914.086,False,EST,2022-01-01 19:35:00
2022-01-01 14:40:00,n.y.c.,4894.548,False,EST,2022-01-01 19:40:00
2022-01-01 14:45:00,n.y.c.,4921.4644,False,EST,2022-01-01 19:45:00
2022-01-01 14:50:00,n.y.c.,4922.7246,False,EST,2022-01-01 19:50:00
2022-01-01 14:55:00,n.y.c.,4926.6084,False,EST,2022-01-01 19:55:00
2022-01-01 15:00:00,n.y.c.,4928.168,False,EST,2022-01-01 20:00:00
2022-01-01 15:05:00,n.y.c.,4950.8906,False,EST,2022-01-01 20:05:00
2022-01-01 15:10:00,n.y.c.,4936.046,False,EST,2022-01-01 20:10:00
2022-01-01 15:15:00,n.y.c.,4931.0156,False,EST,2022-01-01 20:15:00
2022-01-01 15:20:00,n.y.c.,4921.373,False,EST,2022-01-01 20:20:00
2022-01-01 15:25:00,n.y.c.,4935.679,False,EST,2022-01-01 20:25:00
2022-01-01 15:30:00,n.y.c.,4912.953,False,EST,2022-01-01 20:30:00
2022-01-01 15:35:00,n.y.c.,4948.9688,False,EST,2022-01-01 20:35:00
2022-01-01 15:40:00,n.y.c.,4955.994,False,EST,2022-01-01 20:40:00
2022-01-01 15:45:00,n.y.c.,4973.3145,False,EST,2022-01-01 20:45:00
2022-01-01 15:50:00,n.y.c.,4935.924,False,EST,2022-01-01 20:50:00
2022-01-01 15:55:00,n.y.c.,4948.076,False,EST,2022-01-01 20:55:00
2022-01-01 16:00:00,n.y.c.,4962.954,False,EST,2022-01-01 21:00:00
2022-01-01 16:05:00,n.y.c.,4971.8013,False,EST,2022-01-01 21:05:00
2022-01-01 16:10:00,n.y.c.,4984.577,False,EST,2022-01-01 21:10:00
2022-01-01 16:15:00,n.y.c.,4987.3477,False,EST,2022-01-01 21:15:00
2022-01-01 16:20:00,n.y.c.,5030.3604,False,EST,2022-01-01 21:20:00
2022-01-01 16:25:00,n.y.c.,5014.3545,False,EST,2022-01-01 21:25:00
2022-01-01 16:30:00,n.y.c.,5048.205,False,EST,2022-01-01 21:30:00
2022-01-01 16:35:00,n.y.c.,5046.0938,False,EST,2022-01-01 21:35:00
2022-01-01 16:40:00,n.y.c.,5097.434,False,EST,2022-01-01 21:40:00
2022-01-01 16:45:00,n.y.c.,5106.98,False,EST,2022-01-01 21:45:00
2022-01-01 16:50:00,n.y.c.,5130.3477,False,EST,2022-01-01 21:50:00
2022-01-01 16:55:00,n.y.c.,5120.3423,False,EST,2022-01-01 21:55:00
2022-01-01 17:00:00,n.y.c.,5137.4746,False,EST,2022-01-01 22:00:00
2022-01-01 17:05:00,n.y.c.,5142.4043,False,EST,2022-01-01 22:05:00
2022-01-01 17:10:00,n.y.c.,5151.137,False,EST,2022-01-01 22:10:00
2022-01-01 17:15:00,n.y.c.,5139.3257,False,EST,2022-01-01 22:15:00
2022-01-01 17:20:00,n.y.c.,5164.271,False,EST,2022-01-01 22:20:00
2022-01-01 17:25:00,n.y.c.,5167.0537,False,EST,2022-01-01 22:25:00
2022-01-01 17:30:00,n.y.c.,5148.4873,False,EST,2022-01-01 22:30:00
2022-01-01 17:35:00,n.y.c.,5177.494,False,EST,2022-01-01 22:35:00
2022-01-01 17:40:00,n.y.c.,5210.885,False,EST,2022-01-01 22:40:00
2022-01-01 17:45:00,n.y.c.,5191.5293,False,EST,2022-01-01 22:45:00
2022-01-01 17:50:00,n.y.c.,5177.881,False,EST,2022-01-01 22:50:00
2022-01-01 17:55:00,n.y.c.,5194.67,False,EST,2022-01-01 22:55:00
2022-01-01 18:00:00,n.y.c.,5189.217,False,EST,2022-01-01 23:00:00
2022-01-01 18:05:00,n.y.c.,5204.75,False,EST,2022-01-01 23:05:00
2022-01-01 18:10:00,n.y.c.,5158.62,False,EST,2022-01-01 23:10:00
2022-01-01 18:15:00,n.y.c.,5197.296,False,EST,2022-01-01 23:15:00
2022-01-01 18:20:00,n.y.c.,5201.9355,False,EST,2022-01-01 23:20:00
2022-01-01 18:25:00,n.y.c.,5193.506,False,EST,2022-01-01 23:25:00
2022-01-01 18:30:00,n.y.c.,5194.724,False,EST,2022-01-01 23:30:00
2022-01-01 18:35:00,n.y.c.,5179.8604,False,EST,2022-01-01 23:35:00
2022-01-01 18:40:00,n.y.c.,5157.0264,False,EST,2022-01-01 23:40:00
2022-01-01 18:45:00,n.y.c.,5162.903,False,EST,2022-01-01 23:45:00
2022-01-01 18:50:00,n.y.c.,5165.3164,False,EST,2022-01-01 23:50:00
2022-01-01 18:55:00,n.y.c.,5167.1006,False,EST,2022-01-01 23:55:00
2022-01-01 19:00:00,n.y.c.,5154.774,False,EST,2022-01-02 00:00:00
2022-01-01 19:05:00,n.y.c.,5163.6606,False,EST,2022-01-02 00:05:00
2022-01-01 19:10:00,n.y.c.,5164.501,False,EST,2022-01-02 00:10:00
2022-01-01 19:15:00,n.y.c.,5168.3125,False,EST,2022-01-02 00:15:00
2022-01-01 19:20:00,n.y.c.,5179.2183,False,EST,2022-01-02 00:20:00
2022-01-01 19:25:00,n.y.c.,5144.952,False,EST,2022-01-02 00:25:00
2022-01-01 19:30:00,n.y.c.,5152.175,False,EST,2022-01-02 00:30:00
2022-01-01 19:35:00,n.y.c.,5152.4927,False,EST,2022-01-02 00:35:00
2022-01-01 19:40:00,n.y.c.,5147.8994,False,EST,2022-01-02 00:40:00
2022-01-01 19:45:00,n.y.c.,5100.5645,False,EST,2022-01-02 00:45:00
2022-01-01 19:50:00,n.y.c.,5130.881,False,EST,2022-01-02 00:50:00
2022-01-01 19:55:00,n.y.c.,5142.255,False,EST,2022-01-02 00:55:00
2022-01-01 20:00:00,n.y.c.,5138.9204,False,EST,2022-01-02 01:00:00
2022-01-01 20:05:00,n.y.c.,5090.7754,False,EST,2022-01-02 01:05:00
2022-01-01 20:10:00,n.y.c.,5098.3613,False,EST,2022-01-02 01:10:00
2022-01-01 20:15:00,n.y.c.,5074.501,False,EST,2022-01-02 01:15:00
2022-01-01 20:20:00,n.y.c.,5053.116,False,EST,2022-01-02 01:20:00
2022-01-01 20:25:00,n.y.c.,5076.985,False,EST,2022-01-02 01:25:00
2022-01-01 20:30:00,n.y.c.,5064.462,False,EST,2022-01-02 01:30:00
2022-01-01 20:35:00,n.y.c.,5060.2397,False,EST,2022-01-02 01:35:00
2022-01-01 20:40:00,n.y.c.,5040.423,False,EST,2022-01-02 01:40:00
2022-01-01 20:45:00,n.y.c.,5009.833,False,EST,2022-01-02 01:45:00
2022-01-01 20:50:00,n.y.c.,5041.3643,False,EST,2022-01-02 01:50:00
2022-01-01 20:55:00,n.y.c.,5048.3984,False,EST,2022-01-02 01:55:00
2022-01-01 21:00:00,n.y.c.,5057.415,False,EST,2022-01-02 02:00:00
2022-01-01 21:05:00,n.y.c.,5010.2676,False,EST,2022-01-02 02:05:00
2022-01-01 21:10:00,n.y.c.,4988.167,False,EST,2022-01-02 02:10:00
2022-01-01 21:15:00,n.y.c.,5029.4526,False,EST,2022-01-02 02:15:00
2022-01-01 21:20:00,n.y.c.,4993.3716,False,EST,2022-01-02 02:20:00
2022-01-01 21:25:00,n.y.c.,4999.4766,False,EST,2022-01-02 02:25:00
2022-01-01 21:30:00,n.y.c.,4978.977,False,EST,2022-01-02 02:30:00
2022-01-01 21:35:00,n.y.c.,4969.9,False,EST,2022-01-02 02:35:00
2022-01-01 21:40:00,n.y.c.,4944.979,False,EST,2022-01-02 02:40:00
2022-01-01 21:45:00,n.y.c.,4928.5625,False,EST,2022-01-02 02:45:00
2022-01-01 21:50:00,n.y.c.,4931.153,False,EST,2022-01-02 02:50:00
2022-01-01 21:55:00,n.y.c.,4922.9893,False,EST,2022-01-02 02:55:00
2022-01-01 22:00:00,n.y.c.,4924.259,False,EST,2022-01-02 03:00:00
2022-01-01 22:05:00,n.y.c.,4931.618,False,EST,2022-01-02 03:05:00
2022-01-01 22:10:00,n.y.c.,4873.9976,False,EST,2022-01-02 03:10:00
2022-01-01 22:15:00,n.y.c.,4858.5083,False,EST,2022-01-02 03:15:00
2022-01-01 22:20:00,n.y.c.,4856.39,False,EST,2022-01-02 03:20:00
2022-01-01 22:25:00,n.y.c.,4861.1675,False,EST,2022-01-02 03:25:00
2022-01-01 22:30:00,n.y.c.,4856.5513,False,EST,2022-01-02 03:30:00
2022-01-01 22:35:00,n.y.c.,4828.8945,False,EST,2022-01-02 03:35:00
2022-01-01 22:40:00,n.y.c.,4801.419,False,EST,2022-01-02 03:40:00
2022-01-01 22:45:00,n.y.c.,4785.302,False,EST,2022-01-02 03:45:00
2022-01-01 22:50:00,n.y.c.,4792.5664,False,EST,2022-01-02 03:50:00
2022-01-01 22:55:00,n.y.c.,4778.1787,False,EST,2022-01-02 03:55:00
2022-01-01 23:00:00,n.y.c.,4751.128,False,EST,2022-01-02 04:00:00
2022-01-01 23:05:00,n.y.c.,4746.985,False,EST,2022-01-02 04:05:00
2022-01-01 23:10:00,n.y.c.,4714.3003,False,EST,2022-01-02 04:10:00
2022-01-01 23:15:00,n.y.c.,4714.0674,False,EST,2022-01-02 04:15:00
2022-01-01 23:20:00,n.y.c.,4672.377,False,EST,2022-01-02 04:20:00
2022-01-01 23:25:00,n.y.c.,4653.957,False,EST,2022-01-02 04:25:00
2022-01-01 23:30:00,n.y.c.,4637.047,False,EST,2022-01-02 04:30:00
2022-01-01 23:35:00,n.y.c.,4600.993,False,EST,2022-01-02 04:35:00
2022-01-01 23:40:00,n.y.c.,4630.852,False,EST,2022-01-02 04:40:00
2022-01-01 23:45:00,n.y.c.,4585.793,False,EST,2022-01-02 04:45:00
2022-01-01 23:50:00,n.y.c.,4554.05,False,EST,2022-01-02 04:50:00
2022-01-01 23:55:00,n.y.c.,4581.2065,False,EST,2022-01-02 04:55:00
2022-01-02 00:00:00,n.y.c.,4539.3545,False,EST,2022-01-02 05:00:00
2022-01-02 00:05:00,n.y.c.,4518.3545,False,EST,2022-01-02 05:05:00
2022-01-02 00:10:00,n.y.c.,4499.6978,False,EST,2022-01-02 05:10:00
2022-01-02 00:15:00,n.y.c.,4483.162,False,EST,2022-01-02 05:15:00
2022-01-02 00:20:00,n.y.c.,4456.175,False,EST,2022-01-02 05:20:00
2022-01-02 00:25:00,n.y.c.,4418.0513,False,EST,2022-01-02 05:25:00
2022-01-02 00:30:00,n.y.c.,4426.122,False,EST,2022-01-02 05:30:00
2022-01-02 00:35:00,n.y.c.,4389.2817,False,EST,2022-01-02 05:35:00
2022-01-02 00:40:00,n.y.c.,4381.799,False,EST,2022-01-02 05:40:00
2022-01-02 00:45:00,n.y.c.,4362.1016,False,EST,2022-01-02 05:45:00
2022-01-02 00:50:00,n.y.c.,4314.626,False,EST,2022-01-02 05:50:00
2022-01-02 00:55:00,n.y.c.,4356.5405,False,EST,2022-01-02 05:55:00
2022-01-02 01:00:00,n.y.c.,4332.8345,False,EST,2022-01-02 06:00:00
2022-01-02 01:05:00,n.y.c.,4259.137,False,EST,2022-01-02 06:05:00
2022-01-02 01:10:00,n.y.c.,4239.4917,False,EST,2022-01-02 06:10:00
2022-01-02 01:15:00,n.y.c.,4217.1904,False,EST,2022-01-02 06:15:00
2022-01-02 01:20:00,n.y.c.,4206.8726,False,EST,2022-01-02 06:20:00
2022-01-02 01:25:00,n.y.c.,4192.27,False,EST,2022-01-02 06:25:00
2022-01-02 01:30:00,n.y.c.,4185.753,False,EST,2022-01-02 06:30:00
2022-01-02 01:35:00,n.y.c.,4145.7725,False,EST,2022-01-02 06:35:00
2022-01-02 01:40:00,n.y.c.,4135.3945,False,EST,2022-01-02 06:40:00
2022-01-02 01:45:00,n.y.c.,4113.6807,False,EST,2022-01-02 06:45:00
2022-01-02 01:50:00,n.y.c.,4137.7227,False,EST,2022-01-02 06:50:00
2022-01-02 01:55:00,n.y.c.,4126.6113,False,EST,2022-01-02 06:55:00
2022-01-02 02:00:00,n.y.c.,4090.5288,False,EST,2022-01-02 07:00:00
2022-01-02 02:05:00,n.y.c.,4095.5854,False,EST,2022-01-02 07:05:00
2022-01-02 02:10:00,n.y.c.,4083.912,False,EST,2022-01-02 07:10:00
2022-01-02 02:15:00,n.y.c.,4073.0376,False,EST,2022-01-02 07:15:00
2022-01-02 02:20:00,n.y.c.,4050.1082,False,EST,2022-01-02 07:20:00
2022-01-02 02:25:00,n.y.c.,4041.2632,False,EST,2022-01-02 07:25:00
2022-01-02 02:30:00,n.y.c.,4045.8638,False,EST,2022-01-02 07:30:00
